drug_a,drug_b,rr_a,rr_b,strength,n_ab,n_abz,omega,omega_lower,omega_add,omega_add_lower,signals_additive,signals_multiplicative,at_positive_control_strength
ESCITALOPRAM,METOLAZONE,4.024,3.305,3.733,21,0,-1.071224,-11.063112,-0.631512,-10.6234,0,0,0
ESCITALOPRAM,MIANSERIN,4.024,6.236,4.649,130,2,-1.330911,-3.919551,-0.25684,-2.84548,0,0,0
ESCITALOPRAM,MIDAZOLAM,4.024,7.868,4.985,58,1,-1.452506,-5.249733,-0.267231,-4.064459,0,0,0
ESCITALOPRAM,MILNACIPRAN,4.024,2.707,3.445,27,0,-1.126624,-11.118512,-0.713151,-10.705039,0,0,0
ESCITALOPRAM,MIRTAZAPINE,4.024,6.09,4.615,1595,45,-0.446582,-0.89908,0.575379,0.122882,1,0,0
ESCITALOPRAM,MOCLOBEMIDE,4.024,31.454,6.984,343,18,-0.987648,-1.73076,-0.430558,-1.17367,0,0,1
ESCITALOPRAM,NEBIVOLOL,4.024,3.882,3.965,64,0,-2.316791,-12.308679,-1.498956,-11.490844,0,0,0
ESCITALOPRAM,NEFOPAM,4.024,4.579,4.204,67,0,-2.51128,-12.503168,-1.634628,-11.626516,0,0,0
ESCITALOPRAM,NICARDIPINE,4.024,5.256,4.403,31,0,-1.838167,-11.830055,-1.043088,-11.034976,0,0,0
ESCITALOPRAM,NIFEDIPINE,4.024,3.343,3.75,62,7,1.782629,0.522394,2.511147,1.250911,1,1,0
ESCITALOPRAM,NITRAZEPAM,4.024,13.875,5.803,25,0,-2.614021,-12.605908,-1.457188,-11.449075,0,0,0
ESCITALOPRAM,NOMEGESTROL,4.024,10.522,5.404,20,0,-1.940956,-11.932844,-1.08371,-11.075598,0,0,0
ESCITALOPRAM,NORDAZEPAM,4.024,3.433,3.788,68,1,-0.620499,-4.417726,0.092214,-3.705013,0,0,0
ESCITALOPRAM,NOREPINEPHRINE,4.024,13.03,5.712,23,0,-2.486368,-12.478256,-1.33671,-11.328598,0,0,0
ESCITALOPRAM,NORFLOXACIN,4.024,16.511,6.054,24,0,-2.739142,-12.73103,-1.554502,-11.54639,0,0,0
ESCITALOPRAM,NORTRIPTYLINE,4.024,3.01,3.598,216,10,0.982332,-0.047811,1.717527,0.687385,1,0,0
ESCITALOPRAM,OLANZAPINE,4.024,7.085,4.833,1524,14,-2.288075,-3.141818,-1.156835,-2.010578,0,0,0
ESCITALOPRAM,OLMESARTAN,4.024,4.033,4.021,31,0,-1.575968,-11.567856,-0.929059,-10.920947,0,0,0
ESCITALOPRAM,OLMESARTAN MEDOXOMIL,4.024,2.141,3.107,91,0,-2.067772,-12.05966,-1.556842,-11.54873,0,0,0
ESCITALOPRAM,OMEPRAZOLE,4.024,2.41,3.278,652,1,-3.126745,-6.923972,-2.382182,-6.17941,0,0,0
ESCITALOPRAM,OPIUM,4.024,16.613,6.063,45,0,-3.550731,-13.542619,-2.217712,-12.2096,0,0,0
ESCITALOPRAM,OXAZEPAM,4.024,9.713,5.289,598,7,-2.345085,-3.605321,-1.114325,-2.37456,0,0,0
ESCITALOPRAM,OXCARBAZEPINE,4.024,2.403,3.273,200,8,0.974221,-0.194057,1.631947,0.463669,1,0,0
ESCITALOPRAM,OXETORONE,4.024,9.878,5.313,22,2,0.678048,-1.910593,1.20233,-1.386311,0,0,0
ESCITALOPRAM,PALIPERIDONE,4.024,2.81,3.499,148,2,-0.643123,-3.231763,0.130479,-2.458161,0,0,0
ESCITALOPRAM,PAROXETINE,4.024,3.769,3.923,690,5,-1.890558,-3.418024,-0.888733,-2.416199,0,0,0
ESCITALOPRAM,PERINDOPRIL,4.024,5.281,4.409,275,0,-4.496502,-14.48839,-3.383723,-13.375611,0,0,0
ESCITALOPRAM,PERINDOPRIL ERBUMINE,4.024,5.707,4.521,30,1,-0.297769,-4.094996,0.52674,-3.270487,0,0,0
ESCITALOPRAM,PERPHENAZINE,4.024,3.163,3.67,56,0,-1.850306,-11.842194,-1.282016,-11.273904,0,0,0
ESCITALOPRAM,PHENOBARBITAL,4.024,3.798,3.934,69,0,-2.378443,-12.370331,-1.558347,-11.550235,0,0,0
ESCITALOPRAM,PHENPROCOUMON,4.024,2.188,3.138,51,0,-1.449867,-11.441755,-1.069291,-11.061179,0,0,0
ESCITALOPRAM,PHENTERMINE,4.024,2.602,3.388,33,0,-1.266406,-11.258293,-0.821398,-10.813286,0,0,0
ESCITALOPRAM,PHENYTOIN,4.024,2.363,3.249,117,0,-2.462994,-12.454882,-1.849725,-11.841612,0,0,0
ESCITALOPRAM,PHLOROGLUCINOL,4.024,2.894,3.542,25,0,-1.092534,-11.084422,-0.688266,-10.680154,0,0,0
ESCITALOPRAM,PIPAMPERONE,4.024,10.138,5.35,64,1,-1.768281,-5.565508,-0.578779,-4.376006,0,0,0
ESCITALOPRAM,PIPERACILLIN,4.024,2.854,3.521,77,0,-2.2001,-12.191988,-1.521122,-11.51301,0,0,0
ESCITALOPRAM,PIROXICAM,4.024,4.877,4.295,27,0,-1.622214,-11.614101,-0.911856,-10.903744,0,0,0
ESCITALOPRAM,POLYETHYLENE GLYCOLS,4.024,7.148,4.846,31,0,-2.121975,-12.113863,-1.203501,-11.195389,0,0,0
ESCITALOPRAM,PRAMIPEXOLE,4.024,3.412,3.779,54,0,-1.978256,-11.970143,-1.284547,-11.276435,0,0,0
ESCITALOPRAM,PRAVASTATIN,4.024,19.02,6.258,89,0,-4.67523,-14.667118,-3.186967,-13.178855,0,0,0
ESCITALOPRAM,PRAZEPAM,4.024,6.012,4.597,172,0,-3.807478,-13.799366,-2.891915,-12.883803,0,0,0
ESCITALOPRAM,PRAZOSIN,4.024,3.009,3.598,54,0,-1.797057,-11.788944,-1.230369,-11.222257,0,0,0
ESCITALOPRAM,PREGABALIN,4.024,2.112,3.087,836,11,-0.355807,-1.332344,0.295459,-0.681078,0,0,0
ESCITALOPRAM,PRIDINOL,4.024,7.934,4.997,20,0,-1.213242,-11.205129,-0.930284,-10.922172,0,0,0
ESCITALOPRAM,PROMAZINE,4.024,12.065,5.601,23,0,-2.346626,-12.338514,-1.283384,-11.275272,0,0,0
ESCITALOPRAM,PROMETHAZINE,4.024,3.407,3.777,274,1,-2.364977,-6.162204,-1.464886,-5.262113,0,0,0
ESCITALOPRAM,PROPAFENONE,4.024,4.853,4.287,24,0,-1.517267,-11.509155,-0.832796,-10.824684,0,0,0
ESCITALOPRAM,PROTHIPENDYL,4.024,14.41,5.858,29,0,-2.739067,-12.730955,-1.627219,-11.619107,0,0,0
ESCITALOPRAM,PYRIDOXINE,4.024,2.3,3.21,60,0,-1.676854,-11.668741,-1.214049,-11.205937,0,0,0
ESCITALOPRAM,QUETIAPINE,4.024,5.557,4.483,2775,38,-1.310754,-1.806094,-0.36841,-0.863751,0,0,0
ESCITALOPRAM,QUINAPRIL,4.024,3.502,3.817,26,0,-1.300274,-11.292162,-0.766474,-10.758362,0,0,0
ESCITALOPRAM,RABEPRAZOLE,4.024,2.135,3.103,173,0,-2.781173,-12.77306,-2.228981,-12.220868,0,0,0
ESCITALOPRAM,RAMIPRIL,4.024,4.296,4.112,333,1,-2.963825,-6.761052,-1.883986,-5.681214,0,0,0
ESCITALOPRAM,RASAGILINE,4.024,6.78,4.77,86,12,1.352506,0.422315,2.479003,1.548812,1,1,0
ESCITALOPRAM,REBOXETINE,4.024,11.558,5.539,41,0,-2.71755,-12.709438,-1.795157,-11.787045,0,0,0
ESCITALOPRAM,REPAGLINIDE,4.024,5.844,4.556,58,0,-2.635846,-12.627734,-1.643992,-11.63588,0,0,0
ESCITALOPRAM,RIFAMPIN,4.024,2.819,3.504,26,0,-1.142809,-11.134697,-0.702929,-10.694817,0,0,0
ESCITALOPRAM,RISPERIDONE,4.024,4.536,4.19,1260,13,-1.645029,-2.534653,-0.580091,-1.469715,0,0,0
ESCITALOPRAM,ROSUVASTATIN,4.024,28.71,6.852,340,6,-3.294933,-4.670922,-1.810015,-3.186004,0,0,1
ESCITALOPRAM,SERTRALINE,4.024,3.896,3.971,1509,19,-1.131489,-1.85286,-0.178951,-0.900321,0,0,0
ESCITALOPRAM,SIMVASTATIN,4.024,48.584,7.611,319,1,-5.895434,-9.692661,-4.524166,-8.321393,0,0,1
ESCITALOPRAM,SITAGLIPTIN,4.024,3.173,3.675,98,1,-1.023102,-4.82033,-0.226319,-4.023546,0,0,0
ESCITALOPRAM,SODIUM BICARBONATE,4.024,3.91,3.976,39,1,-0.213843,-4.01107,0.502632,-3.294595,0,0,0
ESCITALOPRAM,SPIRONOLACTONE,4.024,4.424,4.154,314,2,-2.176446,-4.765087,-1.092756,-3.681396,0,0,0
ESCITALOPRAM,SULFAMETHOXAZOLE,4.024,2.12,3.093,160,4,0.45581,-1.280947,1.032115,-0.704642,0,0,0
ESCITALOPRAM,SULPIRIDE,4.024,14.657,5.882,105,0,-4.372382,-14.364269,-3.116265,-13.108153,0,0,0
ESCITALOPRAM,TAZOBACTAM,4.024,2.627,3.402,76,0,-2.095194,-12.087082,-1.472296,-11.464184,0,0,0
ESCITALOPRAM,TELMISARTAN,4.024,5.081,4.354,63,0,-2.614676,-12.606563,-1.636867,-11.628755,0,0,0
ESCITALOPRAM,THEOPHYLLINE,4.024,7.874,4.986,51,0,-2.847532,-12.839419,-1.720974,-11.712861,0,0,0
ESCITALOPRAM,THIAMINE,4.024,5.877,4.564,68,1,-1.221449,-5.018677,-0.222845,-4.020072,0,0,0
ESCITALOPRAM,TIAPRIDE,4.024,22.287,6.487,82,7,-0.678649,-1.938884,0.6474,-0.612836,0,0,1
ESCITALOPRAM,TICAGRELOR,4.024,9.979,5.327,62,0,-3.423087,-13.414975,-2.114767,-12.106654,0,0,0
ESCITALOPRAM,TINZAPARIN,4.024,3.753,3.917,74,0,-2.38249,-12.374378,-1.619362,-11.61125,0,0,0
ESCITALOPRAM,TORSEMIDE,4.024,3.87,3.961,123,0,-3.087338,-13.079226,-2.171135,-12.163023,0,0,0
ESCITALOPRAM,TOZINAMERAN,4.024,2.347,3.24,68,4,1.337129,-0.399628,1.84265,0.105893,1,0,0
ESCITALOPRAM,TRAMADOL,4.024,2.907,3.548,1261,11,-1.30395,-2.280487,-0.472213,-1.44875,0,0,0
ESCITALOPRAM,TRAZODONE,4.024,4.253,4.097,1087,1,-4.420703,-8.21793,-3.489103,-7.28633,0,0,0
ESCITALOPRAM,TRIAZOLAM,4.024,4.816,4.276,48,0,-2.197794,-12.189682,-1.353333,-11.345221,0,0,0
ESCITALOPRAM,TRICHLORMETHIAZIDE,4.024,3.465,3.802,26,0,-1.172688,-11.164575,-0.763159,-10.755047,0,0,0
ESCITALOPRAM,TRIFLUOPERAZINE,4.024,2.279,3.197,20,1,0.826632,-2.970596,1.060601,-2.736626,0,0,0
ESCITALOPRAM,TRIHEXYPHENIDYL,4.024,13.651,5.78,77,0,-3.980995,-13.972883,-2.65667,-12.648558,0,0,0
ESCITALOPRAM,TRIMEBUTINE,4.024,2.83,3.51,24,0,-1.012255,-11.004143,-0.660471,-10.652359,0,0,0
ESCITALOPRAM,TRIMEPRAZINE,4.024,16.382,6.043,148,5,-1.605231,-3.132697,-0.226293,-1.753758,0,0,0
ESCITALOPRAM,TRIMETHOPRIM,4.024,2.136,3.104,164,4,0.415947,-1.320811,1.001011,-0.735747,0,0,0
ESCITALOPRAM,TRIMIPRAMINE,4.024,3.031,3.609,38,0,-1.433581,-11.425469,-0.964087,-10.955975,0,0,0
ESCITALOPRAM,TROPATEPINE,4.024,19.526,6.296,48,1,-2.217517,-6.014745,-0.867278,-4.664505,0,0,0
ESCITALOPRAM,UNSPECIFIED INGREDIENT,4.024,2.492,3.326,250,1,-1.890345,-5.687573,-1.158888,-4.956116,0,0,0
ESCITALOPRAM,URAPIDIL,4.024,12.073,5.602,27,0,-2.555227,-12.547115,-1.424558,-11.416446,0,0,0
ESCITALOPRAM,URSODIOL,4.024,2.199,3.145,26,0,-0.949737,-10.941625,-0.642599,-10.634487,0,0,0
ESCITALOPRAM,VALPROATE,4.024,4.255,4.098,307,3,-1.59958,-3.650023,-0.547923,-2.598367,0,0,0
ESCITALOPRAM,VALPROIC ACID,4.024,4.357,4.132,380,3,-1.922456,-3.972899,-0.846797,-2.89724,0,0,0
ESCITALOPRAM,VALPROMIDE,4.024,8.691,5.128,50,1,-1.217256,-5.014483,-0.189253,-3.98648,0,0,0
ESCITALOPRAM,VENLAFAXINE,4.024,4.117,4.05,1799,20,-1.330403,-2.031773,-0.399549,-1.100918,0,0,0
ESCITALOPRAM,VERAPAMIL,4.024,5.695,4.518,143,0,-3.77843,-13.770318,-2.621124,-12.613012,0,0,0
ESCITALOPRAM,VILDAGLIPTIN,4.024,3.993,4.006,33,0,-1.643246,-11.635134,-0.968522,-10.960409,0,0,0
ESCITALOPRAM,ZIPRASIDONE,4.024,5.062,4.348,180,14,0.93729,0.083547,2.047611,1.193868,1,1,0
ESCITALOPRAM,ZOLPIDEM,4.024,4.117,4.05,889,28,0.062978,-0.52097,1.06572,0.481773,1,0,0
ESCITALOPRAM,ZONISAMIDE,4.024,3.371,3.762,75,0,-2.329214,-12.321101,-1.576216,-11.568104,0,0,0
ESCITALOPRAM,ZOPICLONE,4.024,8.45,5.088,601,9,-1.84815,-2.941216,-0.634531,-1.727597,0,0,0
ESCITALOPRAM,ZUCLOPENTHIXOL,4.024,10.432,5.392,66,0,-3.484007,-13.475894,-2.223337,-12.215225,0,0,0
ESMOLOL,FUROSEMIDE,6.25,5.251,5.036,32,0,-2.187181,-12.179068,-1.256102,-11.24799,0,0,0
ESMOLOL,METHIMAZOLE,6.25,5.357,5.065,20,0,-1.733583,-11.725471,-0.908099,-10.899987,0,0,0
ESMOLOL,MIDAZOLAM,6.25,7.868,5.62,26,3,0.478514,-1.571929,1.538716,-0.511728,0,0,0
ESMOLOL,NICARDIPINE,6.25,5.256,5.038,35,0,-2.226358,-12.218246,-1.333073,-11.324961,0,0,0
ESMOLOL,NIFEDIPINE,6.25,3.343,4.385,20,0,-1.364705,-11.356593,-0.774121,-10.766009,0,0,0
ESMOLOL,NOREPINEPHRINE,6.25,13.03,6.348,30,4,0.304508,-1.43225,1.462393,-0.274364,0,0,0
ESMOLOL,PROPOFOL,6.25,16.555,6.693,30,2,-0.739139,-3.327779,0.433196,-2.155445,0,0,1
ESMOLOL,PROPYLTHIOURACIL,6.25,8.543,5.739,39,0,-2.696502,-12.688389,-1.688333,-11.680221,0,0,0
ESTAZOLAM,FLUNITRAZEPAM,18.278,29.633,9.081,61,1,-3.51898,-7.316207,-2.095877,-5.893104,0,0,1
ESTAZOLAM,FLUOXETINE,18.278,4.532,6.372,31,4,-0.055145,-1.791903,1.246266,-0.490492,0,0,0
ESTAZOLAM,FUROSEMIDE,18.278,5.251,6.585,36,0,-3.538472,-13.53036,-2.121477,-12.113365,0,0,1
ESTAZOLAM,HALOPERIDOL,18.278,10.211,7.544,23,1,-2.035751,-5.832979,-0.268059,-4.065286,0,0,1
ESTAZOLAM,LEVOMEPROMAZINE,18.278,10.622,7.601,33,1,-2.392632,-6.18986,-0.679446,-4.476673,0,0,1
ESTAZOLAM,LITHIUM,18.278,5.599,6.677,21,1,-1.390188,-5.187415,0.007134,-3.790094,0,0,1
ESTAZOLAM,LORAZEPAM,18.278,5.21,6.573,69,4,-1.04642,-2.783177,0.280075,-1.456682,0,0,1
ESTAZOLAM,LORMETAZEPAM,18.278,12.872,7.878,22,0,-3.708363,-13.700251,-1.903372,-11.89526,0,0,1
ESTAZOLAM,MIRTAZAPINE,18.278,6.09,6.799,27,1,-1.760805,-5.558033,-0.265916,-4.063143,0,0,1
ESTAZOLAM,OLANZAPINE,18.278,7.085,7.017,30,6,0.084657,-1.291332,1.693177,0.317188,1,0,1
ESTAZOLAM,PAROXETINE,18.278,3.769,6.106,45,1,-1.885636,-5.682864,-0.711819,-4.509046,0,0,0
ESTAZOLAM,PHENOBARBITAL,18.278,3.798,6.117,32,1,-1.460153,-5.25738,-0.336066,-4.133294,0,0,0
ESTAZOLAM,PROMETHAZINE,18.278,3.407,5.961,29,1,-1.263341,-5.060568,-0.213613,-4.01084,0,0,0
ESTAZOLAM,QUETIAPINE,18.278,5.557,6.666,81,1,-2.86224,-6.659468,-1.526608,-5.323835,0,0,1
ESTAZOLAM,RISPERIDONE,18.278,4.536,6.374,54,0,-3.858943,-13.850831,-2.552783,-12.544671,0,0,0
ESTAZOLAM,SERTRALINE,18.278,3.896,6.154,26,0,-2.885403,-12.877291,-1.711451,-11.703338,0,0,0
ESTAZOLAM,TRAMADOL,18.278,2.907,5.732,38,0,-3.029475,-13.021363,-2.059905,-12.051793,0,0,0
ESTAZOLAM,TRIAZOLAM,18.278,4.816,6.46,31,0,-3.150447,-13.142335,-1.937422,-11.92931,0,0,1
ESTAZOLAM,TRIMEPRAZINE,18.278,16.382,8.226,24,0,-3.99561,-13.987498,-2.117087,-12.108975,0,0,1
ESTAZOLAM,VALPROATE,18.278,4.255,6.281,23,3,-0.007101,-2.057544,1.200199,-0.850244,0,0,0
ESTAZOLAM,VALPROIC ACID,18.278,4.357,6.315,30,5,0.317131,-1.210334,1.578947,0.051482,1,0,0
ESTAZOLAM,VENLAFAXINE,18.278,4.117,6.234,35,0,-3.275731,-13.267618,-2.033606,-12.025494,0,0,0
ESTAZOLAM,ZOLPIDEM,18.278,4.117,6.233,82,1,-2.609357,-6.406584,-1.459319,-5.256547,0,0,0
ESTAZOLAM,ZOPICLONE,18.278,8.45,7.271,36,0,-3.929993,-13.921881,-2.271234,-12.263122,0,0,1
ESTRIOL,PREGABALIN,10.901,2.112,4.525,33,0,-1.87505,-11.866938,-1.399475,-11.391363,0,0,0
ESTRIOL,TRAZODONE,10.901,4.253,5.535,29,5,1.201149,-0.326317,2.028548,0.501083,1,0,0
ETHACRYNIC ACID,FUROSEMIDE,3.903,5.251,4.357,25,0,-1.098517,-11.090405,-0.881558,-10.873446,0,0,0
ETHIODIZED OIL,GELATIN,3.875,2.758,3.418,124,1,-0.296149,-4.093376,-0.373381,-4.170609,0,0,0
ETHIODIZED OIL,UNSPECIFIED INGREDIENT,3.875,2.492,3.272,26,0,-1.00228,-10.994168,-0.656842,-10.64873,0,0,0
ETHYL LOFLAZEPATE,ETIZOLAM,10.298,19.239,7.63,35,0,-3.465221,-13.457109,-2.35816,-12.350048,0,0,1
ETHYL LOFLAZEPATE,FLUNITRAZEPAM,10.298,29.633,8.253,44,0,-3.746241,-13.738129,-3.014048,-13.005936,0,0,1
ETHYL LOFLAZEPATE,FLUVOXAMINE,10.298,16.248,7.386,24,3,-0.329131,-2.379574,0.986268,-1.064176,0,0,1
ETHYL LOFLAZEPATE,LORAZEPAM,10.298,5.21,5.746,28,0,-2.470665,-12.462553,-1.421495,-11.413383,0,0,0
ETHYL LOFLAZEPATE,METFORMIN,10.298,3.129,5.01,24,0,-1.911909,-11.903797,-1.158612,-11.1505,0,0,0
ETHYL LOFLAZEPATE,MIRTAZAPINE,10.298,6.09,5.971,30,0,-2.656656,-12.648543,-1.539839,-11.531727,0,0,0
ETHYL LOFLAZEPATE,OLANZAPINE,10.298,7.085,6.189,23,0,-2.546343,-12.538231,-1.354474,-11.346362,0,0,0
ETHYL LOFLAZEPATE,PAROXETINE,10.298,3.769,5.278,65,1,-1.39968,-5.196908,-0.588029,-4.385256,0,0,0
ETHYL LOFLAZEPATE,QUETIAPINE,10.298,5.557,5.839,44,3,-0.131309,-2.181752,0.919458,-1.130986,0,0,0
ETHYL LOFLAZEPATE,SERTRALINE,10.298,3.896,5.326,51,0,-2.797431,-12.789318,-1.918597,-11.910485,0,0,0
ETHYL LOFLAZEPATE,TRAZODONE,10.298,4.253,5.453,26,0,-2.229287,-12.221175,-1.296233,-11.288121,0,0,0
ETHYL LOFLAZEPATE,TRIAZOLAM,10.298,4.816,5.632,24,3,0.595517,-1.454926,1.544491,-0.505952,0,0,0
ETHYL LOFLAZEPATE,VALPROATE,10.298,4.255,5.453,25,0,-2.192001,-12.183888,-1.26308,-11.254967,0,0,0
ETHYL LOFLAZEPATE,VILDAGLIPTIN,10.298,3.993,5.362,22,0,-1.998585,-11.990473,-1.142901,-11.134789,0,0,0
ETHYL LOFLAZEPATE,ZOLPIDEM,10.298,4.117,5.406,55,5,0.560751,-0.966715,1.441965,-0.0855,0,0,0
ETIZOLAM,FAMOTIDINE,19.239,4.535,6.447,40,5,-0.204843,-1.732308,1.207216,-0.320249,0,0,1
ETIZOLAM,FLUNITRAZEPAM,19.239,29.633,9.155,149,10,-2.000163,-3.030306,-0.537208,-1.56735,0,0,1
ETIZOLAM,FLUVOXAMINE,19.239,16.248,8.288,39,3,-1.997827,-4.048271,0.094157,-1.956287,0,0,1
ETIZOLAM,FUROSEMIDE,19.239,5.251,6.658,24,0,-3.228198,-13.220086,-1.735315,-11.727203,0,0,1
ETIZOLAM,HALOPERIDOL,19.239,10.211,7.618,21,3,-0.895509,-2.945952,1.012945,-1.037498,0,0,1
ETIZOLAM,HERBALS,19.239,7.674,7.206,69,0,-4.821788,-14.813676,-3.068376,-13.060264,0,0,1
ETIZOLAM,LAMOTRIGINE,19.239,2.679,5.687,43,0,-3.221508,-13.213396,-2.237769,-12.229657,0,0,0
ETIZOLAM,LEVOMEPROMAZINE,19.239,10.622,7.675,30,4,-0.935623,-2.672381,0.975277,-0.761481,0,0,1
ETIZOLAM,LITHIUM,19.239,5.599,6.751,27,2,-1.098143,-3.686783,0.450253,-2.138387,0,0,1
ETIZOLAM,LORAZEPAM,19.239,5.21,6.647,88,0,-4.814879,-14.806767,-3.251996,-13.243884,0,0,1
ETIZOLAM,LOXOPROFEN,19.239,7.925,7.252,46,1,-2.644496,-6.441724,-0.993544,-4.790772,0,0,1
ETIZOLAM,MAGNESIUM OXIDE,19.239,3.666,6.14,33,0,-3.087835,-13.079722,-1.995278,-11.987165,0,0,0
ETIZOLAM,METHADONE,19.239,3.42,6.04,243,0,-5.548902,-15.54079,-4.507678,-14.499566,0,0,0
ETIZOLAM,METHAMPHETAMINE,19.239,3.939,6.244,172,0,-5.172036,-15.163924,-4.067176,-14.059063,0,0,0
ETIZOLAM,METHYLCOBALAMIN,19.239,5.997,6.85,26,1,-1.291888,-5.089115,-0.264539,-4.061766,0,0,1
ETIZOLAM,MIRTAZAPINE,19.239,6.09,6.872,213,2,-3.601476,-6.190117,-2.164357,-4.752998,0,0,1
ETIZOLAM,MITRAGYNINE,19.239,2.177,5.389,35,0,-2.381658,-12.373546,-1.982842,-11.97473,0,0,0
ETIZOLAM,NIFEDIPINE,19.239,3.343,6.007,20,0,-2.508885,-12.500773,-1.476956,-11.468843,0,0,0
ETIZOLAM,NITRAZEPAM,19.239,13.875,8.06,64,0,-5.000671,-14.992558,-3.246824,-13.238712,0,0,1
ETIZOLAM,NORDAZEPAM,19.239,3.433,6.045,119,0,-4.27194,-14.263828,-3.543058,-13.534946,0,0,0
ETIZOLAM,NORTRIPTYLINE,19.239,3.01,5.856,24,0,-2.572648,-12.564536,-1.635645,-11.627533,0,0,0
ETIZOLAM,OLANZAPINE,19.239,7.085,7.091,66,1,-3.212742,-7.009969,-1.398054,-5.195282,0,0,1
ETIZOLAM,OLMESARTAN MEDOXOMIL,19.239,2.141,5.364,24,1,-0.681885,-4.479112,-0.010102,-3.807329,0,0,0
ETIZOLAM,OMEPRAZOLE,19.239,2.41,5.535,22,3,0.495673,-1.55477,1.28273,-0.767713,0,0,0
ETIZOLAM,OXAZEPAM,19.239,9.713,7.546,71,0,-5.112066,-15.103953,-3.201737,-13.193625,0,0,1
ETIZOLAM,PAROXETINE,19.239,3.769,6.18,129,9,-0.700163,-1.793229,0.577651,-0.515415,0,0,0
ETIZOLAM,PHENOBARBITAL,19.239,3.798,6.191,38,2,-1.061987,-3.650627,0.164784,-2.423856,0,0,0
ETIZOLAM,PRAVASTATIN,19.239,19.02,8.515,20,0,-4.160738,-14.152626,-2.028281,-12.020169,0,0,1
ETIZOLAM,PREGABALIN,19.239,2.112,5.344,280,1,-3.731293,-7.52852,-3.032422,-6.829649,0,0,0
ETIZOLAM,PROCYCLIDINE,19.239,3.218,5.952,34,0,-2.502158,-12.494046,-2.005242,-11.99713,0,0,0
ETIZOLAM,PROMETHAZINE,19.239,3.407,6.034,85,2,-1.945109,-4.533749,-0.782867,-3.371507,0,0,0
ETIZOLAM,QUAZEPAM,19.239,20.785,8.643,26,1,-1.92755,-5.724777,-0.791505,-4.588732,0,0,1
ETIZOLAM,QUETIAPINE,19.239,5.557,6.74,109,4,-1.999179,-3.735937,-0.380726,-2.117484,0,0,1
ETIZOLAM,REBAMIPIDE,19.239,9.642,7.535,23,0,-3.419151,-13.411039,-1.867796,-11.859684,0,0,1
ETIZOLAM,RISPERIDONE,19.239,4.536,6.447,67,5,-0.90698,-2.434446,0.590463,-0.937003,0,0,1
ETIZOLAM,SERTRALINE,19.239,3.896,6.228,109,1,-3.209502,-7.006729,-1.870493,-5.66772,0,0,0
ETIZOLAM,SPIRONOLACTONE,19.239,4.424,6.411,22,0,-2.929782,-12.92167,-1.613644,-11.605532,0,0,1
ETIZOLAM,SULPIRIDE,19.239,14.657,8.139,50,1,-3.235708,-7.032935,-1.377873,-5.1751,0,0,1
ETIZOLAM,TELMISARTAN,19.239,5.081,6.611,28,7,0.561158,-0.699077,2.020109,0.759874,1,0,1
ETIZOLAM,TRAMADOL,19.239,2.907,5.806,71,0,-3.947403,-13.939291,-2.848786,-12.840674,0,0,0
ETIZOLAM,TRAZODONE,19.239,4.253,6.354,76,5,-0.944705,-2.472171,0.448041,-1.079425,0,0,0
ETIZOLAM,TRIAZOLAM,19.239,4.816,6.534,90,4,-1.198013,-2.93477,-0.089191,-1.825948,0,0,1
ETIZOLAM,TRIHEXYPHENIDYL,19.239,13.651,8.037,29,0,-4.251359,-14.243247,-2.269483,-12.261371,0,0,1
ETIZOLAM,UNSPECIFIED INGREDIENT,19.239,2.492,5.583,20,1,-0.646679,-4.443907,0.144922,-3.652305,0,0,0
ETIZOLAM,VALPROATE,19.239,4.255,6.355,31,4,-0.131068,-1.867825,1.213356,-0.523402,0,0,0
ETIZOLAM,VALPROIC ACID,19.239,4.357,6.389,29,1,-1.665913,-5.463141,-0.30556,-4.102787,0,0,0
ETIZOLAM,VENLAFAXINE,19.239,4.117,6.307,20,0,-2.75412,-12.746007,-1.509715,-11.501603,0,0,0
ETIZOLAM,ZOLPIDEM,19.239,4.117,6.307,134,5,-1.609499,-3.136965,-0.282401,-1.809866,0,0,0
ETIZOLAM,ZOPICLONE,19.239,8.45,7.345,49,4,-1.381782,-3.118539,0.490963,-1.245795,0,0,1
ETODOLAC,HYDROCHLOROTHIAZIDE,2.613,3.187,3.058,25,0,-0.872095,-10.863983,-0.580986,-10.572874,0,0,0
ETODOLAC,KETOPROFEN,2.613,3.388,3.146,22,0,-0.822223,-10.81411,-0.540638,-10.532526,0,0,0
ETODOLAC,LISINOPRIL,2.613,2.046,2.418,40,0,-0.893654,-10.885542,-0.682288,-10.674176,0,0,0
ETODOLAC,MELOXICAM,2.613,2.117,2.468,63,0,-1.239626,-11.231514,-0.978924,-10.970812,0,0,0
ETODOLAC,METFORMIN,2.613,3.129,3.031,31,0,-1.007431,-10.999319,-0.684744,-10.676632,0,0,0
ETODOLAC,NABUMETONE,2.613,3.283,3.1,35,0,-1.090443,-11.082331,-0.772304,-10.764192,0,0,0
ETODOLAC,OMEPRAZOLE,2.613,2.41,2.654,25,0,-0.710837,-10.702725,-0.50136,-10.493248,0,0,0
ETODOLAC,PIROXICAM,2.613,4.877,3.671,27,0,-1.198853,-11.190741,-0.785767,-10.777655,0,0,0
ETODOLAC,PREGABALIN,2.613,2.112,2.464,46,1,0.572288,-3.22494,0.812734,-2.984493,0,0,0
