quarter,era,table,member,n_columns,columns,uncompressed_bytes
2020q1,faers_modern,outc,ASCII/OUTC20Q1.txt,3,primaryid;caseid;outc_cod,7384543
2020q1,faers_modern,reac,ASCII/REAC20Q1.txt,4,primaryid;caseid;pt;drug_rec_act,56432895
2020q1,faers_modern,rpsr,ASCII/RPSR20Q1.txt,3,primaryid;caseid;rpsr_cod,344787
2020q1,faers_modern,ther,ASCII/THER20Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,25856062
2020q2,faers_modern,demo,ASCII/DEMO20Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,59242277
2020q2,faers_modern,drug,ASCII/DRUG20Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,175848509
2020q2,faers_modern,indi,ASCII/INDI20Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,61092377
2020q2,faers_modern,outc,ASCII/OUTC20Q2.txt,3,primaryid;caseid;outc_cod,6769407
2020q2,faers_modern,reac,ASCII/REAC20Q2.txt,4,primaryid;caseid;pt;drug_rec_act,53458408
2020q2,faers_modern,rpsr,ASCII/RPSR20Q2.txt,3,primaryid;caseid;rpsr_cod,291066
2020q2,faers_modern,ther,ASCII/THER20Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,22600820
2020q3,faers_modern,demo,ASCII/DEMO20Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,60531205
2020q3,faers_modern,drug,ASCII/DRUG20Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,181745059
2020q3,faers_modern,indi,ASCII/INDI20Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,61926190
2020q3,faers_modern,outc,ASCII/OUTC20Q3.txt,3,primaryid;caseid;outc_cod,8248630
2020q3,faers_modern,reac,ASCII/REAC20Q3.txt,4,primaryid;caseid;pt;drug_rec_act,55763927
2020q3,faers_modern,rpsr,ASCII/RPSR20Q3.txt,3,primaryid;caseid;rpsr_cod,397016
2020q3,faers_modern,ther,ASCII/THER20Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,23562434
2020q4,faers_modern,demo,ASCII/DEMO20Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,62129162
2020q4,faers_modern,drug,ASCII/DRUG20Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,189401592
2020q4,faers_modern,indi,ASCII/INDI20Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,62884407
2020q4,faers_modern,outc,ASCII/OUTC20Q4.txt,3,primaryid;caseid;outc_cod,8413863
2020q4,faers_modern,reac,ASCII/REAC20Q4.txt,4,primaryid;caseid;pt;drug_rec_act,58420182
2020q4,faers_modern,rpsr,ASCII/RPSR20Q4.txt,3,primaryid;caseid;rpsr_cod,335704
2020q4,faers_modern,ther,ASCII/THER20Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,24711459
2021q1,faers_modern,demo,ASCII/DEMO21Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,67218178
2021q1,faers_modern,drug,ASCII/DRUG21Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,215886278
2021q1,faers_modern,indi,ASCII/INDI21Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,74553602
2021q1,faers_modern,outc,ASCII/OUTC21Q1.txt,3,primaryid;caseid;outc_cod,8554073
2021q1,faers_modern,reac,ASCII/REAC21Q1.txt,4,primaryid;caseid;pt;drug_rec_act,57875181
2021q1,faers_modern,rpsr,ASCII/RPSR21Q1.txt,3,primaryid;caseid;rpsr_cod,326081
2021q1,faers_modern,ther,ASCII/THER21Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,28811753
2021q2,faers_modern,demo,ASCII/DEMO21Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,67954207
2021q2,faers_modern,drug,ASCII/DRUG21Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,226648175
2021q2,faers_modern,indi,ASCII/INDI21Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,77639413
2021q2,faers_modern,outc,ASCII/OUTC21Q2.txt,3,primaryid;caseid;outc_cod,8835735
2021q2,faers_modern,reac,ASCII/REAC21Q2.txt,4,primaryid;caseid;pt;drug_rec_act,58598839
2021q2,faers_modern,rpsr,ASCII/RPSR21Q2.txt,3,primaryid;caseid;rpsr_cod,304996
2021q2,faers_modern,ther,ASCII/THER21Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,28944777
2021q3,faers_modern,demo,ASCII/DEMO21Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,70973625
2021q3,faers_modern,drug,ASCII/DRUG21Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,224039760
2021q3,faers_modern,indi,ASCII/INDI21Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,73392700
2021q3,faers_modern,outc,ASCII/OUTC21Q3.txt,3,primaryid;caseid;outc_cod,9683245
2021q3,faers_modern,reac,ASCII/REAC21Q3.txt,4,primaryid;caseid;pt;drug_rec_act,59455037
2021q3,faers_modern,rpsr,ASCII/RPSR21Q3.txt,3,primaryid;caseid;rpsr_cod,391105
2021q3,faers_modern,ther,ASCII/THER21Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,31130203
2021q4,faers_modern,demo,ASCII/DEMO21Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,59722017
2021q4,faers_modern,drug,ASCII/DRUG21Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,174149111
2021q4,faers_modern,indi,ASCII/INDI21Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,57494471
2021q4,faers_modern,outc,ASCII/OUTC21Q4.txt,3,primaryid;caseid;outc_cod,7421499
2021q4,faers_modern,reac,ASCII/REAC21Q4.txt,4,primaryid;caseid;pt;drug_rec_act,50801676
2021q4,faers_modern,rpsr,ASCII/RPSR21Q4.txt,3,primaryid;caseid;rpsr_cod,109704
2021q4,faers_modern,ther,ASCII/THER21Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,24320893
2022q1,faers_modern,demo,ASCII/DEMO22Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,66926535
2022q1,faers_modern,drug,ASCII/DRUG22Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,196673753
2022q1,faers_modern,indi,ASCII/INDI22Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,62689604
2022q1,faers_modern,outc,ASCII/OUTC22Q1.txt,3,primaryid;caseid;outc_cod,8267467
2022q1,faers_modern,reac,ASCII/REAC22Q1.txt,4,primaryid;caseid;pt;drug_rec_act,57643112
2022q1,faers_modern,rpsr,ASCII/RPSR22Q1.txt,3,primaryid;caseid;rpsr_cod,291370
2022q1,faers_modern,ther,ASCII/THER22Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,27241781
2022q2,faers_modern,demo,ASCII/DEMO22Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,62849513
2022q2,faers_modern,drug,ASCII/DRUG22Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,181503321
2022q2,faers_modern,indi,ASCII/INDI22Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,53542151
2022q2,faers_modern,outc,ASCII/OUTC22Q2.txt,3,primaryid;caseid;outc_cod,7164223
2022q2,faers_modern,reac,ASCII/REAC22Q2.txt,4,primaryid;caseid;pt;drug_rec_act,54969752
2022q2,faers_modern,rpsr,ASCII/RPSR22Q2.txt,3,primaryid;caseid;rpsr_cod,309087
2022q2,faers_modern,ther,ASCII/THER22Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,25125113
2022q3,faers_modern,demo,ASCII/DEMO22Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,64040040
2022q3,faers_modern,drug,ASCII/DRUG22Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,181715784
2022q3,faers_modern,indi,ASCII/INDI22Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,54175272
2022q3,faers_modern,outc,ASCII/OUTC22Q3.txt,3,primaryid;caseid;outc_cod,7614808
2022q3,faers_modern,reac,ASCII/REAC22Q3.txt,4,primaryid;caseid;pt;drug_rec_act,54572050
2022q3,faers_modern,rpsr,ASCII/RPSR22Q3.txt,3,primaryid;caseid;rpsr_cod,328324
2022q3,faers_modern,ther,ASCII/THER22Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,26187460
2022q4,faers_modern,demo,ASCII/DEMO22Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,68579826
2022q4,faers_modern,drug,ASCII/DRUG22Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,203357374
2022q4,faers_modern,indi,ASCII/INDI22Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,62467623
2022q4,faers_modern,outc,ASCII/OUTC22Q4.txt,3,primaryid;caseid;outc_cod,7371244
2022q4,faers_modern,reac,ASCII/REAC22Q4.txt,4,primaryid;caseid;pt;drug_rec_act,60406816
2022q4,faers_modern,rpsr,ASCII/RPSR22Q4.txt,3,primaryid;caseid;rpsr_cod,321159
2022q4,faers_modern,ther,ASCII/THER22Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,26687875
2023q1,faers_modern,demo,ASCII/DEMO23Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,62674187
2023q1,faers_modern,drug,ASCII/DRUG23Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,190802276
2023q1,faers_modern,indi,ASCII/INDI23Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,55846992
2023q1,faers_modern,outc,ASCII/OUTC23Q1.txt,3,primaryid;caseid;outc_cod,6812294
2023q1,faers_modern,reac,ASCII/REAC23Q1.txt,4,primaryid;caseid;pt;drug_rec_act,56015929
2023q1,faers_modern,rpsr,ASCII/RPSR23Q1.txt,3,primaryid;caseid;rpsr_cod,310379
2023q1,faers_modern,ther,ASCII/THER23Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,25142115
2023q2,faers_modern,demo,ASCII/DEMO23Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,60799458
2023q2,faers_modern,drug,ASCII/DRUG23Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,190247364
2023q2,faers_modern,indi,ASCII/INDI23Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,55231210
2023q2,faers_modern,outc,ASCII/OUTC23Q2.txt,3,primaryid;caseid;outc_cod,6686713
2023q2,faers_modern,reac,ASCII/REAC23Q2.txt,4,primaryid;caseid;pt;drug_rec_act,55612217
2023q2,faers_modern,rpsr,ASCII/RPSR23Q2.txt,3,primaryid;caseid;rpsr_cod,319358
2023q2,faers_modern,ther,ASCII/THER23Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,24774206
2023q3,faers_modern,demo,ASCII/DEMO23Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,58702020
2023q3,faers_modern,drug,ASCII/DRUG23Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,178835696
2023q3,faers_modern,indi,ASCII/INDI23Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,50490277
2023q3,faers_modern,outc,ASCII/OUTC23Q3.txt,3,primaryid;caseid;outc_cod,6770933
2023q3,faers_modern,reac,ASCII/REAC23Q3.txt,4,primaryid;caseid;pt;drug_rec_act,51520155
2023q3,faers_modern,rpsr,ASCII/RPSR23Q3.txt,3,primaryid;caseid;rpsr_cod,257676
2023q3,faers_modern,ther,ASCII/THER23Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,21735200
2023q4,faers_modern,demo,ASCII/DEMO23Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,60509503
2023q4,faers_modern,drug,ASCII/DRUG23Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,196015959
2023q4,faers_modern,indi,ASCII/INDI23Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,53070154
2023q4,faers_modern,outc,ASCII/OUTC23Q4.txt,3,primaryid;caseid;outc_cod,7222238
2023q4,faers_modern,reac,ASCII/REAC23Q4.txt,4,primaryid;caseid;pt;drug_rec_act,56431124
2023q4,faers_modern,rpsr,ASCII/RPSR23Q4.txt,3,primaryid;caseid;rpsr_cod,294539
2023q4,faers_modern,ther,ASCII/THER23Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,23127073
2024q1,faers_modern,demo,ASCII/DEMO24Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,60171805
2024q1,faers_modern,drug,ASCII/DRUG24Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,195901139
2024q1,faers_modern,indi,ASCII/INDI24Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,58067345
2024q1,faers_modern,outc,ASCII/OUTC24Q1.txt,3,primaryid;caseid;outc_cod,6500396
2024q1,faers_modern,reac,ASCII/REAC24Q1.txt,4,primaryid;caseid;pt;drug_rec_act,55978904
2024q1,faers_modern,rpsr,ASCII/RPSR24Q1.txt,3,primaryid;caseid;rpsr_cod,276489
2024q1,faers_modern,ther,ASCII/THER24Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,21613154
2024q2,faers_modern,demo,ASCII/DEMO24Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,59086409
2024q2,faers_modern,drug,ASCII/DRUG24Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,192407835
2024q2,faers_modern,indi,ASCII/INDI24Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,56975080
2024q2,faers_modern,outc,ASCII/OUTC24Q2.txt,3,primaryid;caseid;outc_cod,6423328
2024q2,faers_modern,reac,ASCII/REAC24Q2.txt,4,primaryid;caseid;pt;drug_rec_act,54647029
2024q2,faers_modern,rpsr,ASCII/RPSR24Q2.txt,3,primaryid;caseid;rpsr_cod,257023
2024q2,faers_modern,ther,ASCII/THER24Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,19519547
2024q3,faers_modern,demo,ASCII/DEMO24Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,61185356
2024q3,faers_modern,drug,ASCII/DRUG24Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,195345042
2024q3,faers_modern,indi,ASCII/INDI24Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,57296970
2024q3,faers_modern,outc,ASCII/OUTC24Q3.txt,3,primaryid;caseid;outc_cod,6638831
2024q3,faers_modern,reac,ASCII/REAC24Q3.txt,4,primaryid;caseid;pt;drug_rec_act,55644922
2024q3,faers_modern,rpsr,ASCII/RPSR24Q3.txt,3,primaryid;caseid;rpsr_cod,235979
2024q3,faers_modern,ther,ASCII/THER24Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,19822919
2024q4,faers_modern,demo,ASCII/DEMO24Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,62722869
2024q4,faers_modern,drug,ASCII/DRUG24Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,204514132
2024q4,faers_modern,indi,ASCII/INDI24Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,57916319
2024q4,faers_modern,outc,ASCII/OUTC24Q4.txt,3,primaryid;caseid;outc_cod,6806393
2024q4,faers_modern,reac,ASCII/REAC24Q4.txt,4,primaryid;caseid;pt;drug_rec_act,55699569
2024q4,faers_modern,rpsr,ASCII/RPSR24Q4.txt,3,primaryid;caseid;rpsr_cod,259776
2024q4,faers_modern,ther,ASCII/THER24Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,20341781
2025q1,faers_modern,demo,ASCII/DEMO25Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,61709185
2025q1,faers_modern,drug,ASCII/DRUG25Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,202811856
2025q1,faers_modern,indi,ASCII/INDI25Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,57743246
2025q1,faers_modern,outc,ASCII/OUTC25Q1.txt,3,primaryid;caseid;outc_cod,6697990
2025q1,faers_modern,reac,ASCII/REAC25Q1.txt,4,primaryid;caseid;pt;drug_rec_act,54148218
2025q1,faers_modern,rpsr,ASCII/RPSR25Q1.txt,3,primaryid;caseid;rpsr_cod,247367
2025q1,faers_modern,ther,ASCII/THER25Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,18868704
2025q2,faers_modern,demo,ASCII/DEMO25Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,60642139
2025q2,faers_modern,drug,ASCII/DRUG25Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,185067205
2025q2,faers_modern,indi,ASCII/INDI25Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,54219100
2025q2,faers_modern,outc,ASCII/OUTC25Q2.txt,3,primaryid;caseid;outc_cod,6511033
2025q2,faers_modern,reac,ASCII/REAC25Q2.txt,4,primaryid;caseid;pt;drug_rec_act,50822957
2025q2,faers_modern,rpsr,ASCII/RPSR25Q2.txt,3,primaryid;caseid;rpsr_cod,250327
2025q2,faers_modern,ther,ASCII/THER25Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,18789146
2025q3,faers_modern,drug,ASCII/DRUG25Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,213874965
2025q3,faers_modern,indi,ASCII/INDI25Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,62661865
2025q3,faers_modern,reac,ASCII/REAC25Q3.txt,4,primaryid;caseid;pt;drug_rec_act,58038057
2025q3,faers_modern,rpsr,ASCII/RPSR25Q3.txt,3,primaryid;caseid;rpsr_cod,251375
2025q3,faers_modern,demo,ASCII/DEMO25Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,67869394
2025q3,faers_modern,outc,ASCII/OUTC25Q3.txt,3,primaryid;caseid;outc_cod,7559153
2025q3,faers_modern,ther,ASCII/THER25Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,18718859
2025q4,faers_modern,ther,ASCII/THER25Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,16657037
2025q4,faers_modern,reac,ASCII/REAC25Q4.txt,4,primaryid;caseid;pt;drug_rec_act,51214752
2025q4,faers_modern,indi,ASCII/INDI25Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,55992546
