quarter,era,table,member,n_columns,columns,uncompressed_bytes
2014q2,faers_early,reac,ascii/REAC14Q2.txt,3,primaryid;caseid;pt,23870576
2014q2,faers_early,rpsr,ascii/RPSR14Q2.txt,3,primaryid;caseid;rpsr_cod,524741
2014q2,faers_early,ther,ascii/THER14Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,9576541
2014q3,faers_modern,demo,ascii/DEMO14Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,29223851
2014q3,faers_modern,drug,ascii/DRUG14Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,64517885
2014q3,faers_modern,indi,ascii/INDI14Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,18971283
2014q3,faers_modern,outc,ascii/OUTC14Q3.txt,3,primaryid;caseid;outc_cod,3861179
2014q3,faers_modern,reac,ascii/REAC14Q3.txt,4,primaryid;caseid;pt;drug_rec_act,25020495
2014q3,faers_modern,rpsr,ascii/RPSR14Q3.txt,3,primaryid;caseid;rpsr_cod,567643
2014q3,faers_modern,ther,ascii/THER14Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,9744737
2014q4,faers_modern,demo,ascii/DEMO14Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,29202383
2014q4,faers_modern,drug,ascii/DRUG14Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,64136328
2014q4,faers_modern,indi,ascii/INDI14Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,19912567
2014q4,faers_modern,outc,ascii/OUTC14Q4.txt,3,primaryid;caseid;outc_cod,3827909
2014q4,faers_modern,reac,ascii/REAC14Q4.txt,4,primaryid;caseid;pt;drug_rec_act,23844821
2014q4,faers_modern,rpsr,ascii/RPSR14Q4.txt,3,primaryid;caseid;rpsr_cod,545749
2014q4,faers_modern,ther,ascii/THER14Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,9788555
2015q1,faers_modern,demo,ascii/DEMO15Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,45779911
2015q1,faers_modern,drug,ascii/DRUG15Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,101137506
2015q1,faers_modern,indi,ascii/INDI15Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,35020771
2015q1,faers_modern,outc,ascii/OUTC15Q1.txt,3,primaryid;caseid;outc_cod,5451564
2015q1,faers_modern,reac,ascii/REAC15Q1.txt,4,primaryid;caseid;pt;drug_rec_act,32991330
2015q1,faers_modern,rpsr,ascii/RPSR15Q1.txt,3,primaryid;caseid;rpsr_cod,659763
2015q1,faers_modern,ther,ascii/THER15Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,13456453
2015q2,faers_modern,demo,ascii/DEMO15Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,40104744
2015q2,faers_modern,drug,ascii/DRUG15Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,92590225
2015q2,faers_modern,indi,ascii/INDI15Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,30473882
2015q2,faers_modern,outc,ascii/OUTC15Q2.txt,3,primaryid;caseid;outc_cod,4587429
2015q2,faers_modern,reac,ascii/REAC15Q2.txt,4,primaryid;caseid;pt;drug_rec_act,31843625
2015q2,faers_modern,rpsr,ascii/RPSR15Q2.txt,3,primaryid;caseid;rpsr_cod,478824
2015q2,faers_modern,ther,ascii/THER15Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,13377540
2015q3,faers_modern,demo,ascii/DEMO15Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,55000360
2015q3,faers_modern,drug,ascii/DRUG15Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,120594775
2015q3,faers_modern,indi,ascii/INDI15Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,37629710
2015q3,faers_modern,outc,ascii/OUTC15Q3.txt,3,primaryid;caseid;outc_cod,4885726
2015q3,faers_modern,reac,ascii/REAC15Q3.txt,4,primaryid;caseid;pt;drug_rec_act,42333511
2015q3,faers_modern,rpsr,ascii/RPSR15Q3.txt,3,primaryid;caseid;rpsr_cod,281523
2015q3,faers_modern,ther,ascii/THER15Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,17617114
2015q4,faers_modern,demo,ascii/DEMO15Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,44658563
2015q4,faers_modern,drug,ascii/DRUG15Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,100105690
2015q4,faers_modern,indi,ascii/INDI15Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,33564753
2015q4,faers_modern,outc,ascii/OUTC15Q4.txt,3,primaryid;caseid;outc_cod,4703944
2015q4,faers_modern,reac,ascii/REAC15Q4.txt,4,primaryid;caseid;pt;drug_rec_act,36309065
2015q4,faers_modern,rpsr,ascii/RPSR15Q4.txt,3,primaryid;caseid;rpsr_cod,131812
2015q4,faers_modern,ther,ascii/THER15Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,14444834
2016q1,faers_modern,demo,ascii/DEMO16Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,51731887
2016q1,faers_modern,drug,ascii/DRUG16Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,113025345
2016q1,faers_modern,indi,ascii/INDI16Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,41650173
2016q1,faers_modern,outc,ascii/OUTC16Q1.txt,3,primaryid;caseid;outc_cod,4825800
2016q1,faers_modern,reac,ascii/REAC16Q1.txt,4,primaryid;caseid;pt;drug_rec_act,38243135
2016q1,faers_modern,rpsr,ascii/RPSR16Q1.txt,3,primaryid;caseid;rpsr_cod,149803
2016q1,faers_modern,ther,ascii/THER16Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,16512504
2016q2,faers_modern,demo,ascii/DEMO16Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,43420538
2016q2,faers_modern,drug,ascii/DRUG16Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,106079656
2016q2,faers_modern,indi,ascii/INDI16Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,38337775
2016q2,faers_modern,outc,ascii/OUTC16Q2.txt,3,primaryid;caseid;outc_cod,5024608
2016q2,faers_modern,reac,ascii/REAC16Q2.txt,4,primaryid;caseid;pt;drug_rec_act,34559003
2016q2,faers_modern,rpsr,ascii/RPSR16Q2.txt,3,primaryid;caseid;rpsr_cod,217372
2016q2,faers_modern,ther,ascii/THER16Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,16794717
2016q3,faers_modern,demo,ascii/DEMO16Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,43349590
2016q3,faers_modern,drug,ascii/DRUG16Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,115812366
2016q3,faers_modern,indi,ascii/INDI16Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,39089739
2016q3,faers_modern,outc,ascii/OUTC16Q3.txt,3,primaryid;caseid;outc_cod,5083287
2016q3,faers_modern,reac,ascii/REAC16Q3.txt,4,primaryid;caseid;pt;drug_rec_act,35443308
2016q3,faers_modern,rpsr,ascii/RPSR16Q3.txt,3,primaryid;caseid;rpsr_cod,169403
2016q3,faers_modern,ther,ascii/THER16Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,17529546
2016q4,faers_modern,demo,ascii/DEMO16Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,43079991
2016q4,faers_modern,drug,ascii/DRUG16Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,107439837
2016q4,faers_modern,indi,ascii/INDI16Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,35904121
2016q4,faers_modern,outc,ascii/OUTC16Q4.txt,3,primaryid;caseid;outc_cod,5066783
2016q4,faers_modern,reac,ascii/REAC16Q4.txt,4,primaryid;caseid;pt;drug_rec_act,34647274
2016q4,faers_modern,rpsr,ascii/RPSR16Q4.txt,3,primaryid;caseid;rpsr_cod,253606
2016q4,faers_modern,ther,ascii/THER16Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,15677077
2017q1,faers_modern,demo,ascii/DEMO17Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,49464395
2017q1,faers_modern,drug,ascii/DRUG17Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,116443062
2017q1,faers_modern,indi,ascii/INDI17Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,41219170
2017q1,faers_modern,outc,ascii/OUTC17Q1.txt,3,primaryid;caseid;outc_cod,5569260
2017q1,faers_modern,reac,ascii/REAC17Q1.txt,4,primaryid;caseid;pt;drug_rec_act,39282240
2017q1,faers_modern,rpsr,ascii/RPSR17Q1.txt,3,primaryid;caseid;rpsr_cod,312748
2017q1,faers_modern,ther,ascii/THER17Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,16479707
2017q2,faers_modern,demo,ascii/DEMO17Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,47374150
2017q2,faers_modern,drug,ascii/DRUG17Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,111617470
2017q2,faers_modern,indi,ascii/INDI17Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,39097415
2017q2,faers_modern,outc,ascii/OUTC17Q2.txt,3,primaryid;caseid;outc_cod,5335483
2017q2,faers_modern,reac,ascii/REAC17Q2.txt,4,primaryid;caseid;pt;drug_rec_act,37578304
2017q2,faers_modern,rpsr,ascii/RPSR17Q2.txt,3,primaryid;caseid;rpsr_cod,366653
2017q2,faers_modern,ther,ascii/THER17Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,16490019
2017q3,faers_modern,demo,ascii/DEMO17Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,49289468
2017q3,faers_modern,drug,ascii/DRUG17Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,114550683
2017q3,faers_modern,indi,ascii/INDI17Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,40449202
2017q3,faers_modern,outc,ascii/OUTC17Q3.txt,3,primaryid;caseid;outc_cod,5372967
2017q3,faers_modern,reac,ascii/REAC17Q3.txt,4,primaryid;caseid;pt;drug_rec_act,38871763
2017q3,faers_modern,rpsr,ascii/RPSR17Q3.txt,3,primaryid;caseid;rpsr_cod,359787
2017q3,faers_modern,ther,ascii/THER17Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,16060904
2017q4,faers_modern,demo,ascii/DEMO17Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,46032157
2017q4,faers_modern,drug,ascii/DRUG17Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,112585653
2017q4,faers_modern,indi,ascii/INDI17Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,39994048
2017q4,faers_modern,outc,ascii/OUTC17Q4.txt,3,primaryid;caseid;outc_cod,5347855
2017q4,faers_modern,reac,ascii/REAC17Q4.txt,4,primaryid;caseid;pt;drug_rec_act,35644918
2017q4,faers_modern,rpsr,ascii/RPSR17Q4.txt,3,primaryid;caseid;rpsr_cod,341704
2017q4,faers_modern,ther,ascii/THER17Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,15651932
2018q1,faers_modern,demo,ascii/DEMO18Q1_new.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,57295695
2018q1,faers_modern,drug,ascii/DRUG18Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,159629633
2018q1,faers_modern,indi,ascii/INDI18Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,54427575
2018q1,faers_modern,outc,ascii/OUTC18Q1.txt,3,primaryid;caseid;outc_cod,6571067
2018q1,faers_modern,reac,ascii/REAC18Q1.txt,4,primaryid;caseid;pt;drug_rec_act,44808946
2018q1,faers_modern,rpsr,ascii/RPSR18Q1.txt,3,primaryid;caseid;rpsr_cod,432115
2018q1,faers_modern,ther,ascii/THER18Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,19561557
2018q2,faers_modern,demo,ascii/DEMO18Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,63993619
2018q2,faers_modern,drug,ascii/DRUG18Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,190826251
2018q2,faers_modern,indi,ascii/INDI18Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,63605187
2018q2,faers_modern,outc,ascii/OUTC18Q2.txt,3,primaryid;caseid;outc_cod,7635332
2018q2,faers_modern,reac,ascii/REAC18Q2.txt,4,primaryid;caseid;pt;drug_rec_act,52893030
2018q2,faers_modern,rpsr,ascii/RPSR18Q2.txt,3,primaryid;caseid;rpsr_cod,367986
2018q2,faers_modern,ther,ascii/THER18Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,25152029
2018q3,faers_modern,demo,ascii/DEMO18Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,58475712
2018q3,faers_modern,drug,ascii/DRUG18Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,157448825
2018q3,faers_modern,indi,ascii/INDI18Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,53827184
2018q3,faers_modern,outc,ascii/OUTC18Q3.txt,3,primaryid;caseid;outc_cod,6804689
2018q3,faers_modern,reac,ascii/REAC18Q3.txt,4,primaryid;caseid;pt;drug_rec_act,50596262
2018q3,faers_modern,rpsr,ascii/RPSR18Q3.txt,3,primaryid;caseid;rpsr_cod,552117
2018q3,faers_modern,ther,ascii/THER18Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,24247551
2018q4,faers_modern,demo,ascii/DEMO18Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,55838338
2018q4,faers_modern,drug,ascii/DRUG18Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,146238557
2018q4,faers_modern,indi,ascii/INDI18Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,51103284
2018q4,faers_modern,outc,ascii/OUTC18Q4.txt,3,primaryid;caseid;outc_cod,6880092
2018q4,faers_modern,reac,ascii/REAC18Q4.txt,4,primaryid;caseid;pt;drug_rec_act,47997733
2018q4,faers_modern,rpsr,ascii/RPSR18Q4.txt,3,primaryid;caseid;rpsr_cod,488657
2018q4,faers_modern,ther,ascii/THER18Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,22509621
2019q1,faers_modern,demo,ascii/DEMO19Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,59283294
2019q1,faers_modern,drug,ascii/DRUG19Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,155426092
2019q1,faers_modern,indi,ascii/INDI19Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,53261820
2019q1,faers_modern,outc,ascii/OUTC19Q1.txt,3,primaryid;caseid;outc_cod,7146318
2019q1,faers_modern,reac,ascii/REAC19Q1.txt,4,primaryid;caseid;pt;drug_rec_act,50031710
2019q1,faers_modern,rpsr,ascii/RPSR19Q1.txt,3,primaryid;caseid;rpsr_cod,371328
2019q1,faers_modern,ther,ascii/THER19Q1.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,22742159
2019q2,faers_modern,demo,ascii/DEMO19Q2.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,61260566
2019q2,faers_modern,drug,ascii/DRUG19Q2.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,176451390
2019q2,faers_modern,indi,ascii/INDI19Q2.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,58363413
2019q2,faers_modern,outc,ascii/OUTC19Q2.txt,3,primaryid;caseid;outc_cod,7472059
2019q2,faers_modern,reac,ascii/REAC19Q2.txt,4,primaryid;caseid;pt;drug_rec_act,53853445
2019q2,faers_modern,rpsr,ascii/RPSR19Q2.txt,3,primaryid;caseid;rpsr_cod,547394
2019q2,faers_modern,ther,ascii/THER19Q2.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,27259101
2019q3,faers_modern,demo,ascii/DEMO19Q3.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,63445050
2019q3,faers_modern,drug,ascii/DRUG19Q3.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,191614704
2019q3,faers_modern,indi,ascii/INDI19Q3.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,64170554
2019q3,faers_modern,outc,ascii/OUTC19Q3.txt,3,primaryid;caseid;outc_cod,7450926
2019q3,faers_modern,reac,ascii/REAC19Q3.txt,4,primaryid;caseid;pt;drug_rec_act,57519283
2019q3,faers_modern,rpsr,ascii/RPSR19Q3.txt,3,primaryid;caseid;rpsr_cod,478302
2019q3,faers_modern,ther,ascii/THER19Q3.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,28568023
2019q4,faers_modern,demo,ascii/DEMO19Q4.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,58845064
2019q4,faers_modern,drug,ascii/DRUG19Q4.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,162044576
2019q4,faers_modern,indi,ascii/INDI19Q4.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,55568709
2019q4,faers_modern,outc,ascii/OUTC19Q4.txt,3,primaryid;caseid;outc_cod,7399596
2019q4,faers_modern,reac,ascii/REAC19Q4.txt,4,primaryid;caseid;pt;drug_rec_act,52135431
2019q4,faers_modern,rpsr,ascii/RPSR19Q4.txt,3,primaryid;caseid;rpsr_cod,551936
2019q4,faers_modern,ther,ascii/THER19Q4.txt,7,primaryid;caseid;dsg_drug_seq;start_dt;end_dt;dur;dur_cod,23377144
2020q1,faers_modern,demo,ASCII/DEMO20Q1.txt,25,primaryid;caseid;caseversion;i_f_code;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country,64959194
2020q1,faers_modern,drug,ASCII/DRUG20Q1.txt,20,primaryid;caseid;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq,185705675
2020q1,faers_modern,indi,ASCII/INDI20Q1.txt,4,primaryid;caseid;indi_drug_seq;indi_pt,63525140
