quarter,era,table,member,output,output_bytes,rows_raw,rows_parsed,rows_skipped,id_nulls,decode_errors,rows_with_trailing_field,surplus_values,n_columns,columns
2004q1,laers,demo,ascii/DEMO04Q1.TXT,data/interim/parquet/demo/demo_2004q1.parquet,1517826,65902,65902,0,7,0,65902,0,22,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid
2004q2,laers,demo,ascii/DEMO04Q2.TXT,data/interim/parquet/demo/demo_2004q2.parquet,1394122,60162,60162,0,0,0,60162,0,22,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid
2004q3,laers,demo,ascii/DEMO04Q3.TXT,data/interim/parquet/demo/demo_2004q3.parquet,1718667,75321,75321,0,0,0,75321,0,22,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid
2004q4,laers,demo,ascii/DEMO04Q4.TXT,data/interim/parquet/demo/demo_2004q4.parquet,1617890,70632,70632,0,0,0,70632,0,22,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid
2005q1,laers,demo,ascii/DEMO05Q1.TXT,data/interim/parquet/demo/demo_2005q1.parquet,1749283,75918,75918,0,0,0,75918,0,22,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid
2005q2,laers,demo,ascii/DEMO05Q2.TXT,data/interim/parquet/demo/demo_2005q2.parquet,1861932,80524,80524,0,0,0,80524,0,22,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid
2005q3,laers,demo,ascii/DEMO05Q3.TXT,data/interim/parquet/demo/demo_2005q3.parquet,1885301,81188,81188,0,0,0,81188,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2005q4,laers,demo,ascii/DEMO05Q4.TXT,data/interim/parquet/demo/demo_2005q4.parquet,2007833,88342,88342,0,0,0,88342,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2006q1,laers,demo,ascii/DEMO06Q1.TXT,data/interim/parquet/demo/demo_2006q1.parquet,2059010,89343,89343,0,0,0,89343,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2006q2,laers,demo,ascii/DEMO06Q2.TXT,data/interim/parquet/demo/demo_2006q2.parquet,1893594,79449,79449,0,0,0,79449,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2006q3,laers,demo,ascii/DEMO06Q3.TXT,data/interim/parquet/demo/demo_2006q3.parquet,1694003,71595,71595,0,0,0,71595,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2006q4,laers,demo,ascii/DEMO06Q4.TXT,data/interim/parquet/demo/demo_2006q4.parquet,1860305,83102,83102,0,0,0,83102,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2007q1,laers,demo,ascii/DEMO07Q1.TXT,data/interim/parquet/demo/demo_2007q1.parquet,2044207,88622,88622,0,0,0,88622,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2007q2,laers,demo,ascii/DEMO07Q2.TXT,data/interim/parquet/demo/demo_2007q2.parquet,1964506,83723,83723,0,0,0,83723,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2007q3,laers,demo,ascii/DEMO07Q3.TXT,data/interim/parquet/demo/demo_2007q3.parquet,2103122,95813,95813,0,0,0,95813,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2007q4,laers,demo,ascii/DEMO07Q4.TXT,data/interim/parquet/demo/demo_2007q4.parquet,2348148,109615,109615,0,0,0,109615,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2008q1,laers,demo,ascii/DEMO08Q1.TXT,data/interim/parquet/demo/demo_2008q1.parquet,2315397,104042,104042,0,0,0,104042,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2008q2,laers,demo,ascii/DEMO08Q2.TXT,data/interim/parquet/demo/demo_2008q2.parquet,2383874,107095,107095,0,0,0,107095,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2008q3,laers,demo,ascii/DEMO08Q3.TXT,data/interim/parquet/demo/demo_2008q3.parquet,2415825,108039,108039,0,0,0,108039,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2008q4,laers,demo,ascii/DEMO08Q4.TXT,data/interim/parquet/demo/demo_2008q4.parquet,2614742,120643,120643,0,0,0,120643,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2009q1,laers,demo,ascii/DEMO09Q1.TXT,data/interim/parquet/demo/demo_2009q1.parquet,2458983,110971,110971,0,0,0,110971,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2009q2,laers,demo,ascii/DEMO09Q2.TXT,data/interim/parquet/demo/demo_2009q2.parquet,2510118,112029,112029,0,0,0,112029,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2009q3,laers,demo,ascii/DEMO09Q3.TXT,data/interim/parquet/demo/demo_2009q3.parquet,2822558,129685,129685,0,0,0,129685,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2009q4,laers,demo,ascii/DEMO09Q4.TXT,data/interim/parquet/demo/demo_2009q4.parquet,2964352,137312,137312,0,0,0,137312,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2010q1,laers,demo,ascii/DEMO10Q1.TXT,data/interim/parquet/demo/demo_2010q1.parquet,2908155,135784,135784,0,0,0,135784,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2010q2,laers,demo,ascii/DEMO10Q2.TXT,data/interim/parquet/demo/demo_2010q2.parquet,3043567,143995,143995,0,0,0,143995,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2010q3,laers,demo,ascii/DEMO10Q3.TXT,data/interim/parquet/demo/demo_2010q3.parquet,3951016,208936,208936,0,0,0,208936,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2010q4,laers,demo,ascii/DEMO10Q4.TXT,data/interim/parquet/demo/demo_2010q4.parquet,3592098,183204,183204,0,0,0,183204,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2011q1,laers,demo,ascii/DEMO11Q1.TXT,data/interim/parquet/demo/demo_2011q1.parquet,3672597,180886,180886,0,0,0,180886,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2011q2,laers,demo,ascii/DEMO11Q2.TXT,data/interim/parquet/demo/demo_2011q2.parquet,3904755,194130,194130,0,0,0,194130,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2011q3,laers,demo,ascii/DEMO11Q3.TXT,data/interim/parquet/demo/demo_2011q3.parquet,3939736,198575,198575,0,0,0,198575,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2011q4,laers,demo,ascii/DEMO11Q4.TXT,data/interim/parquet/demo/demo_2011q4.parquet,4009840,208489,208489,0,0,0,208489,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2012q1,laers,demo,ascii/DEMO12Q1.TXT,data/interim/parquet/demo/demo_2012q1.parquet,4424291,231737,231737,0,0,0,231737,1,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2012q2,laers,demo,ascii/DEMO12Q2.TXT,data/interim/parquet/demo/demo_2012q2.parquet,4377947,225195,225195,0,0,0,225195,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2012q3,laers,demo,ascii/DEMO12Q3.TXT,data/interim/parquet/demo/demo_2012q3.parquet,2896336,136203,136203,0,0,0,136203,0,23,report_id;case_id;i_f_cod;foll_seq;image;event_dt;mfr_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;occp_cod;death_dt;to_mfr;confid;reporter_country
2012q4,faers_early,demo,ascii/demo12q4.txt,data/interim/parquet/demo/demo_2012q4.parquet,4320407,238388,238388,0,0,0,238388,0,22,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2013q1,faers_early,demo,ascii/DEMO13Q1.txt,data/interim/parquet/demo/demo_2013q1.parquet,4040269,223016,223016,0,0,0,223016,0,22,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2013q2,faers_early,demo,ascii/DEMO13Q2.txt,data/interim/parquet/demo/demo_2013q2.parquet,3363411,171764,171764,0,0,0,171764,0,22,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2013q3,faers_early,demo,ASCII/DEMO13Q3.txt,data/interim/parquet/demo/demo_2013q3.parquet,3483477,185569,185569,0,0,0,185569,0,22,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2013q4,faers_early,demo,ascii/DEMO13Q4.txt,data/interim/parquet/demo/demo_2013q4.parquet,4047855,232247,232247,0,0,0,232247,0,22,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2014q1,faers_early,demo,ascii/DEMO14Q1.txt,data/interim/parquet/demo/demo_2014q1.parquet,4427042,260057,260057,0,0,0,260057,0,22,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2014q2,faers_early,demo,ascii/DEMO14Q2.txt,data/interim/parquet/demo/demo_2014q2.parquet,3887391,223845,223845,0,0,0,223845,0,22,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;mfr_num;mfr_sndr;age;age_cod;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2014q3,faers_modern,demo,ascii/DEMO14Q3.txt,data/interim/parquet/demo/demo_2014q3.parquet,4498779,211308,211308,0,0,0,211308,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2014q4,faers_modern,demo,ascii/DEMO14Q4.txt,data/interim/parquet/demo/demo_2014q4.parquet,4475071,207964,207964,0,0,0,207964,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2015q1,faers_modern,demo,ascii/DEMO15Q1.txt,data/interim/parquet/demo/demo_2015q1.parquet,5939298,317071,317071,0,0,0,317071,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2015q2,faers_modern,demo,ascii/DEMO15Q2.txt,data/interim/parquet/demo/demo_2015q2.parquet,6009526,289270,289270,0,0,0,289270,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2015q3,faers_modern,demo,ascii/DEMO15Q3.txt,data/interim/parquet/demo/demo_2015q3.parquet,7153631,398860,398860,0,0,0,398860,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2015q4,faers_modern,demo,ascii/DEMO15Q4.txt,data/interim/parquet/demo/demo_2015q4.parquet,6430320,314704,314704,0,0,0,314704,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2016q1,faers_modern,demo,ascii/DEMO16Q1.txt,data/interim/parquet/demo/demo_2016q1.parquet,6938490,365682,365682,0,0,0,365682,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2016q2,faers_modern,demo,ascii/DEMO16Q2.txt,data/interim/parquet/demo/demo_2016q2.parquet,6526819,316056,316056,0,0,0,316056,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2016q3,faers_modern,demo,ascii/DEMO16Q3.txt,data/interim/parquet/demo/demo_2016q3.parquet,6512738,313613,313613,0,0,0,313613,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2016q4,faers_modern,demo,ascii/DEMO16Q4.txt,data/interim/parquet/demo/demo_2016q4.parquet,6499798,309534,309534,0,0,0,309534,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2017q1,faers_modern,demo,ascii/DEMO17Q1.txt,data/interim/parquet/demo/demo_2017q1.parquet,7257711,352913,352913,0,0,0,352913,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2017q2,faers_modern,demo,ascii/DEMO17Q2.txt,data/interim/parquet/demo/demo_2017q2.parquet,7098134,337398,337398,0,0,0,337398,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2017q3,faers_modern,demo,ascii/DEMO17Q3.txt,data/interim/parquet/demo/demo_2017q3.parquet,7436504,351388,351388,0,0,0,351388,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2017q4,faers_modern,demo,ascii/DEMO17Q4.txt,data/interim/parquet/demo/demo_2017q4.parquet,7078969,327848,327848,0,0,0,327848,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2018q1,faers_modern,demo,ascii/DEMO18Q1_new.txt,data/interim/parquet/demo/demo_2018q1.parquet,8241551,412702,412702,0,0,0,412702,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2018q2,faers_modern,demo,ascii/DEMO18Q2.txt,data/interim/parquet/demo/demo_2018q2.parquet,9285235,457169,457169,0,0,0,457169,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2018q3,faers_modern,demo,ascii/DEMO18Q3.txt,data/interim/parquet/demo/demo_2018q3.parquet,8694358,420915,420915,0,0,0,420915,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2018q4,faers_modern,demo,ascii/DEMO18Q4.txt,data/interim/parquet/demo/demo_2018q4.parquet,8652227,394066,394066,0,0,0,394066,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2019q1,faers_modern,demo,ascii/DEMO19Q1.txt,data/interim/parquet/demo/demo_2019q1.parquet,8707696,413734,413734,0,0,0,413734,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2019q2,faers_modern,demo,ascii/DEMO19Q2.txt,data/interim/parquet/demo/demo_2019q2.parquet,9142240,441108,441108,0,0,0,441108,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2019q3,faers_modern,demo,ascii/DEMO19Q3.txt,data/interim/parquet/demo/demo_2019q3.parquet,9363056,452873,452873,0,0,0,452873,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2019q4,faers_modern,demo,ascii/DEMO19Q4.txt,data/interim/parquet/demo/demo_2019q4.parquet,9073788,419581,419581,0,0,0,419581,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2020q1,faers_modern,demo,ASCII/DEMO20Q1.txt,data/interim/parquet/demo/demo_2020q1.parquet,9587708,460327,460327,0,0,0,460327,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2020q2,faers_modern,demo,ASCII/DEMO20Q2.txt,data/interim/parquet/demo/demo_2020q2.parquet,8784450,429227,429227,0,0,0,429227,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2020q3,faers_modern,demo,ASCII/DEMO20Q3.txt,data/interim/parquet/demo/demo_2020q3.parquet,9324957,431667,431667,0,0,0,431667,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2020q4,faers_modern,demo,ASCII/DEMO20Q4.txt,data/interim/parquet/demo/demo_2020q4.parquet,9523414,436148,436148,0,0,0,436148,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2021q1,faers_modern,demo,ASCII/DEMO21Q1.txt,data/interim/parquet/demo/demo_2021q1.parquet,9750603,463741,463741,0,0,0,463741,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
