quarter,era,table,member,output,output_bytes,rows_raw,rows_parsed,rows_skipped,id_nulls,decode_errors,rows_with_trailing_field,surplus_values,n_columns,columns
2019q3,faers_modern,rpsr,ascii/RPSR19Q3.txt,data/interim/parquet/rpsr/rpsr_2019q3.parquet,137773,20652,20652,0,0,0,20652,0,3,report_id;case_id;rpsr_cod
2019q4,faers_modern,rpsr,ascii/RPSR19Q4.txt,data/interim/parquet/rpsr/rpsr_2019q4.parquet,158748,23774,23774,0,0,0,23774,0,3,report_id;case_id;rpsr_cod
2020q1,faers_modern,rpsr,ASCII/RPSR20Q1.txt,data/interim/parquet/rpsr/rpsr_2020q1.parquet,101410,15492,15492,0,0,0,15492,0,3,report_id;case_id;rpsr_cod
2020q2,faers_modern,rpsr,ASCII/RPSR20Q2.txt,data/interim/parquet/rpsr/rpsr_2020q2.parquet,86164,13094,13094,0,0,0,13094,0,3,report_id;case_id;rpsr_cod
2020q3,faers_modern,rpsr,ASCII/RPSR20Q3.txt,data/interim/parquet/rpsr/rpsr_2020q3.parquet,121478,17281,17281,0,0,0,17281,0,3,report_id;case_id;rpsr_cod
2020q4,faers_modern,rpsr,ASCII/RPSR20Q4.txt,data/interim/parquet/rpsr/rpsr_2020q4.parquet,93299,14477,14477,0,0,0,14477,0,3,report_id;case_id;rpsr_cod
2021q1,faers_modern,rpsr,ASCII/RPSR21Q1.txt,data/interim/parquet/rpsr/rpsr_2021q1.parquet,91434,14046,14046,0,0,0,14046,0,3,report_id;case_id;rpsr_cod
2021q2,faers_modern,rpsr,ASCII/RPSR21Q2.txt,data/interim/parquet/rpsr/rpsr_2021q2.parquet,85874,13123,13123,0,0,0,13123,0,3,report_id;case_id;rpsr_cod
2021q3,faers_modern,rpsr,ASCII/RPSR21Q3.txt,data/interim/parquet/rpsr/rpsr_2021q3.parquet,112965,16855,16855,0,0,0,16855,0,3,report_id;case_id;rpsr_cod
2021q4,faers_modern,rpsr,ASCII/RPSR21Q4.txt,data/interim/parquet/rpsr/rpsr_2021q4.parquet,33068,4936,4936,0,0,0,4936,0,3,report_id;case_id;rpsr_cod
2022q1,faers_modern,rpsr,ASCII/RPSR22Q1.txt,data/interim/parquet/rpsr/rpsr_2022q1.parquet,85854,13091,13091,0,0,0,13091,0,3,report_id;case_id;rpsr_cod
2022q2,faers_modern,rpsr,ASCII/RPSR22Q2.txt,data/interim/parquet/rpsr/rpsr_2022q2.parquet,90627,13867,13867,0,0,0,13867,0,3,report_id;case_id;rpsr_cod
2022q3,faers_modern,rpsr,ASCII/RPSR22Q3.txt,data/interim/parquet/rpsr/rpsr_2022q3.parquet,95716,14727,14727,0,0,0,14727,0,3,report_id;case_id;rpsr_cod
2022q4,faers_modern,rpsr,ASCII/RPSR22Q4.txt,data/interim/parquet/rpsr/rpsr_2022q4.parquet,93688,14398,14398,0,0,0,14398,0,3,report_id;case_id;rpsr_cod
2023q1,faers_modern,rpsr,ASCII/RPSR23Q1.txt,data/interim/parquet/rpsr/rpsr_2023q1.parquet,90030,13851,13851,0,0,0,13851,0,3,report_id;case_id;rpsr_cod
2023q2,faers_modern,rpsr,ASCII/RPSR23Q2.txt,data/interim/parquet/rpsr/rpsr_2023q2.parquet,91158,13884,13884,0,0,0,13884,0,3,report_id;case_id;rpsr_cod
2023q3,faers_modern,rpsr,ASCII/RPSR23Q3.txt,data/interim/parquet/rpsr/rpsr_2023q3.parquet,75909,11524,11524,0,0,0,11524,0,3,report_id;case_id;rpsr_cod
2023q4,faers_modern,rpsr,ASCII/RPSR23Q4.txt,data/interim/parquet/rpsr/rpsr_2023q4.parquet,85191,13238,13238,0,0,0,13238,0,3,report_id;case_id;rpsr_cod
2024q1,faers_modern,rpsr,ASCII/RPSR24Q1.txt,data/interim/parquet/rpsr/rpsr_2024q1.parquet,80030,12381,12381,0,0,0,12381,0,3,report_id;case_id;rpsr_cod
2024q2,faers_modern,rpsr,ASCII/RPSR24Q2.txt,data/interim/parquet/rpsr/rpsr_2024q2.parquet,75474,11517,11517,0,0,0,11517,0,3,report_id;case_id;rpsr_cod
2024q3,faers_modern,rpsr,ASCII/RPSR24Q3.txt,data/interim/parquet/rpsr/rpsr_2024q3.parquet,67382,10087,10087,0,0,0,10087,0,3,report_id;case_id;rpsr_cod
2024q4,faers_modern,rpsr,ASCII/RPSR24Q4.txt,data/interim/parquet/rpsr/rpsr_2024q4.parquet,75782,11627,11627,0,0,0,11627,0,3,report_id;case_id;rpsr_cod
2025q1,faers_modern,rpsr,ASCII/RPSR25Q1.txt,data/interim/parquet/rpsr/rpsr_2025q1.parquet,72227,11033,11033,0,0,0,11033,0,3,report_id;case_id;rpsr_cod
2025q2,faers_modern,rpsr,ASCII/RPSR25Q2.txt,data/interim/parquet/rpsr/rpsr_2025q2.parquet,73004,11105,11105,0,0,0,11105,0,3,report_id;case_id;rpsr_cod
2025q3,faers_modern,rpsr,ASCII/RPSR25Q3.txt,data/interim/parquet/rpsr/rpsr_2025q3.parquet,72229,11107,11107,0,0,0,11107,0,3,report_id;case_id;rpsr_cod
2025q4,faers_modern,rpsr,ASCII/RPSR25Q4.txt,data/interim/parquet/rpsr/rpsr_2025q4.parquet,69210,10694,10694,0,0,0,10694,0,3,report_id;case_id;rpsr_cod
2026q1,faers_modern,rpsr,ASCII/RPSR26Q1.txt,data/interim/parquet/rpsr/rpsr_2026q1.parquet,73467,11426,11426,0,0,0,11426,0,3,report_id;case_id;rpsr_cod
2026q2,faers_modern,rpsr,ASCII/RPSR26Q2.txt,data/interim/parquet/rpsr/rpsr_2026q2.parquet,73746,11295,11295,0,0,0,11295,0,3,report_id;case_id;rpsr_cod
2004q1,laers,ther,ascii/THER04Q1.TXT,data/interim/parquet/ther/ther_2004q1.parquet,803024,84964,84964,0,0,0,84964,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2004q2,laers,ther,ascii/THER04Q2.TXT,data/interim/parquet/ther/ther_2004q2.parquet,776370,81508,81508,0,0,0,81508,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2004q3,laers,ther,ascii/THER04Q3.TXT,data/interim/parquet/ther/ther_2004q3.parquet,868808,94841,94841,0,0,0,94841,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2004q4,laers,ther,ascii/THER04Q4.TXT,data/interim/parquet/ther/ther_2004q4.parquet,874579,93008,93008,0,0,0,93008,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2005q1,laers,ther,ascii/THER05Q1.TXT,data/interim/parquet/ther/ther_2005q1.parquet,913047,97988,97988,0,0,0,97988,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2005q2,laers,ther,ascii/THER05Q2.TXT,data/interim/parquet/ther/ther_2005q2.parquet,1012720,112041,112041,0,0,0,112041,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2005q3,laers,ther,ascii/THER05Q3.TXT,data/interim/parquet/ther/ther_2005q3.parquet,1009157,116424,116424,0,0,0,116424,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2005q4,laers,ther,ascii/THER05Q4.TXT,data/interim/parquet/ther/ther_2005q4.parquet,1007837,112825,112825,0,0,0,112825,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2006q1,laers,ther,ascii/THER06Q1.TXT,data/interim/parquet/ther/ther_2006q1.parquet,1114242,128926,128926,0,0,0,128926,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2006q2,laers,ther,ascii/THER06Q2.TXT,data/interim/parquet/ther/ther_2006q2.parquet,1039184,119161,119161,0,0,0,119161,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2006q3,laers,ther,ascii/THER06Q3.TXT,data/interim/parquet/ther/ther_2006q3.parquet,922271,103019,103019,0,0,0,103019,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2006q4,laers,ther,ascii/THER06Q4.TXT,data/interim/parquet/ther/ther_2006q4.parquet,983726,115366,115366,0,0,0,115366,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2007q1,laers,ther,ascii/THER07Q1.TXT,data/interim/parquet/ther/ther_2007q1.parquet,1022378,120625,120625,0,0,0,120625,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2007q2,laers,ther,ascii/THER07Q2.TXT,data/interim/parquet/ther/ther_2007q2.parquet,1015847,121886,121886,0,0,0,121886,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2007q3,laers,ther,ascii/THER07Q3.TXT,data/interim/parquet/ther/ther_2007q3.parquet,1066089,127979,127979,0,0,0,127979,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2007q4,laers,ther,ascii/THER07Q4.TXT,data/interim/parquet/ther/ther_2007q4.parquet,1224905,153765,153765,0,0,0,153765,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2008q1,laers,ther,ascii/THER08Q1.TXT,data/interim/parquet/ther/ther_2008q1.parquet,1186500,149881,149881,0,0,0,149881,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2008q2,laers,ther,ascii/THER08Q2.TXT,data/interim/parquet/ther/ther_2008q2.parquet,1228880,155462,155462,0,0,0,155462,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2008q3,laers,ther,ascii/THER08Q3.TXT,data/interim/parquet/ther/ther_2008q3.parquet,1274864,162485,162485,0,0,0,162485,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2008q4,laers,ther,ascii/THER08Q4.TXT,data/interim/parquet/ther/ther_2008q4.parquet,1383642,175732,175732,0,0,0,175732,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2009q1,laers,ther,ascii/THER09Q1.TXT,data/interim/parquet/ther/ther_2009q1.parquet,1273117,161364,161364,0,0,0,161364,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2009q2,laers,ther,ascii/THER09Q2.TXT,data/interim/parquet/ther/ther_2009q2.parquet,1471187,199954,199954,0,0,0,199954,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2009q3,laers,ther,ascii/THER09Q3.TXT,data/interim/parquet/ther/ther_2009q3.parquet,1637893,219841,219841,0,0,0,219841,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2009q4,laers,ther,ascii/THER09Q4.TXT,data/interim/parquet/ther/ther_2009q4.parquet,1635130,215121,215121,0,0,0,215121,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2010q1,laers,ther,ascii/THER10Q1.TXT,data/interim/parquet/ther/ther_2010q1.parquet,1601299,211673,211673,0,0,0,211673,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2010q2,laers,ther,ascii/THER10Q2.TXT,data/interim/parquet/ther/ther_2010q2.parquet,1796115,239932,239932,0,0,0,239932,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2010q3,laers,ther,ascii/THER10Q3.TXT,data/interim/parquet/ther/ther_2010q3.parquet,2247037,300909,300909,0,0,0,300909,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2010q4,laers,ther,ascii/THER10Q4.TXT,data/interim/parquet/ther/ther_2010q4.parquet,1976635,263518,263518,0,0,0,263518,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2011q1,laers,ther,ascii/THER11Q1.TXT,data/interim/parquet/ther/ther_2011q1.parquet,2376422,286050,286050,0,0,0,286050,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2011q2,laers,ther,ascii/THER11Q2.TXT,data/interim/parquet/ther/ther_2011q2.parquet,2722172,332487,332487,0,0,0,332487,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2011q3,laers,ther,ascii/THER11Q3.TXT,data/interim/parquet/ther/ther_2011q3.parquet,2690502,330605,330605,0,0,0,330605,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2011q4,laers,ther,ascii/THER11Q4.TXT,data/interim/parquet/ther/ther_2011q4.parquet,2586590,321898,321898,0,0,0,321898,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2012q1,laers,ther,ascii/THER12Q1.TXT,data/interim/parquet/ther/ther_2012q1.parquet,2794092,351431,351431,0,0,0,351431,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2012q2,laers,ther,ascii/THER12Q2.TXT,data/interim/parquet/ther/ther_2012q2.parquet,2747062,347668,347668,0,0,0,347668,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2012q3,laers,ther,ascii/THER12Q3.TXT,data/interim/parquet/ther/ther_2012q3.parquet,1765869,217074,217074,0,0,0,217074,0,6,report_id;drug_seq;start_dt;end_dt;dur;dur_cod
2012q4,faers_early,ther,ascii/ther12q4.txt,data/interim/parquet/ther/ther_2012q4.parquet,2234937,324367,324367,0,0,0,324367,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2013q1,faers_early,ther,ascii/THER13Q1.txt,data/interim/parquet/ther/ther_2013q1.parquet,2030178,281940,281940,0,0,0,281940,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2013q2,faers_early,ther,ascii/THER13Q2.txt,data/interim/parquet/ther/ther_2013q2.parquet,1753656,237513,237513,0,0,0,237513,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2013q3,faers_early,ther,ASCII/THER13Q3.txt,data/interim/parquet/ther/ther_2013q3.parquet,1765371,251263,251263,0,0,0,251263,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2013q4,faers_early,ther,ascii/THER13Q4.txt,data/interim/parquet/ther/ther_2013q4.parquet,2103060,291315,291315,0,0,0,291315,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2014q1,faers_early,ther,ascii/THER14Q1.txt,data/interim/parquet/ther/ther_2014q1.parquet,2201049,329817,329817,0,0,0,329817,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2014q2,faers_early,ther,ascii/THER14Q2.txt,data/interim/parquet/ther/ther_2014q2.parquet,1948749,266586,266586,0,0,0,266586,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2014q3,faers_modern,ther,ascii/THER14Q3.txt,data/interim/parquet/ther/ther_2014q3.parquet,1955778,270268,270268,0,0,0,270268,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2014q4,faers_modern,ther,ascii/THER14Q4.txt,data/interim/parquet/ther/ther_2014q4.parquet,1921353,270468,270468,0,0,0,270468,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2015q1,faers_modern,ther,ascii/THER15Q1.txt,data/interim/parquet/ther/ther_2015q1.parquet,2374476,374935,374935,0,0,0,374935,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2015q2,faers_modern,ther,ascii/THER15Q2.txt,data/interim/parquet/ther/ther_2015q2.parquet,2377892,373850,373850,0,0,0,373850,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2015q3,faers_modern,ther,ascii/THER15Q3.txt,data/interim/parquet/ther/ther_2015q3.parquet,2872554,494584,494584,0,0,0,494584,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2015q4,faers_modern,ther,ascii/THER15Q4.txt,data/interim/parquet/ther/ther_2015q4.parquet,2510213,401725,401725,0,0,0,401725,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2016q1,faers_modern,ther,ascii/THER16Q1.txt,data/interim/parquet/ther/ther_2016q1.parquet,2703584,458946,458946,0,0,0,458946,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2016q2,faers_modern,ther,ascii/THER16Q2.txt,data/interim/parquet/ther/ther_2016q2.parquet,2744397,464701,464701,0,0,0,464701,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2016q3,faers_modern,ther,ascii/THER16Q3.txt,data/interim/parquet/ther/ther_2016q3.parquet,2840555,483082,483082,0,0,0,483082,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2016q4,faers_modern,ther,ascii/THER16Q4.txt,data/interim/parquet/ther/ther_2016q4.parquet,2643463,433545,433545,0,0,0,433545,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2017q1,faers_modern,ther,ascii/THER17Q1.txt,data/interim/parquet/ther/ther_2017q1.parquet,2705178,455411,455411,0,0,0,455411,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2017q2,faers_modern,ther,ascii/THER17Q2.txt,data/interim/parquet/ther/ther_2017q2.parquet,2758447,454078,454078,0,0,0,454078,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2017q3,faers_modern,ther,ascii/THER17Q3.txt,data/interim/parquet/ther/ther_2017q3.parquet,2661837,443213,443213,0,0,0,443213,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2017q4,faers_modern,ther,ascii/THER17Q4.txt,data/interim/parquet/ther/ther_2017q4.parquet,2780047,442433,442433,0,0,0,442433,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2018q1,faers_modern,ther,ascii/THER18Q1.txt,data/interim/parquet/ther/ther_2018q1.parquet,3184986,551394,551394,0,0,0,551394,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2018q2,faers_modern,ther,ascii/THER18Q2.txt,data/interim/parquet/ther/ther_2018q2.parquet,3786879,688053,688053,0,0,0,688053,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2018q3,faers_modern,ther,ascii/THER18Q3.txt,data/interim/parquet/ther/ther_2018q3.parquet,3724623,663319,663319,0,0,0,663319,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2018q4,faers_modern,ther,ascii/THER18Q4.txt,data/interim/parquet/ther/ther_2018q4.parquet,3485577,620308,620308,0,0,0,620308,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2019q1,faers_modern,ther,ascii/THER19Q1.txt,data/interim/parquet/ther/ther_2019q1.parquet,3485464,627355,627355,0,0,0,627355,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2019q2,faers_modern,ther,ascii/THER19Q2.txt,data/interim/parquet/ther/ther_2019q2.parquet,4006653,747535,747535,0,0,0,747535,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2019q3,faers_modern,ther,ascii/THER19Q3.txt,data/interim/parquet/ther/ther_2019q3.parquet,4201619,776039,776039,0,0,0,776039,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2019q4,faers_modern,ther,ascii/THER19Q4.txt,data/interim/parquet/ther/ther_2019q4.parquet,3656861,643525,643525,0,0,0,643525,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2020q1,faers_modern,ther,ASCII/THER20Q1.txt,data/interim/parquet/ther/ther_2020q1.parquet,4014365,728199,728199,0,0,0,728199,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2020q2,faers_modern,ther,ASCII/THER20Q2.txt,data/interim/parquet/ther/ther_2020q2.parquet,3617014,636959,636959,0,0,0,636959,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2020q3,faers_modern,ther,ASCII/THER20Q3.txt,data/interim/parquet/ther/ther_2020q3.parquet,3688235,646462,646462,0,0,0,646462,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2020q4,faers_modern,ther,ASCII/THER20Q4.txt,data/interim/parquet/ther/ther_2020q4.parquet,3750710,681411,681411,0,0,0,681411,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2021q1,faers_modern,ther,ASCII/THER21Q1.txt,data/interim/parquet/ther/ther_2021q1.parquet,4163293,786472,786472,0,0,0,786472,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2021q2,faers_modern,ther,ASCII/THER21Q2.txt,data/interim/parquet/ther/ther_2021q2.parquet,4300342,789968,789968,0,0,0,789968,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2021q3,faers_modern,ther,ASCII/THER21Q3.txt,data/interim/parquet/ther/ther_2021q3.parquet,4551780,848661,848661,0,0,0,848661,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2021q4,faers_modern,ther,ASCII/THER21Q4.txt,data/interim/parquet/ther/ther_2021q4.parquet,4098612,671045,671045,0,0,0,671045,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2022q1,faers_modern,ther,ASCII/THER22Q1.txt,data/interim/parquet/ther/ther_2022q1.parquet,4426614,748899,748899,0,0,0,748899,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2022q2,faers_modern,ther,ASCII/THER22Q2.txt,data/interim/parquet/ther/ther_2022q2.parquet,4233020,690828,690828,0,0,0,690828,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2022q3,faers_modern,ther,ASCII/THER22Q3.txt,data/interim/parquet/ther/ther_2022q3.parquet,4302012,717902,717902,0,0,0,717902,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2022q4,faers_modern,ther,ASCII/THER22Q4.txt,data/interim/parquet/ther/ther_2022q4.parquet,4446666,726767,726767,0,0,0,726767,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2023q1,faers_modern,ther,ASCII/THER23Q1.txt,data/interim/parquet/ther/ther_2023q1.parquet,4182255,683408,683408,0,0,0,683408,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2023q2,faers_modern,ther,ASCII/THER23Q2.txt,data/interim/parquet/ther/ther_2023q2.parquet,4165852,678128,678128,0,0,0,678128,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2023q3,faers_modern,ther,ASCII/THER23Q3.txt,data/interim/parquet/ther/ther_2023q3.parquet,3735112,593027,593027,0,0,0,593027,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2023q4,faers_modern,ther,ASCII/THER23Q4.txt,data/interim/parquet/ther/ther_2023q4.parquet,3911658,633087,633087,0,0,0,633087,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2024q1,faers_modern,ther,ASCII/THER24Q1.txt,data/interim/parquet/ther/ther_2024q1.parquet,3761088,594449,594449,0,0,0,594449,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2024q2,faers_modern,ther,ASCII/THER24Q2.txt,data/interim/parquet/ther/ther_2024q2.parquet,3494135,539334,539334,0,0,0,539334,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2024q3,faers_modern,ther,ASCII/THER24Q3.txt,data/interim/parquet/ther/ther_2024q3.parquet,3414675,532854,532854,0,0,0,532854,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2024q4,faers_modern,ther,ASCII/THER24Q4.txt,data/interim/parquet/ther/ther_2024q4.parquet,3603018,561889,561889,0,0,0,561889,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2025q1,faers_modern,ther,ASCII/THER25Q1.txt,data/interim/parquet/ther/ther_2025q1.parquet,3364960,520395,520395,0,0,0,520395,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2025q2,faers_modern,ther,ASCII/THER25Q2.txt,data/interim/parquet/ther/ther_2025q2.parquet,3389922,512759,512759,0,0,0,512759,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2025q3,faers_modern,ther,ASCII/THER25Q3.txt,data/interim/parquet/ther/ther_2025q3.parquet,3387361,514480,514480,0,0,0,514480,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2025q4,faers_modern,ther,ASCII/THER25Q4.txt,data/interim/parquet/ther/ther_2025q4.parquet,3178603,454746,454746,0,0,0,454746,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2026q1,faers_modern,ther,ASCII/THER26Q1.txt,data/interim/parquet/ther/ther_2026q1.parquet,2905490,404946,404946,0,0,0,404946,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
2026q2,faers_modern,ther,ASCII/THER26Q2.txt,data/interim/parquet/ther/ther_2026q2.parquet,2541624,326027,326027,0,0,0,326027,0,7,report_id;case_id;dsg_drug_seq;start_dt;end_dt;dur;dur_cod
