drug_a,drug_b
ELVITEGRAVIR,TICAGRELOR
ELVITEGRAVIR,TRAMADOL
ELVITEGRAVIR,TRAZODONE
ELVITEGRAVIR,TRIAZOLAM
ELVITEGRAVIR,VALACYCLOVIR
ELVITEGRAVIR,VALGANCICLOVIR
ELVITEGRAVIR,VELPATASVIR
ELVITEGRAVIR,VERAPAMIL
ELVITEGRAVIR,VORICONAZOLE
ELVITEGRAVIR,WARFARIN
ELVITEGRAVIR,ZOLPIDEM
ACETAZOLAMIDE,EMPAGLIFLOZIN
ALCOHOL,EMPAGLIFLOZIN
CALCIUM,EMPAGLIFLOZIN
DOLUTEGRAVIR,EMPAGLIFLOZIN
EMPAGLIFLOZIN,ISONIAZID
EMPAGLIFLOZIN,LITHIUM
EMPAGLIFLOZIN,METFORMIN
EMPAGLIFLOZIN,PHENYTOIN
EMPAGLIFLOZIN,RANOLAZINE
EMPAGLIFLOZIN,TOPIRAMATE
EMPAGLIFLOZIN,ZONISAMIDE
ACYCLOVIR,EMTRICITABINE
CALCIUM,EMTRICITABINE
CARBAMAZEPINE,EMTRICITABINE
EMTRICITABINE,ETHINYL ESTRADIOL
EMTRICITABINE,GANCICLOVIR
EMTRICITABINE,GENTAMICIN
EMTRICITABINE,LEDIPASVIR
EMTRICITABINE,METFORMIN
EMTRICITABINE,MIDAZOLAM
EMTRICITABINE,OXCARBAZEPINE
EMTRICITABINE,PHENOBARBITAL
EMTRICITABINE,PHENYTOIN
EMTRICITABINE,RIFAMPIN
EMTRICITABINE,SERTRALINE
EMTRICITABINE,SOFOSBUVIR
EMTRICITABINE,TENOFOVIR
EMTRICITABINE,TENOFOVIR DISOPROXIL
EMTRICITABINE,VALACYCLOVIR
EMTRICITABINE,VALGANCICLOVIR
EMTRICITABINE,VELPATASVIR
ALISKIREN,ENALAPRIL
CALCIUM,ENALAPRIL
DIGOXIN,ENALAPRIL
ENALAPRIL,EVEROLIMUS
ENALAPRIL,HYDRALAZINE
ENALAPRIL,INDOMETHACIN
ENALAPRIL,LITHIUM
ENALAPRIL,POTASSIUM
ENALAPRIL,PRAZOSIN
ENALAPRIL,SACUBITRIL
ENALAPRIL,SIROLIMUS
ENALAPRIL,SPIRONOLACTONE
ENALAPRIL,VALSARTAN
CAFFEINE,ENASIDENIB
DEXAMETHASONE,ENASIDENIB
ENASIDENIB,OXYGEN
CETUXIMAB,ENCORAFENIB
DIPYRIDAMOLE,ENOXAPARIN
ENOXAPARIN,HEPARIN
ENOXAPARIN,KETOROLAC
ENOXAPARIN,WARFARIN
ENTACAPONE,WARFARIN
ADEFOVIR DIPIVOXIL,ENTECAVIR
ENTECAVIR,LAMIVUDINE
ENTECAVIR,TENOFOVIR
ENTECAVIR,TENOFOVIR DISOPROXIL
DIGOXIN,ENZALUTAMIDE
ENZALUTAMIDE,GEMFIBROZIL
ENZALUTAMIDE,RIFAMPIN
ATROPINE,EPHEDRINE
CLONIDINE,EPHEDRINE
EPHEDRINE,PHENYLEPHRINE
EPHEDRINE,PROPOFOL
EPHEDRINE,ROCURONIUM
EPHEDRINE,THEOPHYLLINE
CLONIDINE,EPINEPHRINE
EPINEPHRINE,IMIPRAMINE
EPINEPHRINE,LEVOTHYROXINE
EPINEPHRINE,POTASSIUM
EPINEPHRINE,PROPRANOLOL
EPINEPHRINE,THEOPHYLLINE
ALLOPURINOL,EPIRUBICIN
CALCIUM,EPIRUBICIN
DOCETAXEL,EPIRUBICIN
EPIRUBICIN,PACLITAXEL
EPIRUBICIN,POTASSIUM
EPIRUBICIN,TRASTUZUMAB
CLARITHROMYCIN,EPLERENONE
EPLERENONE,ERYTHROMYCIN
EPLERENONE,FLUCONAZOLE
EPLERENONE,ITRACONAZOLE
EPLERENONE,KETOCONAZOLE
EPLERENONE,LITHIUM
EPLERENONE,NEFAZODONE
EPLERENONE,POTASSIUM
EPLERENONE,RITONAVIR
EPLERENONE,SPIRONOLACTONE
EPLERENONE,VERAPAMIL
CARBAMAZEPINE,ERLOTINIB
CIPROFLOXACIN,ERLOTINIB
CLARITHROMYCIN,ERLOTINIB
ERLOTINIB,GEMCITABINE
ERLOTINIB,ITRACONAZOLE
ERLOTINIB,KETOCONAZOLE
ERLOTINIB,LOPINAVIR
ERLOTINIB,NEFAZODONE
ERLOTINIB,OMEPRAZOLE
ERLOTINIB,PHENOBARBITAL
ERLOTINIB,PHENYTOIN
ERLOTINIB,POSACONAZOLE
ERLOTINIB,RANITIDINE
ERLOTINIB,RIFAMPIN
ERLOTINIB,RITONAVIR
ERLOTINIB,TELITHROMYCIN
ERLOTINIB,TERIFLUNOMIDE
ERLOTINIB,VORICONAZOLE
ERLOTINIB,WARFARIN
ASPIRIN,ESCITALOPRAM
BUSPIRONE,ESCITALOPRAM
CARBAMAZEPINE,ESCITALOPRAM
CITALOPRAM,ESCITALOPRAM
ESCITALOPRAM,FENTANYL
ESCITALOPRAM,LINEZOLID
ESCITALOPRAM,LITHIUM
ESCITALOPRAM,MEPERIDINE
ESCITALOPRAM,METHADONE
ESCITALOPRAM,METHYLENE BLUE
ESCITALOPRAM,SUMATRIPTAN
ESCITALOPRAM,TRAMADOL
ESCITALOPRAM,WARFARIN
ALCOHOL,ESTAZOLAM
CARBAMAZEPINE,ESTAZOLAM
DILTIAZEM,ESTAZOLAM
ESTAZOLAM,FLUOXETINE
ESTAZOLAM,FLUVOXAMINE
ESTAZOLAM,ITRACONAZOLE
ESTAZOLAM,KETOCONAZOLE
ESTAZOLAM,NEFAZODONE
ESTAZOLAM,PHENYTOIN
ESTAZOLAM,RIFAMPIN
ALCOHOL,ESZOPICLONE
CLARITHROMYCIN,ESZOPICLONE
ESZOPICLONE,ITRACONAZOLE
ESZOPICLONE,KETOCONAZOLE
ESZOPICLONE,NEFAZODONE
ESZOPICLONE,OLANZAPINE
ESZOPICLONE,RITONAVIR
ESZOPICLONE,ZOPICLONE
ABATACEPT,ETANERCEPT
CYCLOPHOSPHAMIDE,ETANERCEPT
ETANERCEPT,METHOTREXATE
ETANERCEPT,SULFASALAZINE
ACETAMINOPHEN,ETHINYL ESTRADIOL
APREPITANT,ETHINYL ESTRADIOL
ASCORBIC ACID,ETHINYL ESTRADIOL
BOSENTAN,ETHINYL ESTRADIOL
CARBAMAZEPINE,ETHINYL ESTRADIOL
CYCLOSPORINE,ETHINYL ESTRADIOL
DASABUVIR,ETHINYL ESTRADIOL
ETHINYL ESTRADIOL,ETRAVIRINE
ETHINYL ESTRADIOL,FLUCONAZOLE
ETHINYL ESTRADIOL,GLECAPREVIR
ETHINYL ESTRADIOL,ITRACONAZOLE
ETHINYL ESTRADIOL,KETOCONAZOLE
ETHINYL ESTRADIOL,LAMOTRIGINE
ETHINYL ESTRADIOL,LOPINAVIR
ETHINYL ESTRADIOL,MORPHINE
ETHINYL ESTRADIOL,NEVIRAPINE
ETHINYL ESTRADIOL,OMBITASVIR
ETHINYL ESTRADIOL,OXCARBAZEPINE
ETHINYL ESTRADIOL,PARITAPREVIR
ETHINYL ESTRADIOL,PHENYTOIN
ETHINYL ESTRADIOL,PIBRENTASVIR
ETHINYL ESTRADIOL,PREDNISOLONE
ETHINYL ESTRADIOL,RIFAMPIN
ETHINYL ESTRADIOL,RITONAVIR
ETHINYL ESTRADIOL,ROSUVASTATIN
ETHINYL ESTRADIOL,TELAPREVIR
ETHINYL ESTRADIOL,TEMAZEPAM
ETHINYL ESTRADIOL,THEOPHYLLINE
ETHINYL ESTRADIOL,TIZANIDINE
ETHINYL ESTRADIOL,TOPIRAMATE
ETHINYL ESTRADIOL,VORICONAZOLE
AMIODARONE,ETRAVIRINE
ATAZANAVIR,ETRAVIRINE
ATORVASTATIN,ETRAVIRINE
AZITHROMYCIN,ETRAVIRINE
BENZODIAZEPINE,ETRAVIRINE
CARBAMAZEPINE,ETRAVIRINE
CLOPIDOGREL,ETRAVIRINE
CYCLOSPORINE,ETRAVIRINE
DACLATASVIR,ETRAVIRINE
DEXAMETHASONE,ETRAVIRINE
DIAZEPAM,ETRAVIRINE
DIDANOSINE,ETRAVIRINE
DIGOXIN,ETRAVIRINE
EFAVIRENZ,ETRAVIRINE
ENFUVIRTIDE,ETRAVIRINE
ETRAVIRINE,FLUCONAZOLE
ETRAVIRINE,FLUVASTATIN
ETRAVIRINE,FOSAMPRENAVIR
ETRAVIRINE,ITRACONAZOLE
ETRAVIRINE,KETOCONAZOLE
ETRAVIRINE,LIDOCAINE
ETRAVIRINE,LOPINAVIR
ETRAVIRINE,LOVASTATIN
ETRAVIRINE,MARAVIROC
ETRAVIRINE,METHADONE
ETRAVIRINE,NALOXONE
ETRAVIRINE,NEVIRAPINE
ETRAVIRINE,OMEPRAZOLE
ETRAVIRINE,PAROXETINE
ETRAVIRINE,PHENOBARBITAL
ETRAVIRINE,PHENYTOIN
ETRAVIRINE,PITAVASTATIN
ETRAVIRINE,POSACONAZOLE
ETRAVIRINE,PRAVASTATIN
ETRAVIRINE,PROPAFENONE
ETRAVIRINE,RALTEGRAVIR
ETRAVIRINE,RANITIDINE
ETRAVIRINE,RIFAMPIN
ETRAVIRINE,RILPIVIRINE
ETRAVIRINE,RITONAVIR
ETRAVIRINE,ROSUVASTATIN
ETRAVIRINE,SILDENAFIL
ETRAVIRINE,SIMEPREVIR
ETRAVIRINE,SIMVASTATIN
ETRAVIRINE,SIROLIMUS
ETRAVIRINE,TACROLIMUS
ETRAVIRINE,TADALAFIL
ETRAVIRINE,TENOFOVIR
ETRAVIRINE,TENOFOVIR DISOPROXIL
ETRAVIRINE,VORICONAZOLE
ETRAVIRINE,WARFARIN
ALCOHOL,EVEROLIMUS
DEXAMETHASONE,EVEROLIMUS
ACETAMINOPHEN,EXENATIDE
EXENATIDE,GLUCAGON
EXENATIDE,WARFARIN
ALCOHOL,EZETIMIBE
AMIODARONE,EZETIMIBE
AMLODIPINE,EZETIMIBE
CALCIUM,EZETIMIBE
CHOLESTYRAMINE,EZETIMIBE
CLARITHROMYCIN,EZETIMIBE
COBICISTAT,EZETIMIBE
COLCHICINE,EZETIMIBE
CYCLOSPORINE,EZETIMIBE
DANAZOL,EZETIMIBE
DAPTOMYCIN,EZETIMIBE
DIGOXIN,EZETIMIBE
DILTIAZEM,EZETIMIBE
DRONEDARONE,EZETIMIBE
ERYTHROMYCIN,EZETIMIBE
EZETIMIBE,FENOFIBRATE
EZETIMIBE,FENOFIBRIC ACID
EZETIMIBE,GEMFIBROZIL
EZETIMIBE,ITRACONAZOLE
EZETIMIBE,KETOCONAZOLE
EZETIMIBE,NEFAZODONE
EZETIMIBE,NIACIN
EZETIMIBE,POSACONAZOLE
EZETIMIBE,RANOLAZINE
EZETIMIBE,SIMVASTATIN
EZETIMIBE,TELAPREVIR
EZETIMIBE,TELITHROMYCIN
EZETIMIBE,VERAPAMIL
EZETIMIBE,VORICONAZOLE
EZETIMIBE,WARFARIN
ALLOPURINOL,FAMCICLOVIR
DIGOXIN,FAMCICLOVIR
EMTRICITABINE,FAMCICLOVIR
FAMCICLOVIR,MAGNESIUM
FAMCICLOVIR,PROBENECID
FAMCICLOVIR,PROMETHAZINE
FAMCICLOVIR,THEOPHYLLINE
FAMCICLOVIR,ZIDOVUDINE
DASATINIB,FAMOTIDINE
ERLOTINIB,FAMOTIDINE
FAMOTIDINE,FOSAMPRENAVIR
FAMOTIDINE,ITRACONAZOLE
FAMOTIDINE,KETOCONAZOLE
FAMOTIDINE,LEDIPASVIR
FAMOTIDINE,NILOTINIB
FAMOTIDINE,RILPIVIRINE
FAMOTIDINE,SOFOSBUVIR
FAMOTIDINE,TIZANIDINE
ALLOPURINOL,FEBUXOSTAT
ASPIRIN,FEBUXOSTAT
COLCHICINE,FEBUXOSTAT
FEBUXOSTAT,HYDROCHLOROTHIAZIDE
FEBUXOSTAT,INDOMETHACIN
FEBUXOSTAT,MERCAPTOPURINE
FEBUXOSTAT,NAPROXEN
FEBUXOSTAT,THEOPHYLLINE
FEBUXOSTAT,WARFARIN
DIGOXIN,FELODIPINE
ERYTHROMYCIN,FELODIPINE
FELODIPINE,INDOMETHACIN
FELODIPINE,ITRACONAZOLE
FELODIPINE,KETOCONAZOLE
FELODIPINE,METOPROLOL
FELODIPINE,PHENOBARBITAL
FELODIPINE,PHENYTOIN
FELODIPINE,SPIRONOLACTONE
FELODIPINE,TACROLIMUS
CYCLOSPORINE,FENOFIBRATE
FENOFIBRATE,FENOFIBRIC ACID
FENOFIBRATE,GEMFIBROZIL
FENOFIBRATE,TACROLIMUS
CYCLOSPORINE,FENOFIBRIC ACID
FENOFIBRIC ACID,GEMFIBROZIL
FENOFIBRIC ACID,TACROLIMUS
ALCOHOL,FENTANYL
BENZODIAZEPINE,FENTANYL
BUPRENORPHINE,FENTANYL
CARBAMAZEPINE,FENTANYL
CYCLOBENZAPRINE,FENTANYL
DIAZEPAM,FENTANYL
EPINEPHRINE,FENTANYL
ERYTHROMYCIN,FENTANYL
FENTANYL,KETOCONAZOLE
FENTANYL,LINEZOLID
FENTANYL,METHYLENE BLUE
FENTANYL,MIRTAZAPINE
FENTANYL,NOREPINEPHRINE
FENTANYL,PHENYTOIN
FENTANYL,RIFAMPIN
FENTANYL,RITONAVIR
FENTANYL,TRAMADOL
FENTANYL,TRAZODONE
FERRIC CARBOXYMALTOSE,VITAMINS
FERROUS FUMARATE,FOLIC ACID
FILGRASTIM,PEGFILGRASTIM
ACETAMINOPHEN,FINASTERIDE
CALCIUM,FINASTERIDE
DIGOXIN,FINASTERIDE
FINASTERIDE,PROPRANOLOL
FINASTERIDE,TESTOSTERONE
FINASTERIDE,THEOPHYLLINE
FINASTERIDE,WARFARIN
ATROPINE,FINGOLIMOD
CALCIUM,FINGOLIMOD
CHLORPROMAZINE,FINGOLIMOD
CITALOPRAM,FINGOLIMOD
DIGOXIN,FINGOLIMOD
DILTIAZEM,FINGOLIMOD
ERYTHROMYCIN,FINGOLIMOD
FINGOLIMOD,HALOPERIDOL
FINGOLIMOD,KETOCONAZOLE
FINGOLIMOD,METHADONE
FINGOLIMOD,NATALIZUMAB
FINGOLIMOD,TERIFLUNOMIDE
FINGOLIMOD,VERAPAMIL
CALCIUM,FISH OIL
FISH OIL,MAGNESIUM
FISH OIL,OXYGEN
FISH OIL,POTASSIUM
FISH OIL,THIAMINE
AMIODARONE,FLUCONAZOLE
AMITRIPTYLINE,FLUCONAZOLE
AMLODIPINE,FLUCONAZOLE
ATORVASTATIN,FLUCONAZOLE
AZITHROMYCIN,FLUCONAZOLE
BENZODIAZEPINE,FLUCONAZOLE
CALCIUM,FLUCONAZOLE
CYCLOPHOSPHAMIDE,FLUCONAZOLE
CYCLOSPORINE,FLUCONAZOLE
DICLOFENAC,FLUCONAZOLE
ERYTHROMYCIN,FLUCONAZOLE
FELODIPINE,FLUCONAZOLE
FENTANYL,FLUCONAZOLE
FLUCONAZOLE,FLUVASTATIN
FLUCONAZOLE,GLIPIZIDE
FLUCONAZOLE,GLYBURIDE
FLUCONAZOLE,HYDROCHLOROTHIAZIDE
FLUCONAZOLE,IBRUTINIB
FLUCONAZOLE,IBUPROFEN
FLUCONAZOLE,LOSARTAN
FLUCONAZOLE,MELOXICAM
FLUCONAZOLE,METHADONE
FLUCONAZOLE,MIDAZOLAM
FLUCONAZOLE,NAPROXEN
FLUCONAZOLE,NIFEDIPINE
FLUCONAZOLE,NORTRIPTYLINE
FLUCONAZOLE,PHENYTOIN
FLUCONAZOLE,PREDNISONE
FLUCONAZOLE,RIFAMPIN
FLUCONAZOLE,SIMVASTATIN
FLUCONAZOLE,SIROLIMUS
FLUCONAZOLE,TACROLIMUS
FLUCONAZOLE,THEOPHYLLINE
FLUCONAZOLE,TOFACITINIB
FLUCONAZOLE,TOLVAPTAN
FLUCONAZOLE,TRIAZOLAM
FLUCONAZOLE,VERAPAMIL
FLUCONAZOLE,VINCRISTINE
FLUCONAZOLE,VORICONAZOLE
FLUCONAZOLE,WARFARIN
FLUCONAZOLE,ZIDOVUDINE
ALPRAZOLAM,FLUOXETINE
AMIODARONE,FLUOXETINE
ASPIRIN,FLUOXETINE
BUSPIRONE,FLUOXETINE
CHLORPROMAZINE,FLUOXETINE
ERYTHROMYCIN,FLUOXETINE
FENTANYL,FLUOXETINE
FLUOXETINE,GATIFLOXACIN
FLUOXETINE,HALOPERIDOL
FLUOXETINE,IMIPRAMINE
FLUOXETINE,KETOCONAZOLE
FLUOXETINE,LINEZOLID
FLUOXETINE,LITHIUM
FLUOXETINE,METHADONE
FLUOXETINE,METHYLENE BLUE
FLUOXETINE,MIDAZOLAM
FLUOXETINE,MOXIFLOXACIN
FLUOXETINE,OLANZAPINE
FLUOXETINE,PHENYTOIN
FLUOXETINE,PROPAFENONE
FLUOXETINE,SOTALOL
FLUOXETINE,TACROLIMUS
FLUOXETINE,TRAMADOL
FLUOXETINE,WARFARIN
FLUOXETINE,ZIPRASIDONE
ALCOHOL,FLURAZEPAM
BENZODIAZEPINE,FLURAZEPAM
ALCOHOL,FLUVASTATIN
CYCLOSPORINE,FLUVASTATIN
ERYTHROMYCIN,FLUVASTATIN
FLUVASTATIN,GEMFIBROZIL
FLUVASTATIN,GLYBURIDE
FLUVASTATIN,KETOCONAZOLE
FLUVASTATIN,NIACIN
FLUVASTATIN,PHENYTOIN
FLUVASTATIN,SPIRONOLACTONE
FLUVASTATIN,TESTOSTERONE
FLUVASTATIN,WARFARIN
ALCOHOL,FLUVOXAMINE
AMITRIPTYLINE,FLUVOXAMINE
ASPIRIN,FLUVOXAMINE
ATENOLOL,FLUVOXAMINE
BUSPIRONE,FLUVOXAMINE
DEXTROMETHORPHAN,FLUVOXAMINE
DIGOXIN,FLUVOXAMINE
DILTIAZEM,FLUVOXAMINE
FENTANYL,FLUVOXAMINE
FLUOXETINE,FLUVOXAMINE
FLUVOXAMINE,IMIPRAMINE
FLUVOXAMINE,KETOCONAZOLE
FLUVOXAMINE,LINEZOLID
FLUVOXAMINE,LITHIUM
FLUVOXAMINE,LORAZEPAM
FLUVOXAMINE,MEPERIDINE
FLUVOXAMINE,METHADONE
FLUVOXAMINE,METHYLENE BLUE
FLUVOXAMINE,METOPROLOL
FLUVOXAMINE,MIDAZOLAM
FLUVOXAMINE,NOREPINEPHRINE
FLUVOXAMINE,OMEPRAZOLE
FLUVOXAMINE,OXAZEPAM
FLUVOXAMINE,PAROXETINE
FLUVOXAMINE,PHENYTOIN
FLUVOXAMINE,PROPRANOLOL
FLUVOXAMINE,SERTRALINE
FLUVOXAMINE,SUMATRIPTAN
FLUVOXAMINE,TEMAZEPAM
FLUVOXAMINE,THEOPHYLLINE
FLUVOXAMINE,TIZANIDINE
FLUVOXAMINE,TRAMADOL
FLUVOXAMINE,TRIAZOLAM
FLUVOXAMINE,WARFARIN
DIGOXIN,FONDAPARINUX
FONDAPARINUX,HEPARIN
FONDAPARINUX,PIROXICAM
FONDAPARINUX,WARFARIN
ALBUTEROL,FORMOTEROL
FORMOTEROL,POTASSIUM
FORMOTEROL,SALMETEROL
ABACAVIR,FOSAMPRENAVIR
ALFUZOSIN,FOSAMPRENAVIR
ALPRAZOLAM,FOSAMPRENAVIR
AMIODARONE,FOSAMPRENAVIR
AMITRIPTYLINE,FOSAMPRENAVIR
AMLODIPINE,FOSAMPRENAVIR
ATAZANAVIR,FOSAMPRENAVIR
BENZODIAZEPINE,FOSAMPRENAVIR
BOSENTAN,FOSAMPRENAVIR
CALCIUM,FOSAMPRENAVIR
CARBAMAZEPINE,FOSAMPRENAVIR
CLARITHROMYCIN,FOSAMPRENAVIR
CLORAZEPATE,FOSAMPRENAVIR
CYCLOSPORINE,FOSAMPRENAVIR
DASABUVIR,FOSAMPRENAVIR
DASATINIB,FOSAMPRENAVIR
DEXAMETHASONE,FOSAMPRENAVIR
DIAZEPAM,FOSAMPRENAVIR
DILTIAZEM,FOSAMPRENAVIR
ESOMEPRAZOLE,FOSAMPRENAVIR
ETHINYL ESTRADIOL,FOSAMPRENAVIR
EVEROLIMUS,FOSAMPRENAVIR
FELODIPINE,FOSAMPRENAVIR
FENTANYL,FOSAMPRENAVIR
FLURAZEPAM,FOSAMPRENAVIR
FLUTICASONE,FOSAMPRENAVIR
FOSAMPRENAVIR,IBRUTINIB
FOSAMPRENAVIR,IMIPRAMINE
FOSAMPRENAVIR,ITRACONAZOLE
FOSAMPRENAVIR,KETOCONAZOLE
FOSAMPRENAVIR,LAMIVUDINE
FOSAMPRENAVIR,LANSOPRAZOLE
FOSAMPRENAVIR,LIDOCAINE
FOSAMPRENAVIR,LOPINAVIR
FOSAMPRENAVIR,LOVASTATIN
FOSAMPRENAVIR,LURASIDONE
FOSAMPRENAVIR,MARAVIROC
FOSAMPRENAVIR,METHADONE
FOSAMPRENAVIR,MIDAZOLAM
FOSAMPRENAVIR,NEVIRAPINE
FOSAMPRENAVIR,NICARDIPINE
FOSAMPRENAVIR,NIFEDIPINE
FOSAMPRENAVIR,NILOTINIB
FOSAMPRENAVIR,OMBITASVIR
FOSAMPRENAVIR,OMEPRAZOLE
FOSAMPRENAVIR,PANTOPRAZOLE
FOSAMPRENAVIR,PARITAPREVIR
FOSAMPRENAVIR,PAROXETINE
FOSAMPRENAVIR,PHENOBARBITAL
FOSAMPRENAVIR,PHENYTOIN
FOSAMPRENAVIR,PROPAFENONE
FOSAMPRENAVIR,QUETIAPINE
FOSAMPRENAVIR,RABEPRAZOLE
FOSAMPRENAVIR,RALTEGRAVIR
FOSAMPRENAVIR,RANITIDINE
FOSAMPRENAVIR,RIFAMPIN
FOSAMPRENAVIR,RITONAVIR
FOSAMPRENAVIR,ROSUVASTATIN
FOSAMPRENAVIR,SALMETEROL
FOSAMPRENAVIR,SILDENAFIL
FOSAMPRENAVIR,SIMEPREVIR
FOSAMPRENAVIR,SIMVASTATIN
FOSAMPRENAVIR,SIROLIMUS
FOSAMPRENAVIR,TACROLIMUS
FOSAMPRENAVIR,TADALAFIL
FOSAMPRENAVIR,TENOFOVIR
FOSAMPRENAVIR,TRAZODONE
FOSAMPRENAVIR,TRIAZOLAM
FOSAMPRENAVIR,VERAPAMIL
FOSAMPRENAVIR,WARFARIN
FOSAMPRENAVIR,ZIDOVUDINE
ALISKIREN,FOSINOPRIL
ASPIRIN,FOSINOPRIL
CHLORTHALIDONE,FOSINOPRIL
DIGOXIN,FOSINOPRIL
FOSINOPRIL,HYDROCHLOROTHIAZIDE
FOSINOPRIL,LITHIUM
FOSINOPRIL,MAGNESIUM
FOSINOPRIL,METOCLOPRAMIDE
FOSINOPRIL,NIFEDIPINE
FOSINOPRIL,POTASSIUM
FOSINOPRIL,PROPRANOLOL
FOSINOPRIL,QUINAPRIL
FOSINOPRIL,WARFARIN
ALCOHOL,FOSPHENYTOIN
AMIODARONE,FOSPHENYTOIN
APIXABAN,FOSPHENYTOIN
ATORVASTATIN,FOSPHENYTOIN
CALCIUM,FOSPHENYTOIN
CAPECITABINE,FOSPHENYTOIN
CARBOPLATIN,FOSPHENYTOIN
CHLORDIAZEPOXIDE,FOSPHENYTOIN
CISATRACURIUM,FOSPHENYTOIN
CISPLATIN,FOSPHENYTOIN
CLOZAPINE,FOSPHENYTOIN
CYCLOSPORINE,FOSPHENYTOIN
DIAZEPAM,FOSPHENYTOIN
DIGOXIN,FOSPHENYTOIN
DISULFIRAM,FOSPHENYTOIN
DOXORUBICIN,FOSPHENYTOIN
DOXYCYCLINE,FOSPHENYTOIN
EDOXABAN,FOSPHENYTOIN
EFAVIRENZ,FOSPHENYTOIN
FLUCONAZOLE,FOSPHENYTOIN
FLUOROURACIL,FOSPHENYTOIN
FLUOXETINE,FOSPHENYTOIN
FLUVASTATIN,FOSPHENYTOIN
FLUVOXAMINE,FOSPHENYTOIN
FOLIC ACID,FOSPHENYTOIN
FOSAMPRENAVIR,FOSPHENYTOIN
FOSPHENYTOIN,FUROSEMIDE
FOSPHENYTOIN,IRINOTECAN
FOSPHENYTOIN,ISONIAZID
FOSPHENYTOIN,ITRACONAZOLE
FOSPHENYTOIN,KETOCONAZOLE
FOSPHENYTOIN,LACOSAMIDE
FOSPHENYTOIN,LAMOTRIGINE
FOSPHENYTOIN,LOPINAVIR
FOSPHENYTOIN,METHADONE
FOSPHENYTOIN,METHOTREXATE
FOSPHENYTOIN,METHYLPHENIDATE
FOSPHENYTOIN,MICONAZOLE
FOSPHENYTOIN,NIFEDIPINE
FOSPHENYTOIN,OMEPRAZOLE
FOSPHENYTOIN,OXCARBAZEPINE
FOSPHENYTOIN,PACLITAXEL
FOSPHENYTOIN,PANCURONIUM
FOSPHENYTOIN,PAROXETINE
FOSPHENYTOIN,PHENOBARBITAL
FOSPHENYTOIN,PHENYTOIN
FOSPHENYTOIN,POSACONAZOLE
FOSPHENYTOIN,QUETIAPINE
FOSPHENYTOIN,RIFAMPIN
FOSPHENYTOIN,RITONAVIR
FOSPHENYTOIN,RIVAROXABAN
FOSPHENYTOIN,ROCURONIUM
FOSPHENYTOIN,SERTRALINE
FOSPHENYTOIN,SIMVASTATIN
FOSPHENYTOIN,SULFAMETHOXAZOLE
FOSPHENYTOIN,THEOPHYLLINE
FOSPHENYTOIN,TICAGRELOR
FOSPHENYTOIN,TOPIRAMATE
FOSPHENYTOIN,TRAZODONE
FOSPHENYTOIN,TRIMETHOPRIM
FOSPHENYTOIN,VALPROATE
FOSPHENYTOIN,VALPROIC ACID
FOSPHENYTOIN,VECURONIUM
FOSPHENYTOIN,VERAPAMIL
FOSPHENYTOIN,VORICONAZOLE
FOSPHENYTOIN,WARFARIN
FULVESTRANT,KETOCONAZOLE
FULVESTRANT,RIFAMPIN
CHLORAL,FUROSEMIDE
CISPLATIN,FUROSEMIDE
CYCLOSPORINE,FUROSEMIDE
FUROSEMIDE,INDOMETHACIN
FUROSEMIDE,LITHIUM
FUROSEMIDE,METHOTREXATE
FUROSEMIDE,NOREPINEPHRINE
FUROSEMIDE,PHENYTOIN
FUROSEMIDE,POTASSIUM
FUROSEMIDE,SUCCINYLCHOLINE
BUPRENORPHINE,GABAPENTIN
CARBAMAZEPINE,GABAPENTIN
ETHINYL ESTRADIOL,GABAPENTIN
GABAPENTIN,HYDROCODONE
GABAPENTIN,MAGNESIUM
GABAPENTIN,MORPHINE
GABAPENTIN,NAPROXEN
GABAPENTIN,OXYCODONE
GABAPENTIN,PHENOBARBITAL
GABAPENTIN,PHENYTOIN
GABAPENTIN,PROBENECID
GABAPENTIN,VALPROIC ACID
GALANTAMINE,SUCCINYLCHOLINE
AMPHOTERICIN B,GANCICLOVIR
CYCLOSPORINE,GANCICLOVIR
DIDANOSINE,GANCICLOVIR
DOXORUBICIN,GANCICLOVIR
GANCICLOVIR,IMIPENEM
GANCICLOVIR,MYCOPHENOLATE
GANCICLOVIR,MYCOPHENOLATE MOFETIL
GANCICLOVIR,PROBENECID
GANCICLOVIR,SULFAMETHOXAZOLE
GANCICLOVIR,TACROLIMUS
GANCICLOVIR,TRIMETHOPRIM
GANCICLOVIR,VALGANCICLOVIR
GANCICLOVIR,VINCRISTINE
GANCICLOVIR,ZIDOVUDINE
GEFITINIB,ITRACONAZOLE
GEFITINIB,KETOCONAZOLE
GEFITINIB,PHENYTOIN
GEFITINIB,WARFARIN
DASABUVIR,GEMFIBROZIL
GEMFIBROZIL,REPAGLINIDE
GEMFIBROZIL,SIMVASTATIN
ABACAVIR,GLECAPREVIR
AMLODIPINE,GLECAPREVIR
BUPRENORPHINE,GLECAPREVIR
CAFFEINE,GLECAPREVIR
CARBAMAZEPINE,GLECAPREVIR
CYCLOSPORINE,GLECAPREVIR
DABIGATRAN ETEXILATE,GLECAPREVIR
DEXTROMETHORPHAN,GLECAPREVIR
DIGOXIN,GLECAPREVIR
DOLUTEGRAVIR,GLECAPREVIR
ELVITEGRAVIR,GLECAPREVIR
