drug_a,drug_b
CARBAMAZEPINE,ISONIAZID
CARBAMAZEPINE,ITRACONAZOLE
CARBAMAZEPINE,LAMOTRIGINE
CARBAMAZEPINE,LEVOTHYROXINE
CARBAMAZEPINE,LITHIUM
CARBAMAZEPINE,LOXAPINE
CARBAMAZEPINE,METHADONE
CARBAMAZEPINE,MIANSERIN
CARBAMAZEPINE,MIDAZOLAM
CARBAMAZEPINE,NEFAZODONE
CARBAMAZEPINE,NORTRIPTYLINE
CARBAMAZEPINE,OLANZAPINE
CARBAMAZEPINE,OMEPRAZOLE
CARBAMAZEPINE,OXCARBAZEPINE
CARBAMAZEPINE,OXYBUTYNIN
CARBAMAZEPINE,PALIPERIDONE
CARBAMAZEPINE,PANCURONIUM
CARBAMAZEPINE,PHENOBARBITAL
CARBAMAZEPINE,PHENYTOIN
CARBAMAZEPINE,PREDNISOLONE
CARBAMAZEPINE,QUETIAPINE
CARBAMAZEPINE,RIFAMPIN
CARBAMAZEPINE,RISPERIDONE
CARBAMAZEPINE,RIVAROXABAN
CARBAMAZEPINE,ROCURONIUM
CARBAMAZEPINE,SERTRALINE
CARBAMAZEPINE,SIROLIMUS
CARBAMAZEPINE,TACROLIMUS
CARBAMAZEPINE,TADALAFIL
CARBAMAZEPINE,THEOPHYLLINE
CARBAMAZEPINE,TOPIRAMATE
CARBAMAZEPINE,TRAMADOL
CARBAMAZEPINE,TRAZODONE
CARBAMAZEPINE,VALPROATE
CARBAMAZEPINE,VALPROIC ACID
CARBAMAZEPINE,VECURONIUM
CARBAMAZEPINE,VERAPAMIL
CARBAMAZEPINE,VORICONAZOLE
CARBAMAZEPINE,WARFARIN
CARBAMAZEPINE,ZIPRASIDONE
CARBAMAZEPINE,ZONISAMIDE
CARBIDOPA,DOPAMINE
CARBIDOPA,ISONIAZID
CARBIDOPA,LEVODOPA
CARBIDOPA,METOCLOPRAMIDE
CARBIDOPA,PHENYTOIN
CARBIDOPA,RISPERIDONE
CARBIDOPA,SELEGILINE
CARBIDOPA,TETRABENAZINE
CARBOPLATIN,CISPLATIN
CARBOPLATIN,CYCLOPHOSPHAMIDE
ARIPIPRAZOLE,CARIPRAZINE
CARIPRAZINE,OLANZAPINE
CARIPRAZINE,RISPERIDONE
AMIODARONE,CARVEDILOL
CALCIUM,CARVEDILOL
CARVEDILOL,CLONIDINE
CARVEDILOL,CYCLOSPORINE
CARVEDILOL,DIGOXIN
CARVEDILOL,DILTIAZEM
CARVEDILOL,EPINEPHRINE
CARVEDILOL,FLUCONAZOLE
CARVEDILOL,FLUOXETINE
CARVEDILOL,PAROXETINE
CARVEDILOL,PROPAFENONE
CARVEDILOL,RIFAMPIN
CARVEDILOL,VERAPAMIL
CARBAMAZEPINE,CASPOFUNGIN
CASPOFUNGIN,CYCLOSPORINE
CASPOFUNGIN,DEXAMETHASONE
CASPOFUNGIN,EFAVIRENZ
CASPOFUNGIN,NEVIRAPINE
CASPOFUNGIN,PHENYTOIN
CASPOFUNGIN,RIFAMPIN
CASPOFUNGIN,TACROLIMUS
CEFAZOLIN,PROBENECID
CEFEPIME,FUROSEMIDE
CALCIUM,CEFTRIAXONE
CEFTRIAXONE,LIDOCAINE
CEFUROXIME,DEXTROSE
ALCOHOL,CELECOXIB
ASPIRIN,CELECOXIB
ATOMOXETINE,CELECOXIB
CELECOXIB,CYCLOSPORINE
CELECOXIB,DICLOFENAC
CELECOXIB,DIGOXIN
CELECOXIB,FLUCONAZOLE
CELECOXIB,FUROSEMIDE
CELECOXIB,IBUPROFEN
CELECOXIB,INDOMETHACIN
CELECOXIB,LITHIUM
CELECOXIB,MELOXICAM
CELECOXIB,METHOTREXATE
CELECOXIB,NAPROXEN
CELECOXIB,NOREPINEPHRINE
CELECOXIB,PEMETREXED
CELECOXIB,POTASSIUM
CELECOXIB,PROPRANOLOL
CELECOXIB,RIFAMPIN
CELECOXIB,WARFARIN
ABATACEPT,CERTOLIZUMAB PEGOL
AZATHIOPRINE,CERTOLIZUMAB PEGOL
CERTOLIZUMAB PEGOL,ETANERCEPT
CERTOLIZUMAB PEGOL,MERCAPTOPURINE
CERTOLIZUMAB PEGOL,METHOTREXATE
CERTOLIZUMAB PEGOL,NATALIZUMAB
CERTOLIZUMAB PEGOL,RITUXIMAB
CALCIUM,CETUXIMAB
CARBOPLATIN,CETUXIMAB
CETUXIMAB,CISPLATIN
CETUXIMAB,FLUOROURACIL
CETUXIMAB,MAGNESIUM
CETUXIMAB,POTASSIUM
ALCOHOL,CHLORPROMAZINE
CHLORTHALIDONE,NOREPINEPHRINE
CHOLESTYRAMINE,PHENOBARBITAL
CHOLESTYRAMINE,PROPRANOLOL
CHOLESTYRAMINE,VITAMINS
CHOLESTYRAMINE,WARFARIN
CILASTATIN,DIVALPROEX
CILASTATIN,GANCICLOVIR
CILASTATIN,IMIPENEM
CILASTATIN,PROBENECID
CILASTATIN,VALPROIC ACID
CILOSTAZOL,DILTIAZEM
CILOSTAZOL,ERYTHROMYCIN
CILOSTAZOL,KETOCONAZOLE
CILOSTAZOL,OMEPRAZOLE
CALCIUM,CINACALCET
CARVEDILOL,CINACALCET
CINACALCET,ITRACONAZOLE
CINACALCET,KETOCONAZOLE
CINACALCET,METOPROLOL
CAFFEINE,CIPROFLOXACIN
CIPROFLOXACIN,CYCLOSPORINE
CIPROFLOXACIN,EPINEPHRINE
CIPROFLOXACIN,OXYGEN
CIPROFLOXACIN,THEOPHYLLINE
CIPROFLOXACIN,WARFARIN
ALCOHOL,CISATRACURIUM
CISATRACURIUM,CLINDAMYCIN
CISATRACURIUM,LITHIUM
CISATRACURIUM,MAGNESIUM
CISATRACURIUM,OXYGEN
CISATRACURIUM,PHENYTOIN
CISATRACURIUM,PROPOFOL
CISATRACURIUM,SUCCINYLCHOLINE
CISPLATIN,PYRIDOXINE
AMIODARONE,CITALOPRAM
ASPIRIN,CITALOPRAM
BUSPIRONE,CITALOPRAM
CHLORPROMAZINE,CITALOPRAM
CITALOPRAM,FENTANYL
CITALOPRAM,GATIFLOXACIN
CITALOPRAM,LINEZOLID
CITALOPRAM,LITHIUM
CITALOPRAM,MAGNESIUM
CITALOPRAM,MEPERIDINE
CITALOPRAM,METHADONE
CITALOPRAM,METHYLENE BLUE
CITALOPRAM,MOXIFLOXACIN
CITALOPRAM,POTASSIUM
CITALOPRAM,SOTALOL
CITALOPRAM,TRAMADOL
CITALOPRAM,WARFARIN
AMIODARONE,CLARITHROMYCIN
AMLODIPINE,CLARITHROMYCIN
CALCIUM,CLARITHROMYCIN
CILOSTAZOL,CLARITHROMYCIN
CLARITHROMYCIN,COLCHICINE
CLARITHROMYCIN,CYCLOSPORINE
CLARITHROMYCIN,DIDANOSINE
CLARITHROMYCIN,DIGOXIN
CLARITHROMYCIN,DILTIAZEM
CLARITHROMYCIN,EFAVIRENZ
CLARITHROMYCIN,ERYTHROMYCIN
CLARITHROMYCIN,ETRAVIRINE
CLARITHROMYCIN,FLUCONAZOLE
CLARITHROMYCIN,FLUVASTATIN
CLARITHROMYCIN,ITRACONAZOLE
CLARITHROMYCIN,LORAZEPAM
CLARITHROMYCIN,LOVASTATIN
CLARITHROMYCIN,LURASIDONE
CLARITHROMYCIN,MARAVIROC
CLARITHROMYCIN,METHYLPREDNISOLONE
CLARITHROMYCIN,MIDAZOLAM
CLARITHROMYCIN,NEVIRAPINE
CLARITHROMYCIN,NIFEDIPINE
CLARITHROMYCIN,NITRAZEPAM
CLARITHROMYCIN,OMEPRAZOLE
CLARITHROMYCIN,PHENOBARBITAL
CLARITHROMYCIN,PHENYTOIN
CLARITHROMYCIN,PIOGLITAZONE
CLARITHROMYCIN,PRAVASTATIN
CLARITHROMYCIN,QUETIAPINE
CLARITHROMYCIN,REPAGLINIDE
CLARITHROMYCIN,RITONAVIR
CLARITHROMYCIN,ROSIGLITAZONE
CLARITHROMYCIN,SILDENAFIL
CLARITHROMYCIN,SIMVASTATIN
CLARITHROMYCIN,SOTALOL
CLARITHROMYCIN,TACROLIMUS
CLARITHROMYCIN,TADALAFIL
CLARITHROMYCIN,TEMAZEPAM
CLARITHROMYCIN,THEOPHYLLINE
CLARITHROMYCIN,TRIAZOLAM
CLARITHROMYCIN,VALPROATE
CLARITHROMYCIN,VERAPAMIL
CLARITHROMYCIN,WARFARIN
CLARITHROMYCIN,ZIDOVUDINE
ALLOPURINOL,CLAVULANATE
CLAVULANATE,POTASSIUM
CLAVULANATE,PROBENECID
ALCOHOL,CLOBAZAM
BENZODIAZEPINE,CLOBAZAM
CLOBAZAM,FLUCONAZOLE
CLOBAZAM,FLUVOXAMINE
CLOBAZAM,OMEPRAZOLE
CLOMIPRAMINE,CLONIDINE
CLOMIPRAMINE,DIGOXIN
CLOMIPRAMINE,FLUOXETINE
CLOMIPRAMINE,FLUVOXAMINE
CLOMIPRAMINE,HALOPERIDOL
CLOMIPRAMINE,LINEZOLID
CLOMIPRAMINE,METHYLENE BLUE
CLOMIPRAMINE,METHYLPHENIDATE
CLOMIPRAMINE,PAROXETINE
CLOMIPRAMINE,PHENOBARBITAL
CLOMIPRAMINE,PHENYTOIN
CLOMIPRAMINE,PROPAFENONE
CLOMIPRAMINE,SERTRALINE
CLOMIPRAMINE,WARFARIN
ALCOHOL,CLONAZEPAM
BENZODIAZEPINE,CLONAZEPAM
CLONAZEPAM,FLUCONAZOLE
CLONAZEPAM,FLUOXETINE
CLONAZEPAM,LAMOTRIGINE
CLONAZEPAM,PHENOBARBITAL
CLONAZEPAM,PHENYTOIN
CLONAZEPAM,RANITIDINE
CLONAZEPAM,SERTRALINE
ALCOHOL,CLONIDINE
AMITRIPTYLINE,CLONIDINE
CALCIUM,CLONIDINE
CLONIDINE,DILTIAZEM
CLONIDINE,HALOPERIDOL
CLONIDINE,VERAPAMIL
CLOPIDOGREL,DEXLANSOPRAZOLE
CLOPIDOGREL,ESOMEPRAZOLE
CLOPIDOGREL,LANSOPRAZOLE
CLOPIDOGREL,MORPHINE
CLOPIDOGREL,NOREPINEPHRINE
CLOPIDOGREL,OMEPRAZOLE
CLOPIDOGREL,PANTOPRAZOLE
CLOPIDOGREL,REPAGLINIDE
CLOPIDOGREL,RIFAMPIN
CLOPIDOGREL,WARFARIN
CLOPIDOGREL,CLOPIDOGREL BISULFATE
CLOPIDOGREL BISULFATE,DEXLANSOPRAZOLE
CLOPIDOGREL BISULFATE,ESOMEPRAZOLE
CLOPIDOGREL BISULFATE,LANSOPRAZOLE
CLOPIDOGREL BISULFATE,MORPHINE
CLOPIDOGREL BISULFATE,NOREPINEPHRINE
CLOPIDOGREL BISULFATE,OMEPRAZOLE
CLOPIDOGREL BISULFATE,PANTOPRAZOLE
CLOPIDOGREL BISULFATE,REPAGLINIDE
CLOPIDOGREL BISULFATE,RIFAMPIN
CLOPIDOGREL BISULFATE,WARFARIN
ALCOHOL,CLORAZEPATE
BENZODIAZEPINE,CLORAZEPATE
CHLORDIAZEPOXIDE,CLORAZEPATE
CHLORPROMAZINE,CLORAZEPATE
CLORAZEPATE,DIAZEPAM
ALCOHOL,CLOZAPINE
AMIODARONE,CLOZAPINE
BENZTROPINE,CLOZAPINE
BUPROPION,CLOZAPINE
CAFFEINE,CLOZAPINE
CHLORPROMAZINE,CLOZAPINE
CIPROFLOXACIN,CLOZAPINE
CLOZAPINE,CYCLOBENZAPRINE
CLOZAPINE,DIPHENHYDRAMINE
CLOZAPINE,DULOXETINE
CLOZAPINE,ERYTHROMYCIN
CLOZAPINE,ESCITALOPRAM
CLOZAPINE,FLUOXETINE
CLOZAPINE,FLUVOXAMINE
CLOZAPINE,GATIFLOXACIN
CLOZAPINE,LITHIUM
CLOZAPINE,MAGNESIUM
CLOZAPINE,METHADONE
CLOZAPINE,MOXIFLOXACIN
CLOZAPINE,OLANZAPINE
CLOZAPINE,PAROXETINE
CLOZAPINE,PHENYTOIN
CLOZAPINE,POTASSIUM
CLOZAPINE,PROPAFENONE
CLOZAPINE,RIFAMPIN
CLOZAPINE,SERTRALINE
CLOZAPINE,SOTALOL
CLOZAPINE,TACROLIMUS
CLOZAPINE,TERBINAFINE
CLOZAPINE,ZIPRASIDONE
ABACAVIR,COBICISTAT
ALFUZOSIN,COBICISTAT
AMIODARONE,COBICISTAT
AMITRIPTYLINE,COBICISTAT
AMLODIPINE,COBICISTAT
APIXABAN,COBICISTAT
ATORVASTATIN,COBICISTAT
BETAMETHASONE,COBICISTAT
BOSENTAN,COBICISTAT
BUDESONIDE,COBICISTAT
BUPRENORPHINE,COBICISTAT
BUSPIRONE,COBICISTAT
CALCIUM,COBICISTAT
CARBAMAZEPINE,COBICISTAT
CARVEDILOL,COBICISTAT
CLARITHROMYCIN,COBICISTAT
CLONAZEPAM,COBICISTAT
CLOPIDOGREL,COBICISTAT
COBICISTAT,COLCHICINE
COBICISTAT,CYCLOSPORINE
COBICISTAT,DABIGATRAN ETEXILATE
COBICISTAT,DARUNAVIR
COBICISTAT,DASATINIB
COBICISTAT,DEXAMETHASONE
COBICISTAT,DIAZEPAM
COBICISTAT,DIDANOSINE
COBICISTAT,DIGOXIN
COBICISTAT,DILTIAZEM
COBICISTAT,DOLUTEGRAVIR
COBICISTAT,DRONEDARONE
COBICISTAT,EDOXABAN
COBICISTAT,EFAVIRENZ
COBICISTAT,ELVITEGRAVIR
COBICISTAT,EMTRICITABINE
COBICISTAT,ERYTHROMYCIN
COBICISTAT,ESTAZOLAM
COBICISTAT,ETRAVIRINE
COBICISTAT,EVEROLIMUS
COBICISTAT,FELODIPINE
COBICISTAT,FENTANYL
COBICISTAT,FLUTICASONE
COBICISTAT,FLUVASTATIN
COBICISTAT,GLECAPREVIR
COBICISTAT,IMIPRAMINE
COBICISTAT,IRINOTECAN
COBICISTAT,ITRACONAZOLE
COBICISTAT,IVABRADINE
COBICISTAT,KETOCONAZOLE
COBICISTAT,LAMIVUDINE
COBICISTAT,LIDOCAINE
COBICISTAT,LOVASTATIN
COBICISTAT,LURASIDONE
COBICISTAT,MARAVIROC
COBICISTAT,METHADONE
COBICISTAT,METHYLPREDNISOLONE
COBICISTAT,METOPROLOL
COBICISTAT,MIDAZOLAM
COBICISTAT,NALOXONE
COBICISTAT,NEVIRAPINE
COBICISTAT,NIFEDIPINE
COBICISTAT,NILOTINIB
COBICISTAT,NORTRIPTYLINE
COBICISTAT,OXCARBAZEPINE
COBICISTAT,OXYCODONE
COBICISTAT,PAROXETINE
COBICISTAT,PHENOBARBITAL
COBICISTAT,PHENYTOIN
COBICISTAT,PIBRENTASVIR
COBICISTAT,PITAVASTATIN
COBICISTAT,POSACONAZOLE
COBICISTAT,PRASUGREL
COBICISTAT,PRAVASTATIN
COBICISTAT,PREDNISOLONE
COBICISTAT,PREDNISONE
COBICISTAT,PROPAFENONE
COBICISTAT,QUETIAPINE
COBICISTAT,RALTEGRAVIR
COBICISTAT,RANOLAZINE
COBICISTAT,RIFAMPIN
COBICISTAT,RILPIVIRINE
COBICISTAT,RISPERIDONE
COBICISTAT,RITONAVIR
COBICISTAT,RIVAROXABAN
COBICISTAT,ROSUVASTATIN
COBICISTAT,SALMETEROL
COBICISTAT,SERTRALINE
COBICISTAT,SILDENAFIL
COBICISTAT,SIMVASTATIN
COBICISTAT,SIROLIMUS
COBICISTAT,SOLIFENACIN
COBICISTAT,TACROLIMUS
COBICISTAT,TADALAFIL
COBICISTAT,TELITHROMYCIN
COBICISTAT,TENOFOVIR
COBICISTAT,TENOFOVIR ALAFENAMIDE
COBICISTAT,TENOFOVIR DISOPROXIL
COBICISTAT,TICAGRELOR
COBICISTAT,TRAMADOL
COBICISTAT,TRAZODONE
COBICISTAT,TRIAZOLAM
COBICISTAT,VERAPAMIL
COBICISTAT,VINCRISTINE
COBICISTAT,VORICONAZOLE
COBICISTAT,WARFARIN
COBICISTAT,ZIDOVUDINE
COBICISTAT,ZOLPIDEM
CARBAMAZEPINE,COBIMETINIB
CIPROFLOXACIN,COBIMETINIB
COBIMETINIB,EFAVIRENZ
COBIMETINIB,ERYTHROMYCIN
COBIMETINIB,ITRACONAZOLE
COBIMETINIB,PHENYTOIN
COBIMETINIB,RIFAMPIN
COBIMETINIB,VEMURAFENIB
COCAINE,DISULFIRAM
COCAINE,EPINEPHRINE
COCAINE,PHENYLEPHRINE
ALCOHOL,CODEINE
AMIODARONE,CODEINE
BENZODIAZEPINE,CODEINE
BUPRENORPHINE,CODEINE
BUPROPION,CODEINE
CARBAMAZEPINE,CODEINE
CODEINE,CYCLOBENZAPRINE
CODEINE,ERYTHROMYCIN
CODEINE,FLUOXETINE
CODEINE,GABAPENTIN
CODEINE,HYDROCODONE
CODEINE,KETOCONAZOLE
CODEINE,LINEZOLID
CODEINE,METHYLENE BLUE
CODEINE,MIRTAZAPINE
CODEINE,MORPHINE
CODEINE,NALMEFENE
CODEINE,NALOXONE
CODEINE,NOREPINEPHRINE
CODEINE,OXYCODONE
CODEINE,OXYMORPHONE
CODEINE,PAROXETINE
CODEINE,PHENYTOIN
CODEINE,PREGABALIN
CODEINE,RIFAMPIN
CODEINE,RITONAVIR
CODEINE,TRAMADOL
CODEINE,TRAZODONE
COLCHICINE,CYCLOSPORINE
COLCHICINE,DIGOXIN
COLCHICINE,DILTIAZEM
COLCHICINE,ETHINYL ESTRADIOL
COLCHICINE,FENOFIBRATE
COLCHICINE,FENOFIBRIC ACID
COLCHICINE,FLUVASTATIN
COLCHICINE,FOSAMPRENAVIR
COLCHICINE,GEMFIBROZIL
COLCHICINE,KETOCONAZOLE
COLCHICINE,LOVASTATIN
COLCHICINE,PRAVASTATIN
COLCHICINE,RITONAVIR
COLCHICINE,SIMVASTATIN
COLCHICINE,THEOPHYLLINE
COLCHICINE,VERAPAMIL
CALCIUM,CRIZOTINIB
CLONIDINE,CRIZOTINIB
CRIZOTINIB,DIGOXIN
CYCLOPHOSPHAMIDE,CYCLOSPORINE
CYCLOPHOSPHAMIDE,METRONIDAZOLE
CYCLOPHOSPHAMIDE,SUCCINYLCHOLINE
CYCLOPHOSPHAMIDE,TAMOXIFEN
CYCLOPHOSPHAMIDE,WARFARIN
CYCLOPHOSPHAMIDE,CYTARABINE
CYTARABINE,DIGOXIN
CYTARABINE,GENTAMICIN
CYTARABINE,PREDNISONE
CYTARABINE,VINCRISTINE
AMIODARONE,DABIGATRAN ETEXILATE
CLARITHROMYCIN,DABIGATRAN ETEXILATE
DABIGATRAN ETEXILATE,DRONEDARONE
DABIGATRAN ETEXILATE,HEPARIN
DABIGATRAN ETEXILATE,KETOCONAZOLE
DABIGATRAN ETEXILATE,RIFAMPIN
DABIGATRAN ETEXILATE,TICAGRELOR
DABIGATRAN ETEXILATE,VERAPAMIL
DABIGATRAN ETEXILATE,WARFARIN
DABRAFENIB,DEXAMETHASONE
DABRAFENIB,MIDAZOLAM
DABRAFENIB,PREDNISONE
DABRAFENIB,TRAMETINIB
DABRAFENIB,WARFARIN
BACLOFEN,DALFAMPRIDINE
CALCIUM,DANTROLENE
DANTROLENE,VECURONIUM
DANTROLENE,VERAPAMIL
ALCOHOL,DAPAGLIFLOZIN
BUMETANIDE,DAPAGLIFLOZIN
DAPAGLIFLOZIN,DIGOXIN
DAPAGLIFLOZIN,GLIMEPIRIDE
DAPAGLIFLOZIN,HYDROCHLOROTHIAZIDE
DAPAGLIFLOZIN,LITHIUM
DAPAGLIFLOZIN,MEFENAMIC ACID
DAPAGLIFLOZIN,METFORMIN
DAPAGLIFLOZIN,PIOGLITAZONE
DAPAGLIFLOZIN,RIFAMPIN
DAPAGLIFLOZIN,SIMVASTATIN
DAPAGLIFLOZIN,SITAGLIPTIN
DAPAGLIFLOZIN,VALSARTAN
DAPAGLIFLOZIN,VOGLIBOSE
DAPAGLIFLOZIN,WARFARIN
DAPTOMYCIN,SIMVASTATIN
ACETAMINOPHEN,DARATUMUMAB
BORTEZOMIB,DARATUMUMAB
CYCLOPHOSPHAMIDE,DARATUMUMAB
DARATUMUMAB,DEXAMETHASONE
DARATUMUMAB,LENALIDOMIDE
DARATUMUMAB,POMALIDOMIDE
DARATUMUMAB,THALIDOMIDE
DARBEPOETIN ALFA,HEPARIN
DAROLUTAMIDE,DOCETAXEL
ABACAVIR,DARUNAVIR
ALFUZOSIN,DARUNAVIR
AMIODARONE,DARUNAVIR
AMITRIPTYLINE,DARUNAVIR
AMLODIPINE,DARUNAVIR
APIXABAN,DARUNAVIR
ATAZANAVIR,DARUNAVIR
BETAMETHASONE,DARUNAVIR
BOSENTAN,DARUNAVIR
BUDESONIDE,DARUNAVIR
BUPRENORPHINE,DARUNAVIR
BUSPIRONE,DARUNAVIR
CALCIUM,DARUNAVIR
CARBAMAZEPINE,DARUNAVIR
CARVEDILOL,DARUNAVIR
CLARITHROMYCIN,DARUNAVIR
CLONAZEPAM,DARUNAVIR
CLOPIDOGREL,DARUNAVIR
COLCHICINE,DARUNAVIR
CYCLOSPORINE,DARUNAVIR
DABIGATRAN ETEXILATE,DARUNAVIR
DARUNAVIR,DASATINIB
DARUNAVIR,DEXAMETHASONE
DARUNAVIR,DIAZEPAM
DARUNAVIR,DIDANOSINE
DARUNAVIR,DIGOXIN
DARUNAVIR,DILTIAZEM
DARUNAVIR,DOLUTEGRAVIR
DARUNAVIR,DRONEDARONE
DARUNAVIR,EDOXABAN
DARUNAVIR,EFAVIRENZ
DARUNAVIR,EMTRICITABINE
DARUNAVIR,ESTAZOLAM
DARUNAVIR,ETHINYL ESTRADIOL
DARUNAVIR,ETRAVIRINE
DARUNAVIR,EVEROLIMUS
DARUNAVIR,FELODIPINE
DARUNAVIR,FENTANYL
DARUNAVIR,FLUTICASONE
DARUNAVIR,GLECAPREVIR
DARUNAVIR,IMIPRAMINE
DARUNAVIR,IRINOTECAN
DARUNAVIR,ITRACONAZOLE
DARUNAVIR,IVABRADINE
DARUNAVIR,KETOCONAZOLE
DARUNAVIR,LAMIVUDINE
DARUNAVIR,LIDOCAINE
DARUNAVIR,LOPINAVIR
DARUNAVIR,LOVASTATIN
DARUNAVIR,LURASIDONE
DARUNAVIR,MARAVIROC
DARUNAVIR,METHADONE
DARUNAVIR,METHYLPREDNISOLONE
DARUNAVIR,METOPROLOL
DARUNAVIR,MIDAZOLAM
DARUNAVIR,NALOXONE
DARUNAVIR,NEVIRAPINE
DARUNAVIR,NICARDIPINE
DARUNAVIR,NIFEDIPINE
DARUNAVIR,NILOTINIB
DARUNAVIR,NORTRIPTYLINE
DARUNAVIR,OMEPRAZOLE
DARUNAVIR,OXYCODONE
DARUNAVIR,PAROXETINE
DARUNAVIR,PHENOBARBITAL
DARUNAVIR,PHENYTOIN
DARUNAVIR,PIBRENTASVIR
DARUNAVIR,PITAVASTATIN
DARUNAVIR,POSACONAZOLE
DARUNAVIR,PRASUGREL
DARUNAVIR,PRAVASTATIN
DARUNAVIR,PREDNISOLONE
DARUNAVIR,PREDNISONE
DARUNAVIR,PROPAFENONE
DARUNAVIR,QUETIAPINE
DARUNAVIR,RALTEGRAVIR
DARUNAVIR,RANITIDINE
DARUNAVIR,RANOLAZINE
DARUNAVIR,RIFAMPIN
DARUNAVIR,RILPIVIRINE
DARUNAVIR,RISPERIDONE
DARUNAVIR,RITONAVIR
DARUNAVIR,RIVAROXABAN
DARUNAVIR,ROSUVASTATIN
DARUNAVIR,SALMETEROL
DARUNAVIR,SERTRALINE
DARUNAVIR,SILDENAFIL
DARUNAVIR,SIMVASTATIN
DARUNAVIR,SIROLIMUS
DARUNAVIR,SOLIFENACIN
DARUNAVIR,TACROLIMUS
DARUNAVIR,TADALAFIL
DARUNAVIR,TENOFOVIR
DARUNAVIR,TENOFOVIR ALAFENAMIDE
DARUNAVIR,TENOFOVIR DISOPROXIL
DARUNAVIR,TICAGRELOR
DARUNAVIR,TRAMADOL
DARUNAVIR,TRAZODONE
DARUNAVIR,TRIAZOLAM
DARUNAVIR,VERAPAMIL
DARUNAVIR,VINCRISTINE
DARUNAVIR,VORICONAZOLE
DARUNAVIR,WARFARIN
DARUNAVIR,ZIDOVUDINE
DARUNAVIR,ZOLPIDEM
ABACAVIR,DARUNAVIR ETHANOLATE
ALFUZOSIN,DARUNAVIR ETHANOLATE
AMIODARONE,DARUNAVIR ETHANOLATE
AMITRIPTYLINE,DARUNAVIR ETHANOLATE
AMLODIPINE,DARUNAVIR ETHANOLATE
APIXABAN,DARUNAVIR ETHANOLATE
ATORVASTATIN,DARUNAVIR ETHANOLATE
BETAMETHASONE,DARUNAVIR ETHANOLATE
BOSENTAN,DARUNAVIR ETHANOLATE
BUDESONIDE,DARUNAVIR ETHANOLATE
BUPRENORPHINE,DARUNAVIR ETHANOLATE
BUSPIRONE,DARUNAVIR ETHANOLATE
CALCIUM,DARUNAVIR ETHANOLATE
CARBAMAZEPINE,DARUNAVIR ETHANOLATE
CARVEDILOL,DARUNAVIR ETHANOLATE
CLARITHROMYCIN,DARUNAVIR ETHANOLATE
CLONAZEPAM,DARUNAVIR ETHANOLATE
CLOPIDOGREL,DARUNAVIR ETHANOLATE
COBICISTAT,DARUNAVIR ETHANOLATE
COLCHICINE,DARUNAVIR ETHANOLATE
CYCLOSPORINE,DARUNAVIR ETHANOLATE
DABIGATRAN ETEXILATE,DARUNAVIR ETHANOLATE
DARUNAVIR,DARUNAVIR ETHANOLATE
DARUNAVIR ETHANOLATE,DASATINIB
DARUNAVIR ETHANOLATE,DEXAMETHASONE
DARUNAVIR ETHANOLATE,DIAZEPAM
DARUNAVIR ETHANOLATE,DIDANOSINE
DARUNAVIR ETHANOLATE,DIGOXIN
DARUNAVIR ETHANOLATE,DILTIAZEM
DARUNAVIR ETHANOLATE,DOLUTEGRAVIR
DARUNAVIR ETHANOLATE,DRONEDARONE
DARUNAVIR ETHANOLATE,EDOXABAN
DARUNAVIR ETHANOLATE,EFAVIRENZ
DARUNAVIR ETHANOLATE,ELVITEGRAVIR
DARUNAVIR ETHANOLATE,EMTRICITABINE
DARUNAVIR ETHANOLATE,ERYTHROMYCIN
DARUNAVIR ETHANOLATE,ESTAZOLAM
DARUNAVIR ETHANOLATE,ETRAVIRINE
DARUNAVIR ETHANOLATE,EVEROLIMUS
DARUNAVIR ETHANOLATE,FELODIPINE
DARUNAVIR ETHANOLATE,FENTANYL
DARUNAVIR ETHANOLATE,FLUTICASONE
DARUNAVIR ETHANOLATE,FLUVASTATIN
DARUNAVIR ETHANOLATE,GLECAPREVIR
DARUNAVIR ETHANOLATE,IMIPRAMINE
DARUNAVIR ETHANOLATE,IRINOTECAN
DARUNAVIR ETHANOLATE,ITRACONAZOLE
DARUNAVIR ETHANOLATE,IVABRADINE
DARUNAVIR ETHANOLATE,KETOCONAZOLE
DARUNAVIR ETHANOLATE,LAMIVUDINE
DARUNAVIR ETHANOLATE,LIDOCAINE
DARUNAVIR ETHANOLATE,LOVASTATIN
DARUNAVIR ETHANOLATE,LURASIDONE
DARUNAVIR ETHANOLATE,MARAVIROC
DARUNAVIR ETHANOLATE,METHADONE
DARUNAVIR ETHANOLATE,METHYLPREDNISOLONE
DARUNAVIR ETHANOLATE,METOPROLOL
DARUNAVIR ETHANOLATE,MIDAZOLAM
DARUNAVIR ETHANOLATE,NALOXONE
DARUNAVIR ETHANOLATE,NEVIRAPINE
DARUNAVIR ETHANOLATE,NIFEDIPINE
DARUNAVIR ETHANOLATE,NILOTINIB
DARUNAVIR ETHANOLATE,NORTRIPTYLINE
DARUNAVIR ETHANOLATE,OXCARBAZEPINE
DARUNAVIR ETHANOLATE,OXYCODONE
DARUNAVIR ETHANOLATE,PAROXETINE
DARUNAVIR ETHANOLATE,PHENOBARBITAL
DARUNAVIR ETHANOLATE,PHENYTOIN
DARUNAVIR ETHANOLATE,PIBRENTASVIR
DARUNAVIR ETHANOLATE,PITAVASTATIN
