quarter,era,filename,url,bytes,sha256,n_members,zip_ok,cached,error,retrieved_utc,members
2016q4,faers_modern,faers_ascii_2016q4.zip,https://fis.fda.gov/content/Exports/faers_ascii_2016q4.zip,45607862,203a04739b272a0fa7b0ba55b1a932d3825e13156f18cc121f2bae7efc062928,18,True,True,,2026-08-02T21:58:03+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO16Q4.txt;ascii/DRUG16Q4.txt;ascii/INDI16Q4.txt;ascii/OUTC16Q4.txt;ascii/REAC16Q4.txt;ascii/RPSR16Q4.txt;ascii/THER16Q4.txt;ascii/demo16q4.pdf;ascii/drug16q4.pdf;ascii/indi16q4.pdf;ascii/outc16q4.pdf;ascii/reac16q4.pdf;ascii/rpsr16q4.pdf;ascii/ther16q4.pdf
2017q1,faers_modern,faers_ascii_2017q1.zip,https://fis.fda.gov/content/Exports/faers_ascii_2017q1.zip,49741685,8b347d55faae822a896c106681f9af40a9b5d858fef78b8023ae20d49f36c044,18,True,True,,2026-08-02T21:58:03+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO17Q1.txt;ascii/DRUG17Q1.txt;ascii/INDI17Q1.txt;ascii/OUTC17Q1.txt;ascii/REAC17Q1.txt;ascii/RPSR17Q1.txt;ascii/THER17Q1.txt;ascii/demo17q1.pdf;ascii/drug17q1.pdf;ascii/indi17q1.pdf;ascii/outc17q1.pdf;ascii/reac17q1.pdf;ascii/rpsr17q1.pdf;ascii/ther17q1.pdf
2017q2,faers_modern,faers_ascii_2017q2.zip,https://fis.fda.gov/content/Exports/faers_ascii_2017q2.zip,47988295,e61cff7a813c413a1b074b21dd82db926dc34eb285478d8a7b12f1171ba4b8f6,18,True,True,,2026-08-02T21:58:03+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO17Q2.txt;ascii/DRUG17Q2.txt;ascii/INDI17Q2.txt;ascii/OUTC17Q2.txt;ascii/REAC17Q2.txt;ascii/RPSR17Q2.txt;ascii/THER17Q2.txt;ascii/demo17q2.pdf;ascii/drug17q2.pdf;ascii/indi17q2.pdf;ascii/outc17q2.pdf;ascii/reac17q2.pdf;ascii/rpsr17q2.pdf;ascii/ther17q2.pdf
2017q3,faers_modern,faers_ascii_2017q3.zip,https://fis.fda.gov/content/Exports/faers_ascii_2017q3.zip,49374579,eb03aa80d900b9168b8807ed72c94992de2e601a514aab2ba7995b912f9a916a,18,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO17Q3.txt;ascii/DRUG17Q3.txt;ascii/INDI17Q3.txt;ascii/OUTC17Q3.txt;ascii/REAC17Q3.txt;ascii/RPSR17Q3.txt;ascii/THER17Q3.txt;ascii/demo17q3.pdf;ascii/drug17q3.pdf;ascii/indi17q3.pdf;ascii/outc17q3.pdf;ascii/reac17q3.pdf;ascii/rpsr17q3.pdf;ascii/ther17q3.pdf
2017q4,faers_modern,faers_ascii_2017q4.zip,https://fis.fda.gov/content/Exports/faers_ascii_2017q4.zip,42758520,586976e775598f1261cea863703b24a6236c7a16645f4764aec67138d6bce885,18,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO17Q4.txt;ascii/DRUG17Q4.txt;ascii/INDI17Q4.txt;ascii/OUTC17Q4.txt;ascii/REAC17Q4.txt;ascii/RPSR17Q4.txt;ascii/THER17Q4.txt;ascii/demo17q4.pdf;ascii/drug17q4.pdf;ascii/indi17q4.pdf;ascii/outc17q4.pdf;ascii/reac17q4.pdf;ascii/rpsr17q4.pdf;ascii/ther17q4.pdf
2018q1,faers_modern,faers_ascii_2018q1.zip,https://fis.fda.gov/content/Exports/faers_ascii_2018q1.zip,53654213,021761361fa3acebe517cf2d941e96a2a03ce6597fd03dda205b0c94a573395c,18,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO18Q1_new.txt;ascii/DRUG18Q1.txt;ascii/INDI18Q1.txt;ascii/OUTC18Q1.txt;ascii/REAC18Q1.txt;ascii/RPSR18Q1.txt;ascii/THER18Q1.txt;ascii/demo18q1.pdf;ascii/drug18q1.pdf;ascii/indi18q1.pdf;ascii/outc18q1.pdf;ascii/reac18q1.pdf;ascii/rpsr18q1.pdf;ascii/ther18q1.pdf
2018q2,faers_modern,faers_ascii_2018q2.zip,https://fis.fda.gov/content/Exports/faers_ascii_2018q2.zip,61975665,cde475975ae7342a841c7a04c10618b94bc65555cee93c0215661ed0d65449b5,18,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO18Q2.txt;ascii/DRUG18Q2.txt;ascii/INDI18Q2.txt;ascii/OUTC18Q2.txt;ascii/REAC18Q2.txt;ascii/RPSR18Q2.txt;ascii/THER18Q2.txt;ascii/demo18q2.pdf;ascii/drug18q2.pdf;ascii/indi18.q2.pdf;ascii/outc18q2.pdf;ascii/reac18q2.pdf;ascii/rpsr18q2.pdf;ascii/ther18q2.pdf
2018q3,faers_modern,faers_ascii_2018q3.zip,https://fis.fda.gov/content/Exports/faers_ascii_2018q3.zip,58388423,b974e77d35a47e3e5f2d999f57c61037243a89c07f3826f242e20dc8f6063ba7,18,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO18Q3.txt;ascii/DRUG18Q3.txt;ascii/INDI18Q3.txt;ascii/OUTC18Q3.txt;ascii/REAC18Q3.txt;ascii/RPSR18Q3.txt;ascii/THER18Q3.txt;ascii/demo18q3.pdf;ascii/drug18q3.pdf;ascii/indi18q3.pdf;ascii/outc18q3.pdf;ascii/reac18q3.pdf;ascii/rpsr18q3.pdf;ascii/ther18q3.pdf
2018q4,faers_modern,faers_ascii_2018q4.zip,https://fis.fda.gov/content/Exports/faers_ascii_2018q4.zip,63004616,8f659d11b94f04618e1f2202e18779399c3e47e272c03e0bcd023bdceea2e322,17,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/ASC_NTS.pdf;ascii/DEMO18Q4.txt;ascii/DRUG18Q4.txt;ascii/INDI18Q4.txt;ascii/OUTC18Q4.txt;ascii/REAC18Q4.txt;ascii/RPSR18Q4.txt;ascii/THER18Q4.txt;ascii/demo18q4.pdf;ascii/drug18q4.pdf;ascii/indi18q4.pdf;ascii/outc18q4.pdf;ascii/reac18q4.pdf;ascii/rpsr18q4.pdf;ascii/ther18q4.pdf
2019q1,faers_modern,faers_ascii_2019q1.zip,https://fis.fda.gov/content/Exports/faers_ascii_2019q1.zip,58205417,51229f0e421b49c022ffbaccba696426e0787ca378d8c7b73bd89006f3f5e9e9,21,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO19Q1.pdf;ascii/DEMO19Q1.txt;ascii/DRUG19Q1.pdf;ascii/DRUG19Q1.txt;ascii/INDI19Q1.pdf;ascii/INDI19Q1.txt;ascii/OUTC19Q1.pdf;ascii/OUTC19Q1.txt;ascii/REAC19Q1.pdf;ascii/REAC19Q1.txt;ascii/RPSR19Q1.pdf;ascii/RPSR19Q1.txt;ascii/THER19Q1.pdf;ascii/THER19Q1.txt;deleted/;deleted/ADR19Q1DeletedCases.txt;deleted/AllDeletedCases.txt
2019q2,faers_modern,faers_ascii_2019q2.zip,https://fis.fda.gov/content/Exports/faers_ascii_2019q2.zip,63065908,1910995dfb006f0b97d610716440aa453de6b2d9ff7381fc05f64d442425e5c7,20,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO19Q2.txt;ascii/DRUG19Q2.txt;ascii/INDI19Q2.txt;ascii/OUTC19Q2.txt;ascii/REAC19Q2.txt;ascii/RPSR19Q2.txt;ascii/THER19Q2.txt;ascii/demo19q2.pdf;ascii/drug19q2.pdf;ascii/indi19q2.pdf;ascii/outc19q2.pdf;ascii/reac19q2.pdf;ascii/rpsr19q2.pdf;ascii/ther19q2.pdf;deleted/;deleted/ADR19Q2DeletedCases.txt
2019q3,faers_modern,faers_ascii_2019q3.zip,https://fis.fda.gov/content/Exports/faers_ascii_2019q3.zip,68286386,7f02a06088a73cbf910f1cd065a685f8d262f34e6c534deedc1b8fa0de155b84,20,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO19Q3.txt;ascii/DRUG19Q3.txt;ascii/INDI19Q3.txt;ascii/OUTC19Q3.txt;ascii/REAC19Q3.txt;ascii/RPSR19Q3.txt;ascii/THER19Q3.txt;ascii/demo19q3.pdf;ascii/drug19q3.pdf;ascii/indi19q3.pdf;ascii/outc19q3.pdf;ascii/reac19q3.pdf;ascii/rpsr19q3.pdf;ascii/ther19q3.pdf;deleted/;deleted/ADR19Q3DeletedCases.txt
2019q4,faers_modern,faers_ascii_2019q4.zip,https://fis.fda.gov/content/Exports/faers_ascii_2019q4.zip,62714294,ddbac5a8eb09739c968c77c6370de3ceed388c722197574d0a550f3c680a16fc,20,True,True,,2026-08-02T21:58:04+00:00,FAQs.pdf;Readme.pdf;ascii/;ascii/ASC_NTS.pdf;ascii/DEMO19Q4.txt;ascii/DRUG19Q4.txt;ascii/INDI19Q4.txt;ascii/OUTC19Q4.txt;ascii/REAC19Q4.txt;ascii/RPSR19Q4.txt;ascii/THER19Q4.txt;ascii/demo19q4.pdf;ascii/drug19q4.pdf;ascii/indi19q4.pdf;ascii/outc19q4.pdf;ascii/reac19q4.pdf;ascii/rpsr19q4.pdf;ascii/ther19q4.pdf;deleted/;deleted/ADR19Q4DeletedCases.txt
2020q1,faers_modern,faers_ascii_2020q1.zip,https://fis.fda.gov/content/Exports/faers_ascii_2020q1.zip,68320375,3d5d38ca7aa7b254b472164a47c93f59a7103c0d6201e3b743559b4179db4a5d,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO20Q1.txt;ASCII/DRUG20Q1.txt;ASCII/INDI20Q1.txt;ASCII/OUTC20Q1.txt;ASCII/REAC20Q1.txt;ASCII/RPSR20Q1.txt;ASCII/THER20Q1.PDF;ASCII/THER20Q1.txt;ASCII/demo20q1.pdf;ASCII/drug20q1.pdf;ASCII/indi20q1.pdf;ASCII/outc20q1.pdf;ASCII/reac20q1.pdf;ASCII/rpsr20q1.pdf;DELETED/;DELETED/ADR20Q1DeletedCases.txt;FAQs.pdf;Readme.pdf
2020q2,faers_modern,faers_ascii_2020q2.zip,https://fis.fda.gov/content/Exports/faers_ascii_2020q2.zip,68828475,f9fe8e8b6d285a11018e399f4c3927440a0d8bfb52c7ad1025622388ad05de6a,18,True,True,,2026-08-02T21:58:04+00:00,ASCII/ASC_NTS.pdf;ASCII/DEMO20Q2.txt;ASCII/DRUG20Q2.txt;ASCII/INDI20Q2.txt;ASCII/OUTC20Q2.txt;ASCII/REAC20Q2.txt;ASCII/RPSR20Q2.txt;ASCII/THER20Q2.txt;ASCII/demo20q2.pdf;ASCII/drug20q2.pdf;ASCII/indi20q2.pdf;ASCII/outc20q2.pdf;ASCII/reac20q2.pdf;ASCII/rpsr20q.pdf;ASCII/ther20q2.pdf;DELETED/ADR20Q2DeletedCases.txt;FAQs.pdf;Readme.pdf
2020q3,faers_modern,faers_ascii_2020q3.zip,https://fis.fda.gov/content/Exports/faers_ascii_2020q3.zip,66442726,4ed47f09faaf8ea6f52bb1f5c19ca1fce1959d0a7d16a08360071a4a5a623b40,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO20Q3.txt;ASCII/DRUG20Q3.txt;ASCII/INDI20Q3.txt;ASCII/OUTC20Q3.txt;ASCII/REAC20Q3.txt;ASCII/RPSR20Q3.txt;ASCII/THER20Q3.txt;ASCII/demo20q3.pdf;ASCII/drug20q3.pdf;ASCII/indi20q3.pdf;ASCII/outc20q3.pdf;ASCII/reac20q3.pdf;ASCII/rpsr20q3.pdf;ASCII/ther20q3.pdf;Deleted/;Deleted/ADR20Q3DeletedCases.txt;FAQs.pdf;Readme.pdf
2020q4,faers_modern,faers_ascii_2020q4.zip,https://fis.fda.gov/content/Exports/faers_ascii_2020q4.zip,74056668,22ed5117ddbd4f66577eb07a0d1e28dbfcbe66176400fbfbbda8ff23aa69a27d,18,True,True,,2026-08-02T21:58:04+00:00,ASCII/ASC_NTS.pdf;ASCII/DEMO20Q4.txt;ASCII/DRUG20Q4.txt;ASCII/INDI20Q4.txt;ASCII/OUTC20Q4.txt;ASCII/REAC20Q4.txt;ASCII/RPSR20Q4.txt;ASCII/THER20Q4.txt;ASCII/demo20q4.pdf;ASCII/drug20q4.pdf;ASCII/indi20q4.pdf;ASCII/outc20q4.pdf;ASCII/reac20q4.pdf;ASCII/rpsr20q4.pdf;ASCII/ther20q4.pdf;Deleted/20Q4DeletedCases.txt;FAQs.pdf;Readme.pdf
2021q1,faers_modern,faers_ascii_2021q1.zip,https://fis.fda.gov/content/Exports/faers_ascii_2021q1.zip,70771182,3432dc656ec0a4700a86f4865676417062ab0fc69067d8505355dca2fb43d563,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO21Q1.txt;ASCII/DRUG21Q1.txt;ASCII/INDI21Q1.txt;ASCII/OUTC21Q1.txt;ASCII/REAC21Q1.txt;ASCII/RPSR21Q1.txt;ASCII/THER21Q1.txt;ASCII/demo21q1.pdf;ASCII/drug21q1.pdf;ASCII/indi21q1.pdf;ASCII/outc21q1.pdf;ASCII/reac21q1.pdf;ASCII/rpsr21q1.pdf;ASCII/ther21q1.pdf;Deleted/;Deleted/21Q1DeletedCases.txt;FAQs.pdf;Readme.pdf
2021q2,faers_modern,faers_ascii_2021q2.zip,https://fis.fda.gov/content/Exports/faers_ascii_2021q2.zip,72294497,33d90c7ee20aebece837a981705ec6d84839d0ff14b0b0563ed0bc45e189ca6a,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO21Q2.txt;ASCII/DRUG21Q2.txt;ASCII/INDI21Q2.txt;ASCII/OUTC21Q2.txt;ASCII/REAC21Q2.txt;ASCII/RPSR21Q2.txt;ASCII/THER21Q2.txt;ASCII/demo21q2.pdf;ASCII/drug21q2.pdf;ASCII/indi21q2.pdf;ASCII/out21q2.pdf;ASCII/reac21q2.pdf;ASCII/rpsr21q2.pdf;ASCII/ther21q2.pdf;Deleted/;Deleted/21Q2DeletedCases.txt;FAQs.pdf;Readme.pdf
2021q3,faers_modern,faers_ascii_2021q3.zip,https://fis.fda.gov/content/Exports/faers_ascii_2021q3.zip,73758770,32db043748af1fedcf03bf2635dcf1aa4dbd5cc4f8440f67ea81c5670f713b36,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO21Q3.txt;ASCII/DRUG21Q3.txt;ASCII/INDI21Q3.txt;ASCII/OUTC21Q3.txt;ASCII/REAC21Q3.txt;ASCII/RPSR21Q3.txt;ASCII/THER21Q3.txt;ASCII/demo21q3.pdf;ASCII/drug21q3.pdf;ASCII/indi21q3.pdf;ASCII/outc21q3.pdf;ASCII/reac21q3.pdf;ASCII/rpsr21q3.pdf;ASCII/ther21q3.pdf;Deleted/;Deleted/21Q3DeletedCases.txt;FAQs.pdf;Readme.pdf
2021q4,faers_modern,faers_ascii_2021q4.zip,https://fis.fda.gov/content/Exports/faers_ascii_2021q4.zip,62327755,8d41ec8d36aad4de3450840517bd52b8b21271ac936b52cb851f0654ea13a15b,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO21Q4.pdf;ASCII/DEMO21Q4.txt;ASCII/DRUG21Q4.pdf;ASCII/DRUG21Q4.txt;ASCII/INDI21Q4.pdf;ASCII/INDI21Q4.txt;ASCII/OUTC21Q4.pdf;ASCII/OUTC21Q4.txt;ASCII/REAC21Q4.pdf;ASCII/REAC21Q4.txt;ASCII/RPSR21Q4.pdf;ASCII/RPSR21Q4.txt;ASCII/THER21Q4.pdf;ASCII/THER21Q4.txt;Deleted/;Deleted/DELETE21Q4.txt;FAQs.pdf;Readme.pdf
2022q1,faers_modern,faers_ascii_2022q1.zip,https://fis.fda.gov/content/Exports/faers_ascii_2022q1.zip,67926472,76cb17f81e49b145aefb108c7d6d486a8d39a86159e91de2e09f9ad9954c7291,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO22Q1.pdf;ASCII/DEMO22Q1.txt;ASCII/DRUG22Q1.pdf;ASCII/DRUG22Q1.txt;ASCII/INDI22Q1.pdf;ASCII/INDI22Q1.txt;ASCII/OUTC22Q1.pdf;ASCII/OUTC22Q1.txt;ASCII/REAC22Q1.pdf;ASCII/REAC22Q1.txt;ASCII/RPSR22Q1.pdf;ASCII/RPSR22Q1.txt;ASCII/THER22Q1.pdf;ASCII/THER22Q1.txt;Deleted/;Deleted/DELETE22Q1.txt;FAQs.pdf;Readme.pdf
2022q2,faers_modern,faers_ascii_2022q2.zip,https://fis.fda.gov/content/Exports/faers_ascii_2022q2.zip,65860637,3cc5a4fa96ff1ec58da4669e1e415cbf50812beef582244720cfa87a8df70d4f,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO22Q2.pdf;ASCII/DEMO22Q2.txt;ASCII/DRUG22Q2.pdf;ASCII/DRUG22Q2.txt;ASCII/INDI22Q2.pdf;ASCII/INDI22Q2.txt;ASCII/OUTC22Q2.pdf;ASCII/OUTC22Q2.txt;ASCII/REAC22Q2.pdf;ASCII/REAC22Q2.txt;ASCII/RPSR22Q2.pdf;ASCII/RPSR22Q2.txt;ASCII/THER22Q2.pdf;ASCII/THER22Q2.txt;Deleted/;Deleted/DELETE22Q2.txt;FAQs.pdf;Readme.pdf
2022q3,faers_modern,faers_ascii_2022q3.zip,https://fis.fda.gov/content/Exports/faers_ascii_2022q3.zip,66272962,810689d34c0f1a81599996f8d59619a2efa887ffda68850f9c2ab941c075986c,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO22Q3.pdf;ASCII/DEMO22Q3.txt;ASCII/DRUG22Q3.pdf;ASCII/DRUG22Q3.txt;ASCII/INDI22Q3.pdf;ASCII/INDI22Q3.txt;ASCII/OUTC22Q3.pdf;ASCII/OUTC22Q3.txt;ASCII/REAC22Q3.pdf;ASCII/REAC22Q3.txt;ASCII/RPSR22Q3.pdf;ASCII/RPSR22Q3.txt;ASCII/THER22Q3.pdf;ASCII/THER22Q3.txt;Deleted/;Deleted/DELETE22Q3.txt;FAQs.pdf;Readme.pdf
2022q4,faers_modern,faers_ascii_2022q4.zip,https://fis.fda.gov/content/Exports/faers_ascii_2022q4.zip,72367913,1bbf1b50724ff4048d8113ceced08b53707b19c4d6fd5cf47add01329ea7c534,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO22Q4.pdf;ASCII/DEMO22Q4.txt;ASCII/DRUG22Q4.pdf;ASCII/DRUG22Q4.txt;ASCII/INDI22Q4.pdf;ASCII/INDI22Q4.txt;ASCII/OUTC22Q4.pdf;ASCII/OUTC22Q4.txt;ASCII/REAC22Q4.pdf;ASCII/REAC22Q4.txt;ASCII/RPSR22Q4.pdf;ASCII/RPSR22Q4.txt;ASCII/THER22Q4.pdf;ASCII/THER22Q4.txt;Deleted/;Deleted/DELETE22Q4.txt;FAQs.pdf;Readme.pdf
2023q1,faers_modern,faers_ascii_2023q1.zip,https://fis.fda.gov/content/Exports/faers_ascii_2023q1.zip,67476029,3b5d7ee3fc78990bdde16db9e4a43f448344f2cecb835bfc6b7cbcecf726d8e6,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO23Q1.pdf;ASCII/DEMO23Q1.txt;ASCII/DRUG23Q1.pdf;ASCII/DRUG23Q1.txt;ASCII/INDI23Q1.pdf;ASCII/INDI23Q1.txt;ASCII/OUTC23Q1.pdf;ASCII/OUTC23Q1.txt;ASCII/REAC23Q1.pdf;ASCII/REAC23Q1.txt;ASCII/RPSR23Q1.pdf;ASCII/RPSR23Q1.txt;ASCII/THER23Q1.pdf;ASCII/THER23Q1.txt;Deleted/;Deleted/DELETE23Q1.txt;FAQs.pdf;Readme.pdf
2023q2,faers_modern,faers_ascii_2023q2.zip,https://fis.fda.gov/content/Exports/faers_ascii_2023q2.zip,67650543,e7f2f051317adf1561063d8241a64a015bc1694d64586386160eb60045f822fa,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO23Q2.pdf;ASCII/DEMO23Q2.txt;ASCII/DRUG23Q2.pdf;ASCII/DRUG23Q2.txt;ASCII/INDI23Q2.pdf;ASCII/INDI23Q2.txt;ASCII/OUTC23Q2.pdf;ASCII/OUTC23Q2.txt;ASCII/REAC23Q2.pdf;ASCII/REAC23Q2.txt;ASCII/RPSR23Q2.pdf;ASCII/RPSR23Q2.txt;ASCII/THER23Q2.pdf;ASCII/THER23Q2.txt;Deleted/;Deleted/DELETE23Q2.txt;FAQs.pdf;Readme.pdf
2023q3,faers_modern,faers_ascii_2023q3.zip,https://fis.fda.gov/content/Exports/faers_ascii_2023q3.zip,63036207,86120ac44667eaeed9551a53ea8af20ef33fe1fbdf835a52662e52fb7077dbb6,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO23Q3.pdf;ASCII/DEMO23Q3.txt;ASCII/DRUG23Q3.pdf;ASCII/DRUG23Q3.txt;ASCII/INDI23Q3.pdf;ASCII/INDI23Q3.txt;ASCII/OUTC23Q3.pdf;ASCII/OUTC23Q3.txt;ASCII/REAC23Q3.pdf;ASCII/REAC23Q3.txt;ASCII/RPSR23Q3.pdf;ASCII/RPSR23Q3.txt;ASCII/THER23Q3.pdf;ASCII/THER23Q3.txt;Deleted/;Deleted/DELETE23Q3.txt;FAQs.pdf;Readme.pdf
2023q4,faers_modern,faers_ascii_2023q4.zip,https://fis.fda.gov/content/Exports/faers_ascii_2023q4.zip,72554591,7e6b72848ed670900eaf78d24983c845f077091f71ffa7b9c310d590faebac62,18,True,True,,2026-08-02T21:58:04+00:00,ASCII/ASC_NTS.pdf;ASCII/DEMO23Q4.pdf;ASCII/DEMO23Q4.txt;ASCII/DRUG23Q4.pdf;ASCII/DRUG23Q4.txt;ASCII/INDI23Q4.pdf;ASCII/INDI23Q4.txt;ASCII/OUTC23Q4.pdf;ASCII/OUTC23Q4.txt;ASCII/REAC23Q4.pdf;ASCII/REAC23Q4.txt;ASCII/RPSR23Q4.pdf;ASCII/RPSR23Q4.txt;ASCII/THER23Q4.pdf;ASCII/THER23Q4.txt;Deleted/DELETE23Q4.txt;FAQs.pdf;Readme.pdf
2024q1,faers_modern,faers_ascii_2024q1.zip,https://fis.fda.gov/content/Exports/faers_ascii_2024q1.zip,67446377,12a086c473666c2c323c13ae82e0cf333ac2c8e63538ec5488054fcad5d5ae18,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO24Q1.pdf;ASCII/DEMO24Q1.txt;ASCII/DRUG24Q1.pdf;ASCII/DRUG24Q1.txt;ASCII/INDI24Q1.pdf;ASCII/INDI24Q1.txt;ASCII/OUTC24Q1.pdf;ASCII/OUTC24Q1.txt;ASCII/REAC24Q1.pdf;ASCII/REAC24Q1.txt;ASCII/RPSR24Q1.pdf;ASCII/RPSR24Q1.txt;ASCII/THER24Q1.pdf;ASCII/THER24Q1.txt;Deleted/;Deleted/DELETE24Q1.txt;FAQs.pdf;Readme.pdf
2024q2,faers_modern,faers_ascii_2024q2.zip,https://fis.fda.gov/content/Exports/faers_ascii_2024q2.zip,67008112,5d4d58828916a3823ae12c97d64d2849723d964793e4d1e436d98833f72ff05b,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO24Q2.pdf;ASCII/DEMO24Q2.txt;ASCII/DRUG24Q2.pdf;ASCII/DRUG24Q2.txt;ASCII/INDI24Q2.pdf;ASCII/INDI24Q2.txt;ASCII/OUTC24Q2.pdf;ASCII/OUTC24Q2.txt;ASCII/REAC24Q2.pdf;ASCII/REAC24Q2.txt;ASCII/RPSR24Q2.pdf;ASCII/RPSR24Q2.txt;ASCII/THER24Q2.pdf;ASCII/THER24Q2.txt;Deleted/;Deleted/DELETE24Q2.txt;FAQs.pdf;Readme.pdf
2024q3,faers_modern,faers_ascii_2024q3.zip,https://fis.fda.gov/content/Exports/faers_ascii_2024q3.zip,66785004,c13ce123e26e12d1533ebf494e482e7ae697d18b7169b9627f8b576a75111030,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO24Q3.pdf;ASCII/DEMO24Q3.txt;ASCII/DRUG24Q3.pdf;ASCII/DRUG24Q3.txt;ASCII/INDI24Q3.pdf;ASCII/INDI24Q3.txt;ASCII/OUTC24Q3.pdf;ASCII/OUTC24Q3.txt;ASCII/REAC24Q3.pdf;ASCII/REAC24Q3.txt;ASCII/RPSR24Q3.pdf;ASCII/RPSR24Q3.txt;ASCII/THER24Q3.pdf;ASCII/THER24Q3.txt;Deleted/;Deleted/DELETE24Q3.txt;FAQs.pdf;Readme.pdf
2024q4,faers_modern,faers_ascii_2024q4.zip,https://fis.fda.gov/content/Exports/faers_ascii_2024q4.zip,68830688,3866a1ccc5b08fcbc35c333239efd651ca08fa861244ac90f73d46ca5b17ab59,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO24Q4.pdf;ASCII/DEMO24Q4.txt;ASCII/DRUG24Q4.pdf;ASCII/DRUG24Q4.txt;ASCII/INDI24Q4.pdf;ASCII/INDI24Q4.txt;ASCII/OUTC24Q4.pdf;ASCII/OUTC24Q4.txt;ASCII/REAC24Q4.pdf;ASCII/REAC24Q4.txt;ASCII/RPSR24Q4.pdf;ASCII/RPSR24Q4.txt;ASCII/THER24Q4.pdf;ASCII/THER24Q4.txt;Deleted/;Deleted/DELETE24Q4.txt;FAQs.pdf;Readme.pdf
2025q1,faers_modern,faers_ascii_2025q1.zip,https://fis.fda.gov/content/Exports/faers_ascii_2025q1.zip,67465250,51c1dc440733fbbb0b6913b5382ce5b9a3510642a0c6bfd6239d26aa18346b69,20,True,True,,2026-08-02T21:58:04+00:00,ASCII/;ASCII/ASC_NTS.pdf;ASCII/DEMO25Q1.pdf;ASCII/DEMO25Q1.txt;ASCII/DRUG25Q1.pdf;ASCII/DRUG25Q1.txt;ASCII/INDI25Q1.pdf;ASCII/INDI25Q1.txt;ASCII/OUTC25Q1.pdf;ASCII/OUTC25Q1.txt;ASCII/REAC25Q1.pdf;ASCII/REAC25Q1.txt;ASCII/RPSR25Q1.pdf;ASCII/RPSR25Q1.txt;ASCII/THER25Q1.pdf;ASCII/THER25Q1.txt;Deleted/;Deleted/DELETE25Q1.txt;FAQs.pdf;Readme.pdf
