quarter,era,member,kind,table,uncompressed_bytes
2004q1,laers,ascii/,directory,,0
2004q1,laers,ascii/Asc_nts.doc,documentation,,91648
2004q1,laers,ascii/DEMO04Q1.TXT,table,demo,8201852
2004q1,laers,ascii/DRUG04Q1.TXT,table,drug,12830781
2004q1,laers,ascii/INDI04Q1.TXT,table,indi,3000273
2004q1,laers,ascii/OUTC04Q1.TXT,table,outc,748710
2004q1,laers,ascii/REAC04Q1.TXT,table,reac,7168635
2004q1,laers,ascii/RPSR04Q1.TXT,table,rpsr,1062507
2004q1,laers,ascii/STAT04Q1.TXT,table,stat,11593
2004q1,laers,ascii/THER04Q1.TXT,table,ther,3162391
2004q1,laers,README.doc,documentation,,31232
2004q1,laers,SIZE04Q1.TXT,documentation,,1063
2004q2,laers,ascii/,directory,,0
2004q2,laers,ascii/Asc_nts.doc,documentation,,91648
2004q2,laers,ascii/DEMO04Q2.TXT,table,demo,7401827
2004q2,laers,ascii/DRUG04Q2.TXT,table,drug,12850228
2004q2,laers,ascii/INDI04Q2.TXT,table,indi,3026663
2004q2,laers,ascii/OUTC04Q2.TXT,table,outc,808835
2004q2,laers,ascii/REAC04Q2.TXT,table,reac,6975162
2004q2,laers,ascii/RPSR04Q2.TXT,table,rpsr,1075055
2004q2,laers,ascii/STAT04Q2.TXT,table,stat,11770
2004q2,laers,ascii/THER04Q2.TXT,table,ther,3062870
2004q2,laers,README.doc,documentation,,31232
2004q2,laers,SIZE04Q2.TXT,documentation,,1063
2004q3,laers,ascii/,directory,,0
2004q3,laers,ascii/Asc_nts.doc,documentation,,91648
2004q3,laers,ascii/DEMO04Q3.TXT,table,demo,9286180
2004q3,laers,ascii/DRUG04Q3.TXT,table,drug,14782255
2004q3,laers,ascii/INDI04Q3.TXT,table,indi,3677164
2004q3,laers,ascii/OUTC04Q3.TXT,table,outc,869298
2004q3,laers,ascii/REAC04Q3.TXT,table,reac,7897198
2004q3,laers,ascii/RPSR04Q3.TXT,table,rpsr,1192744
2004q3,laers,ascii/STAT04Q3.TXT,table,stat,11770
2004q3,laers,ascii/THER04Q3.TXT,table,ther,3527404
2004q3,laers,README.doc,documentation,,31232
2004q3,laers,SIZE04Q3.TXT,documentation,,1063
2004q4,laers,ascii/,directory,,0
2004q4,laers,ascii/Asc_nts.doc,documentation,,91648
2004q4,laers,ascii/DEMO04Q4.TXT,table,demo,8712746
2004q4,laers,ascii/DRUG04Q4.TXT,table,drug,14999740
2004q4,laers,ascii/INDI04Q4.TXT,table,indi,3745869
2004q4,laers,ascii/OUTC04Q4.TXT,table,outc,962534
2004q4,laers,ascii/REAC04Q4.TXT,table,reac,8001096
2004q4,laers,ascii/RPSR04Q4.TXT,table,rpsr,991882
2004q4,laers,ascii/STAT04Q4.TXT,table,stat,11298
2004q4,laers,ascii/THER04Q4.TXT,table,ther,3532615
2004q4,laers,README.doc,documentation,,31232
2004q4,laers,SIZE04Q4.TXT,documentation,,1063
2005q1,laers,ascii/,directory,,0
2005q1,laers,ascii/Asc_nts.doc,documentation,,91648
2005q1,laers,ascii/DEMO05Q1.TXT,table,demo,9263697
2005q1,laers,ascii/DRUG05Q1.TXT,table,drug,15040320
2005q1,laers,ascii/INDI05Q1.TXT,table,indi,4150255
2005q1,laers,ascii/OUTC05Q1.TXT,table,outc,1003523
2005q1,laers,ascii/REAC05Q1.TXT,table,reac,8549404
2005q1,laers,ascii/RPSR05Q1.TXT,table,rpsr,941718
2005q1,laers,ascii/STAT05Q1.TXT,table,stat,11711
2005q1,laers,ascii/THER05Q1.TXT,table,ther,3737954
2005q1,laers,README.doc,documentation,,31232
2005q1,laers,SIZE05Q1.TXT,documentation,,1063
2005q2,laers,ascii/,directory,,0
2005q2,laers,ascii/Asc_nts.doc,documentation,,91648
2005q2,laers,ascii/DEMO05Q2.TXT,table,demo,9827500
2005q2,laers,ascii/DRUG05Q2.TXT,table,drug,17477377
2005q2,laers,ascii/INDI05Q2.TXT,table,indi,4766959
2005q2,laers,ascii/OUTC05Q2.TXT,table,outc,1051272
2005q2,laers,ascii/REAC05Q2.TXT,table,reac,9178937
2005q2,laers,ascii/RPSR05Q2.TXT,table,rpsr,1115798
2005q2,laers,ascii/STAT05Q2.TXT,table,stat,11711
2005q2,laers,ascii/THER05Q2.TXT,table,ther,4260325
2005q2,laers,README.doc,documentation,,42496
2005q2,laers,SIZE05Q2.TXT,documentation,,1063
2005q3,laers,ascii/,directory,,0
2005q3,laers,ascii/Asc_nts.doc,documentation,,84992
2005q3,laers,ascii/DEMO05Q3.TXT,table,demo,11047268
2005q3,laers,ascii/DRUG05Q3.TXT,table,drug,16610960
2005q3,laers,ascii/INDI05Q3.TXT,table,indi,4552150
2005q3,laers,ascii/OUTC05Q3.TXT,table,outc,1089726
2005q3,laers,ascii/REAC05Q3.TXT,table,reac,9130476
2005q3,laers,ascii/RPSR05Q3.TXT,table,rpsr,1012456
2005q3,laers,ascii/STAT05Q3.TXT,table,stat,11767
2005q3,laers,ascii/THER05Q3.TXT,table,ther,4431588
2005q3,laers,README.doc,documentation,,41984
2005q3,laers,SIZE05Q3.TXT,documentation,,1063
2005q4,laers,ascii/,directory,,0
2005q4,laers,ascii/Asc_nts.doc,documentation,,84992
2005q4,laers,ascii/DEMO05Q4.TXT,table,demo,12081958
2005q4,laers,ascii/DRUG05Q4.TXT,table,drug,17417440
2005q4,laers,ascii/INDI05Q4.TXT,table,indi,4428617
2005q4,laers,ascii/OUTC05Q4.TXT,table,outc,1164554
2005q4,laers,ascii/REAC05Q4.TXT,table,reac,9849631
2005q4,laers,ascii/RPSR05Q4.TXT,table,rpsr,1013578
2005q4,laers,ascii/STAT05Q4.TXT,table,stat,11885
2005q4,laers,ascii/THER05Q4.TXT,table,ther,4288466
2005q4,laers,README.doc,documentation,,41984
2005q4,laers,SIZE05Q4.TXT,documentation,,1063
2006q1,laers,ascii/,directory,,0
2006q1,laers,ascii/Asc_nts.doc,documentation,,85504
2006q1,laers,ascii/DEMO06Q1.TXT,table,demo,12312845
2006q1,laers,ascii/DRUG06Q1.TXT,table,drug,18054723
2006q1,laers,ascii/INDI06Q1.TXT,table,indi,5069335
2006q1,laers,ascii/OUTC06Q1.TXT,table,outc,1254709
2006q1,laers,ascii/REAC06Q1.TXT,table,reac,11163357
2006q1,laers,ascii/RPSR06Q1.TXT,table,rpsr,937899
2006q1,laers,ascii/STAT06Q1.TXT,table,stat,11826
2006q1,laers,ascii/THER06Q1.TXT,table,ther,4956274
2006q1,laers,README.doc,documentation,,41984
2006q1,laers,SIZE06Q1.TXT,documentation,,1063
2006q2,laers,ascii/,directory,,0
2006q2,laers,ascii/Asc_nts.doc,documentation,,85504
2006q2,laers,ascii/DEMO06Q2.TXT,table,demo,10835590
2006q2,laers,ascii/DRUG06Q2.TXT,table,drug,16793469
2006q2,laers,ascii/INDI06Q2.TXT,table,indi,4740599
2006q2,laers,ascii/OUTC06Q2.TXT,table,outc,1136201
2006q2,laers,ascii/REAC06Q2.TXT,table,reac,10645361
2006q2,laers,ascii/RPSR06Q2.TXT,table,rpsr,972583
2006q2,laers,ascii/STAT06Q2.TXT,table,stat,11944
2006q2,laers,ascii/THER06Q2.TXT,table,ther,4582340
2006q2,laers,README.doc,documentation,,41984
2006q2,laers,SIZE06Q2.TXT,documentation,,1063
2006q3,laers,ascii/,directory,,0
2006q3,laers,ascii/Asc_nts.doc,documentation,,85504
2006q3,laers,ascii/DEMO06Q3.TXT,table,demo,9669471
2006q3,laers,ascii/DRUG06Q3.TXT,table,drug,14922006
2006q3,laers,ascii/INDI06Q3.TXT,table,indi,4483678
2006q3,laers,ascii/OUTC06Q3.TXT,table,outc,932257
2006q3,laers,ascii/REAC06Q3.TXT,table,reac,7804746
2006q3,laers,ascii/RPSR06Q3.TXT,table,rpsr,913672
2006q3,laers,ascii/STAT06Q3.TXT,table,stat,11649
2006q3,laers,ascii/THER06Q3.TXT,table,ther,3899287
2006q3,laers,README.doc,documentation,,41984
2006q3,laers,SIZE06Q3.TXT,documentation,,1063
2006q4,laers,ascii/,directory,,0
2006q4,laers,ascii/Asc_nts.doc,documentation,,85504
2006q4,laers,ascii/DEMO06Q4.TXT,table,demo,11173894
2006q4,laers,ascii/DRUG06Q4.TXT,table,drug,16115935
2006q4,laers,ascii/INDI06Q4.TXT,table,indi,4807354
2006q4,laers,ascii/OUTC06Q4.TXT,table,outc,1005187
2006q4,laers,ascii/REAC06Q4.TXT,table,reac,8364779
2006q4,laers,ascii/RPSR06Q4.TXT,table,rpsr,848988
2006q4,laers,ascii/STAT06Q4.TXT,table,stat,11708
2006q4,laers,ascii/THER06Q4.TXT,table,ther,4335073
2006q4,laers,README.doc,documentation,,41984
2006q4,laers,SIZE06Q4.TXT,documentation,,1063
2007q1,laers,ascii/,directory,,0
2007q1,laers,ascii/Asc_nts.doc,documentation,,85504
2007q1,laers,ascii/DEMO07Q1.TXT,table,demo,12195755
2007q1,laers,ascii/DRUG07Q1.TXT,table,drug,17490819
2007q1,laers,ascii/INDI07Q1.TXT,table,indi,5307004
2007q1,laers,ascii/OUTC07Q1.TXT,table,outc,1124176
2007q1,laers,ascii/REAC07Q1.TXT,table,reac,8094531
2007q1,laers,ascii/RPSR07Q1.TXT,table,rpsr,802880
2007q1,laers,ascii/STAT07Q1.TXT,table,stat,11590
2007q1,laers,ascii/THER07Q1.TXT,table,ther,4552517
2007q1,laers,README.doc,documentation,,41984
2007q1,laers,SIZE07Q1.TXT,documentation,,1063
2007q2,laers,ascii/,directory,,0
2007q2,laers,ascii/Asc_nts.doc,documentation,,85504
2007q2,laers,ascii/DEMO07Q2.TXT,table,demo,11358051
2007q2,laers,ascii/DRUG07Q2.TXT,table,drug,17087974
2007q2,laers,ascii/INDI07Q2.TXT,table,indi,5493449
2007q2,laers,ascii/OUTC07Q2.TXT,table,outc,1124943
2007q2,laers,ascii/REAC07Q2.TXT,table,reac,8030849
2007q2,laers,ascii/RPSR07Q2.TXT,table,rpsr,682003
2007q2,laers,ascii/STAT07Q2.TXT,table,stat,11708
2007q2,laers,ascii/THER07Q2.TXT,table,ther,4627498
2007q2,laers,README.doc,documentation,,41984
2007q2,laers,SIZE07Q2.TXT,documentation,,1063
2007q3,laers,ascii/,directory,,0
2007q3,laers,ascii/Asc_nts.doc,documentation,,85504
2007q3,laers,ascii/DEMO07Q3.TXT,table,demo,12898437
2007q3,laers,ascii/DRUG07Q3.TXT,table,drug,17987128
2007q3,laers,ascii/INDI07Q3.TXT,table,indi,5653381
2007q3,laers,ascii/OUTC07Q3.TXT,table,outc,1156546
2007q3,laers,ascii/REAC07Q3.TXT,table,reac,8469463
2007q3,laers,ascii/RPSR07Q3.TXT,table,rpsr,649155
2007q3,laers,ascii/STAT07Q3.TXT,table,stat,11767
2007q3,laers,ascii/THER07Q3.TXT,table,ther,4826112
2007q3,laers,README.doc,documentation,,46592
2007q3,laers,SIZE07Q3.TXT,documentation,,1063
2007q4,laers,ascii/,directory,,0
2007q4,laers,ascii/Asc_nts.doc,documentation,,85504
2007q4,laers,ascii/DEMO07Q4.TXT,table,demo,14910011
2007q4,laers,ascii/DRUG07Q4.TXT,table,drug,20636658
2007q4,laers,ascii/INDI07Q4.TXT,table,indi,6884882
2007q4,laers,ascii/OUTC07Q4.TXT,table,outc,1189995
2007q4,laers,ascii/REAC07Q4.TXT,table,reac,9831111
2007q4,laers,ascii/RPSR07Q4.TXT,table,rpsr,653758
2007q4,laers,ascii/STAT07Q4.TXT,table,stat,11885
2007q4,laers,ascii/THER07Q4.TXT,table,ther,5699793
2007q4,laers,README.doc,documentation,,46592
2007q4,laers,SIZE07Q4.TXT,documentation,,1063
2008q1,laers,ascii/,directory,,0
2008q1,laers,ascii/Asc_nts.doc,documentation,,91648
2008q1,laers,ascii/DEMO08Q1.TXT,table,demo,14503933
2008q1,laers,ascii/DRUG08Q1.TXT,table,drug,20618218
2008q1,laers,ascii/INDI08Q1.TXT,table,indi,7190879
2008q1,laers,ascii/OUTC08Q1.TXT,table,outc,1258895
2008q1,laers,ascii/REAC08Q1.TXT,table,reac,9849178
2008q1,laers,ascii/RPSR08Q1.TXT,table,rpsr,643444
2008q1,laers,ascii/STAT08Q1.TXT,table,stat,11885
2008q1,laers,ascii/THER08Q1.TXT,table,ther,5667957
2008q1,laers,README.doc,documentation,,47104
2008q1,laers,SIZE08Q1.TXT,documentation,,1063
2008q2,laers,ascii/,directory,,0
2008q2,laers,ascii/Asc_nts.doc,documentation,,91648
2008q2,laers,ascii/DEMO08Q2.TXT,table,demo,14685587
2008q2,laers,ascii/DRUG08Q2.TXT,table,drug,21347228
2008q2,laers,ascii/INDI08Q2.TXT,table,indi,7330821
2008q2,laers,ascii/OUTC08Q2.TXT,table,outc,1308633
2008q2,laers,ascii/REAC08Q2.TXT,table,reac,10814998
2008q2,laers,ascii/RPSR08Q2.TXT,table,rpsr,590993
2008q2,laers,ascii/STAT08Q2.TXT,table,stat,11708
2008q2,laers,ascii/THER08Q2.TXT,table,ther,5851363
2008q2,laers,README.doc,documentation,,47104
2008q2,laers,SIZE08Q2.TXT,documentation,,1063
2008q3,laers,ascii/,directory,,0
2008q3,laers,ascii/Asc_nts.doc,documentation,,92160
2008q3,laers,ascii/DEMO08Q3.TXT,table,demo,14947262
2008q3,laers,ascii/DRUG08Q3.TXT,table,drug,22286399
2008q3,laers,ascii/INDI08Q3.TXT,table,indi,8054735
2008q3,laers,ascii/OUTC08Q3.TXT,table,outc,1333996
2008q3,laers,ascii/REAC08Q3.TXT,table,reac,10740781
2008q3,laers,ascii/RPSR08Q3.TXT,table,rpsr,593300
2008q3,laers,ascii/STAT08Q3.TXT,table,stat,11944
2008q3,laers,ascii/THER08Q3.TXT,table,ther,6105181
2008q3,laers,README.doc,documentation,,49152
2008q3,laers,SIZE08Q3.TXT,documentation,,1063
2008q4,laers,ascii/,directory,,0
2008q4,laers,ascii/Asc_nts.doc,documentation,,93696
2008q4,laers,ascii/DEMO08Q4.TXT,table,demo,16555181
2008q4,laers,ascii/DRUG08Q4.TXT,table,drug,22987331
2008q4,laers,ascii/INDI08Q4.TXT,table,indi,8717988
2008q4,laers,ascii/OUTC08Q4.TXT,table,outc,1340717
2008q4,laers,ascii/REAC08Q4.TXT,table,reac,10930802
2008q4,laers,ascii/RPSR08Q4.TXT,table,rpsr,513454
2008q4,laers,ascii/STAT08Q4.TXT,table,stat,12121
2008q4,laers,ascii/THER08Q4.TXT,table,ther,6529974
2008q4,laers,README.doc,documentation,,49664
2008q4,laers,SIZE08Q4.TXT,documentation,,1063
2009q1,laers,ascii/,directory,,0
2009q1,laers,ascii/Asc_nts.doc,documentation,,93696
2009q1,laers,ascii/DEMO09Q1.TXT,table,demo,15333246
2009q1,laers,ascii/DRUG09Q1.TXT,table,drug,22633544
2009q1,laers,ascii/INDI09Q1.TXT,table,indi,8572810
2009q1,laers,ascii/OUTC09Q1.TXT,table,outc,1421109
2009q1,laers,ascii/REAC09Q1.TXT,table,reac,10160560
2009q1,laers,ascii/RPSR09Q1.TXT,table,rpsr,506227
2009q1,laers,ascii/STAT09Q1.TXT,table,stat,11767
2009q1,laers,ascii/THER09Q1.TXT,table,ther,6078572
2009q1,laers,README.doc,documentation,,49664
2009q1,laers,SIZE09Q1.TXT,documentation,,944
2009q2,laers,ascii/,directory,,0
2009q2,laers,ascii/Asc_nts.doc,documentation,,93696
2009q2,laers,ascii/DEMO09Q2.TXT,table,demo,15348306
2009q2,laers,ascii/DRUG09Q2.TXT,table,drug,25493449
2009q2,laers,ascii/INDI09Q2.TXT,table,indi,9245096
2009q2,laers,ascii/OUTC09Q2.TXT,table,outc,1483379
2009q2,laers,ascii/REAC09Q2.TXT,table,reac,11075044
2009q2,laers,ascii/RPSR09Q2.TXT,table,rpsr,461185
2009q2,laers,ascii/STAT09Q2.TXT,table,stat,12003
2009q2,laers,ascii/THER09Q2.TXT,table,ther,7581926
2009q2,laers,README.doc,documentation,,49664
2009q2,laers,SIZE09Q2.TXT,documentation,,1063
2009q3,laers,ascii/,directory,,0
2009q3,laers,ascii/Asc_nts.doc,documentation,,93696
2009q3,laers,ascii/DEMO09Q3.TXT,table,demo,18012731
2009q3,laers,ascii/DRUG09Q3.TXT,table,drug,29129995
2009q3,laers,ascii/INDI09Q3.TXT,table,indi,11574185
2009q3,laers,ascii/OUTC09Q3.TXT,table,outc,1531011
2009q3,laers,ascii/REAC09Q3.TXT,table,reac,12226020
2009q3,laers,ascii/RPSR09Q3.TXT,table,rpsr,485429
2009q3,laers,ascii/STAT09Q3.TXT,table,stat,12003
2009q3,laers,ascii/THER09Q3.TXT,table,ther,8187370
2009q3,laers,README.doc,documentation,,49664
2009q3,laers,SIZE09Q3.TXT,documentation,,1063
2009q4,laers,ascii/,directory,,0
2009q4,laers,ascii/Asc_nts.doc,documentation,,93696
2009q4,laers,ascii/DEMO09Q4.TXT,table,demo,19057350
2009q4,laers,ascii/DRUG09Q4.TXT,table,drug,28490128
2009q4,laers,ascii/INDI09Q4.TXT,table,indi,10136733
2009q4,laers,ascii/OUTC09Q4.TXT,table,outc,1693004
2009q4,laers,ascii/REAC09Q4.TXT,table,reac,13559380
2009q4,laers,ascii/RPSR09Q4.TXT,table,rpsr,536391
2009q4,laers,ascii/STAT09Q4.TXT,table,stat,12003
2009q4,laers,ascii/THER09Q4.TXT,table,ther,8034303
2009q4,laers,README.doc,documentation,,49664
2009q4,laers,SIZE09Q4.TXT,documentation,,1063
2010q1,laers,ascii/,directory,,0
2010q1,laers,ascii/Asc_nts.doc,documentation,,93696
2010q1,laers,ascii/DEMO10Q1.TXT,table,demo,18710369
2010q1,laers,ascii/DRUG10Q1.TXT,table,drug,29311096
2010q1,laers,ascii/INDI10Q1.TXT,table,indi,10544825
2010q1,laers,ascii/OUTC10Q1.TXT,table,outc,1651482
2010q1,laers,ascii/REAC10Q1.TXT,table,reac,13461614
2010q1,laers,ascii/RPSR10Q1.TXT,table,rpsr,487617
2010q1,laers,ascii/STAT10Q1.TXT,table,stat,11885
2010q1,laers,ascii/THER10Q1.TXT,table,ther,7937963
2010q1,laers,README.doc,documentation,,49664
2010q1,laers,SIZE10Q1.TXT,documentation,,1063
2010q2,laers,ascii/,directory,,0
2010q2,laers,ascii/Asc_nts.doc,documentation,,93696
2010q2,laers,ascii/DEMO10Q2.TXT,table,demo,19965595
2010q2,laers,ascii/DRUG10Q2.TXT,table,drug,31885203
2010q2,laers,ascii/INDI10Q2.TXT,table,indi,11361717
2010q2,laers,ascii/OUTC10Q2.TXT,table,outc,1830063
2010q2,laers,ascii/REAC10Q2.TXT,table,reac,14662215
2010q2,laers,ascii/RPSR10Q2.TXT,table,rpsr,502935
2010q2,laers,ascii/STAT10Q2.TXT,table,stat,11885
2010q2,laers,ascii/THER10Q2.TXT,table,ther,9032832
2010q2,laers,README.doc,documentation,,50176
2010q2,laers,SIZE10Q2.TXT,documentation,,1063
2010q3,laers,ascii/,directory,,0
2010q3,laers,ascii/Asc_nts.doc,documentation,,95232
2010q3,laers,ascii/DEMO10Q3.TXT,table,demo,29081088
2010q3,laers,ascii/DRUG10Q3.TXT,table,drug,42441732
2010q3,laers,ascii/INDI10Q3.TXT,table,indi,16199721
2010q3,laers,ascii/OUTC10Q3.TXT,table,outc,2142570
2010q3,laers,ascii/REAC10Q3.TXT,table,reac,19222577
2010q3,laers,ascii/RPSR10Q3.TXT,table,rpsr,512673
2010q3,laers,ascii/STAT10Q3.TXT,table,stat,12121
2010q3,laers,ascii/THER10Q3.TXT,table,ther,11172310
2010q3,laers,README.doc,documentation,,52224
2010q3,laers,SIZE10Q3.TXT,documentation,,1063
2010q4,laers,ascii/,directory,,0
2010q4,laers,ascii/Asc_nts.doc,documentation,,95232
2010q4,laers,ascii/DEMO10Q4.TXT,table,demo,25286721
2010q4,laers,ascii/DRUG10Q4.TXT,table,drug,35949047
2010q4,laers,ascii/INDI10Q4.TXT,table,indi,12970713
2010q4,laers,ascii/OUTC10Q4.TXT,table,outc,2059526
2010q4,laers,ascii/REAC10Q4.TXT,table,reac,17330814
2010q4,laers,ascii/RPSR10Q4.TXT,table,rpsr,449998
2010q4,laers,ascii/STAT10Q4.TXT,table,stat,11944
2010q4,laers,ascii/THER10Q4.TXT,table,ther,9843793
2010q4,laers,README.doc,documentation,,52224
2010q4,laers,SIZE10Q4.TXT,documentation,,1063
2011q1,laers,ascii/,directory,,0
2011q1,laers,ascii/Asc_nts.doc,documentation,,95232
2011q1,laers,ascii/DEMO11Q1.TXT,table,demo,25508978
2011q1,laers,ascii/DRUG11Q1.TXT,table,drug,37790579
2011q1,laers,ascii/INDI11Q1.TXT,table,indi,14745817
2011q1,laers,ascii/OUTC11Q1.TXT,table,outc,2174511
2011q1,laers,ascii/REAC11Q1.TXT,table,reac,17520119
2011q1,laers,ascii/RPSR11Q1.TXT,table,rpsr,465911
2011q1,laers,ascii/STAT11Q1.TXT,table,stat,12003
2011q1,laers,ascii/THER11Q1.TXT,table,ther,10767058
2011q1,laers,README.doc,documentation,,52224
2011q1,laers,SIZE11Q1.TXT,documentation,,1063
2011q2,laers,ascii/,directory,,0
2011q2,laers,ascii/Asc_nts.doc,documentation,,95232
2011q2,laers,ascii/DEMO11Q2.TXT,table,demo,27492417
2011q2,laers,ascii/DRUG11Q2.TXT,table,drug,42141802
2011q2,laers,ascii/INDI11Q2.TXT,table,indi,14381364
2011q2,laers,ascii/OUTC11Q2.TXT,table,outc,2540006
2011q2,laers,ascii/REAC11Q2.TXT,table,reac,19888751
2011q2,laers,ascii/RPSR11Q2.TXT,table,rpsr,485799
2011q2,laers,ascii/STAT11Q2.TXT,table,stat,12121
2011q2,laers,ascii/THER11Q2.TXT,table,ther,12522883
2011q2,laers,README.doc,documentation,,52224
2011q2,laers,SIZE11Q2.TXT,documentation,,1063
2011q3,laers,ascii/,directory,,0
2011q3,laers,ascii/Asc_nts.doc,documentation,,95232
2011q3,laers,ascii/DEMO11Q3.TXT,table,demo,28210065
2011q3,laers,ascii/DRUG11Q3.TXT,table,drug,42100786
2011q3,laers,ascii/INDI11Q3.TXT,table,indi,15702818
2011q3,laers,ascii/OUTC11Q3.TXT,table,outc,2492010
2011q3,laers,ascii/REAC11Q3.TXT,table,reac,19698362
2011q3,laers,ascii/RPSR11Q3.TXT,table,rpsr,562303
2011q3,laers,ascii/STAT11Q3.TXT,table,stat,12003
2011q3,laers,ascii/THER11Q3.TXT,table,ther,12404851
2011q3,laers,README.doc,documentation,,52224
2011q3,laers,SIZE11Q3.TXT,documentation,,1063
2011q4,laers,ascii/,directory,,0
2011q4,laers,ascii/Asc_nts.doc,documentation,,95232
2011q4,laers,ascii/DEMO11Q4.TXT,table,demo,29483322
2011q4,laers,ascii/DRUG11Q4.TXT,table,drug,41121290
2011q4,laers,ascii/INDI11Q4.TXT,table,indi,14729937
2011q4,laers,ascii/OUTC11Q4.TXT,table,outc,2366755
2011q4,laers,ascii/REAC11Q4.TXT,table,reac,20590276
2011q4,laers,ascii/RPSR11Q4.TXT,table,rpsr,474321
2011q4,laers,ascii/STAT11Q4.TXT,table,stat,12003
2011q4,laers,ascii/THER11Q4.TXT,table,ther,12015348
2011q4,laers,README.doc,documentation,,52224
2011q4,laers,SIZE11Q4.TXT,documentation,,1063
2012q1,laers,ascii/,directory,,0
2012q1,laers,ascii/Asc_nts.doc,documentation,,95232
2012q1,laers,ascii/DEMO12Q1.TXT,table,demo,32596710
2012q1,laers,ascii/DRUG12Q1.TXT,table,drug,47663803
2012q1,laers,ascii/INDI12Q1.TXT,table,indi,18776618
2012q1,laers,ascii/OUTC12Q1.TXT,table,outc,2635361
2012q1,laers,ascii/REAC12Q1.TXT,table,reac,22208304
2012q1,laers,ascii/RPSR12Q1.TXT,table,rpsr,600357
2012q1,laers,ascii/STAT12Q1.TXT,table,stat,11944
2012q1,laers,ascii/THER12Q1.TXT,table,ther,13095043
2012q1,laers,README.doc,documentation,,52224
2012q1,laers,SIZE12Q1.TXT,documentation,,1063
2012q2,laers,ascii/,directory,,0
2012q2,laers,ascii/Asc_nts.doc,documentation,,95232
2012q2,laers,ascii/DEMO12Q2.TXT,table,demo,31661511
2012q2,laers,ascii/DRUG12Q2.TXT,table,drug,46032579
2012q2,laers,ascii/INDI12Q2.TXT,table,indi,16044558
2012q2,laers,ascii/OUTC12Q2.TXT,table,outc,2685034
2012q2,laers,ascii/REAC12Q2.TXT,table,reac,22277987
2012q2,laers,ascii/RPSR12Q2.TXT,table,rpsr,543334
2012q2,laers,ascii/STAT12Q2.TXT,table,stat,12062
2012q2,laers,ascii/THER12Q2.TXT,table,ther,12952994
2012q2,laers,README.doc,documentation,,52224
2012q2,laers,SIZE12Q2.TXT,documentation,,1063
2012q3,laers,ascii/,directory,,0
2012q3,laers,ascii/Asc_nts.doc,documentation,,97280
2012q3,laers,ascii/DEMO12Q3.TXT,table,demo,19015896
2012q3,laers,ascii/DRUG12Q3.TXT,table,drug,29293211
2012q3,laers,ascii/INDI12Q3.TXT,table,indi,10758318
2012q3,laers,ascii/OUTC12Q3.TXT,table,outc,1597610
2012q3,laers,ascii/REAC12Q3.TXT,table,reac,13335410
2012q3,laers,ascii/RPSR12Q3.TXT,table,rpsr,150391
2012q3,laers,ascii/STAT12Q3.TXT,table,stat,11708
2012q3,laers,ascii/THER12Q3.TXT,table,ther,8089259
2012q3,laers,README.doc,documentation,,54272
2012q3,laers,SIZE12Q3.TXT,documentation,,999
2012q4,faers_early,ascii/,directory,,0
2012q4,faers_early,ascii/ASC_NTS.doc,documentation,,163840
2012q4,faers_early,ascii/demo12q4.pdf,documentation,,153637
2012q4,faers_early,ascii/demo12q4.txt,table,demo,28965751
2012q4,faers_early,ascii/drug12q4.pdf,documentation,,348533
2012q4,faers_early,ascii/drug12q4.txt,table,drug,55297599
2012q4,faers_early,ascii/indi12q4.pdf,documentation,,56306
2012q4,faers_early,ascii/indi12q4.txt,table,indi,18136220
2012q4,faers_early,ascii/outc12q4.pdf,documentation,,57673
2012q4,faers_early,ascii/outc12q4.txt,table,outc,4026405
2012q4,faers_early,ascii/reac12q4.pdf,documentation,,50622
2012q4,faers_early,ascii/reac12q4.txt,table,reac,25340629
2012q4,faers_early,ascii/rpsr12q4.pdf,documentation,,59736
2012q4,faers_early,ascii/rpsr12q4.txt,table,rpsr,557043
2012q4,faers_early,ascii/ther12q4.pdf,documentation,,54610
2012q4,faers_early,ascii/ther12q4.txt,table,ther,11186571
2012q4,faers_early,FAQs.doc,documentation,,61440
2012q4,faers_early,README.doc,documentation,,63488
2013q1,faers_early,ascii/,directory,,0
2013q1,faers_early,ascii/ASC_NT.pdf,documentation,,76517
2013q1,faers_early,ascii/demo13q1.pdf,documentation,,55857
2013q1,faers_early,ascii/DEMO13Q1.txt,table,demo,27668077
2013q1,faers_early,ascii/drug13q1.pdf,documentation,,95236
2013q1,faers_early,ascii/DRUG13Q1.txt,table,drug,50965414
2013q1,faers_early,ascii/indi13q1.pdf,documentation,,45277
2013q1,faers_early,ascii/INDI13Q1.txt,table,indi,19234567
2013q1,faers_early,ascii/outc13q1.pdf,documentation,,57182
2013q1,faers_early,ascii/OUTC13Q1.txt,table,outc,3228881
2013q1,faers_early,ascii/reac13q1.pdf,documentation,,48525
2013q1,faers_early,ascii/REAC13Q1.txt,table,reac,22654673
2013q1,faers_early,ascii/rpsr13q1.pdf,documentation,,57479
2013q1,faers_early,ascii/RPSR13Q1.txt,table,rpsr,1159052
2013q1,faers_early,ascii/ther13q1.pdf,documentation,,53296
2013q1,faers_early,ascii/THER13Q1.txt,table,ther,9663442
2013q1,faers_early,FAQs.doc,documentation,,64000
2013q1,faers_early,Readme.doc,documentation,,59392
2013q2,faers_early,ascii/,directory,,0
