quarter,era,member,kind,table,uncompressed_bytes
2022q1,faers_modern,Readme.pdf,documentation,,131553
2022q2,faers_modern,ASCII/,directory,,0
2022q2,faers_modern,ASCII/ASC_NTS.pdf,documentation,,317222
2022q2,faers_modern,ASCII/DEMO22Q2.pdf,documentation,,313361
2022q2,faers_modern,ASCII/DEMO22Q2.txt,table,demo,62849513
2022q2,faers_modern,ASCII/DRUG22Q2.pdf,documentation,,336440
2022q2,faers_modern,ASCII/DRUG22Q2.txt,table,drug,181503321
2022q2,faers_modern,ASCII/INDI22Q2.pdf,documentation,,182647
2022q2,faers_modern,ASCII/INDI22Q2.txt,table,indi,53542151
2022q2,faers_modern,ASCII/OUTC22Q2.pdf,documentation,,146475
2022q2,faers_modern,ASCII/OUTC22Q2.txt,table,outc,7164223
2022q2,faers_modern,ASCII/REAC22Q2.pdf,documentation,,136077
2022q2,faers_modern,ASCII/REAC22Q2.txt,table,reac,54969752
2022q2,faers_modern,ASCII/RPSR22Q2.pdf,documentation,,149702
2022q2,faers_modern,ASCII/RPSR22Q2.txt,table,rpsr,309087
2022q2,faers_modern,ASCII/THER22Q2.pdf,documentation,,144000
2022q2,faers_modern,ASCII/THER22Q2.txt,table,ther,25125113
2022q2,faers_modern,Deleted/,directory,,0
2022q2,faers_modern,Deleted/DELETE22Q2.txt,deleted_cases,,50094
2022q2,faers_modern,FAQs.pdf,documentation,,94631
2022q2,faers_modern,Readme.pdf,documentation,,131553
2022q3,faers_modern,ASCII/,directory,,0
2022q3,faers_modern,ASCII/ASC_NTS.pdf,documentation,,348288
2022q3,faers_modern,ASCII/DEMO22Q3.pdf,documentation,,229739
2022q3,faers_modern,ASCII/DEMO22Q3.txt,table,demo,64040040
2022q3,faers_modern,ASCII/DRUG22Q3.pdf,documentation,,333876
2022q3,faers_modern,ASCII/DRUG22Q3.txt,table,drug,181715784
2022q3,faers_modern,ASCII/INDI22Q3.pdf,documentation,,133444
2022q3,faers_modern,ASCII/INDI22Q3.txt,table,indi,54175272
2022q3,faers_modern,ASCII/OUTC22Q3.pdf,documentation,,145972
2022q3,faers_modern,ASCII/OUTC22Q3.txt,table,outc,7614808
2022q3,faers_modern,ASCII/REAC22Q3.pdf,documentation,,144110
2022q3,faers_modern,ASCII/REAC22Q3.txt,table,reac,54572050
2022q3,faers_modern,ASCII/RPSR22Q3.pdf,documentation,,149391
2022q3,faers_modern,ASCII/RPSR22Q3.txt,table,rpsr,328324
2022q3,faers_modern,ASCII/THER22Q3.pdf,documentation,,144003
2022q3,faers_modern,ASCII/THER22Q3.txt,table,ther,26187460
2022q3,faers_modern,Deleted/,directory,,0
2022q3,faers_modern,Deleted/DELETE22Q3.txt,deleted_cases,,45140
2022q3,faers_modern,FAQs.pdf,documentation,,94631
2022q3,faers_modern,Readme.pdf,documentation,,131553
2022q4,faers_modern,ASCII/,directory,,0
2022q4,faers_modern,ASCII/ASC_NTS.pdf,documentation,,348288
2022q4,faers_modern,ASCII/DEMO22Q4.pdf,documentation,,220761
2022q4,faers_modern,ASCII/DEMO22Q4.txt,table,demo,68579826
2022q4,faers_modern,ASCII/DRUG22Q4.pdf,documentation,,331298
2022q4,faers_modern,ASCII/DRUG22Q4.txt,table,drug,203357374
2022q4,faers_modern,ASCII/INDI22Q4.pdf,documentation,,142175
2022q4,faers_modern,ASCII/INDI22Q4.txt,table,indi,62467623
2022q4,faers_modern,ASCII/OUTC22Q4.pdf,documentation,,144629
2022q4,faers_modern,ASCII/OUTC22Q4.txt,table,outc,7371244
2022q4,faers_modern,ASCII/REAC22Q4.pdf,documentation,,136076
2022q4,faers_modern,ASCII/REAC22Q4.txt,table,reac,60406816
2022q4,faers_modern,ASCII/RPSR22Q4.pdf,documentation,,147924
2022q4,faers_modern,ASCII/RPSR22Q4.txt,table,rpsr,321159
2022q4,faers_modern,ASCII/THER22Q4.pdf,documentation,,137441
2022q4,faers_modern,ASCII/THER22Q4.txt,table,ther,26687875
2022q4,faers_modern,Deleted/,directory,,0
2022q4,faers_modern,Deleted/DELETE22Q4.txt,deleted_cases,,32612
2022q4,faers_modern,FAQs.pdf,documentation,,94631
2022q4,faers_modern,Readme.pdf,documentation,,131553
2023q1,faers_modern,ASCII/,directory,,0
2023q1,faers_modern,ASCII/ASC_NTS.pdf,documentation,,348288
2023q1,faers_modern,ASCII/DEMO23Q1.pdf,documentation,,233343
2023q1,faers_modern,ASCII/DEMO23Q1.txt,table,demo,62674187
2023q1,faers_modern,ASCII/DRUG23Q1.pdf,documentation,,245977
2023q1,faers_modern,ASCII/DRUG23Q1.txt,table,drug,190802276
2023q1,faers_modern,ASCII/INDI23Q1.pdf,documentation,,141486
2023q1,faers_modern,ASCII/INDI23Q1.txt,table,indi,55846992
2023q1,faers_modern,ASCII/OUTC23Q1.pdf,documentation,,157750
2023q1,faers_modern,ASCII/OUTC23Q1.txt,table,outc,6812294
2023q1,faers_modern,ASCII/REAC23Q1.pdf,documentation,,139916
2023q1,faers_modern,ASCII/REAC23Q1.txt,table,reac,56015929
2023q1,faers_modern,ASCII/RPSR23Q1.pdf,documentation,,152978
2023q1,faers_modern,ASCII/RPSR23Q1.txt,table,rpsr,310379
2023q1,faers_modern,ASCII/THER23Q1.pdf,documentation,,143102
2023q1,faers_modern,ASCII/THER23Q1.txt,table,ther,25142115
2023q1,faers_modern,Deleted/,directory,,0
2023q1,faers_modern,Deleted/DELETE23Q1.txt,deleted_cases,,47258
2023q1,faers_modern,FAQs.pdf,documentation,,234204
2023q1,faers_modern,Readme.pdf,documentation,,131553
2023q2,faers_modern,ASCII/,directory,,0
2023q2,faers_modern,ASCII/ASC_NTS.pdf,documentation,,348288
2023q2,faers_modern,ASCII/DEMO23Q2.pdf,documentation,,234663
2023q2,faers_modern,ASCII/DEMO23Q2.txt,table,demo,60799458
2023q2,faers_modern,ASCII/DRUG23Q2.pdf,documentation,,512064
2023q2,faers_modern,ASCII/DRUG23Q2.txt,table,drug,190247364
2023q2,faers_modern,ASCII/INDI23Q2.pdf,documentation,,166747
2023q2,faers_modern,ASCII/INDI23Q2.txt,table,indi,55231210
2023q2,faers_modern,ASCII/OUTC23Q2.pdf,documentation,,135849
2023q2,faers_modern,ASCII/OUTC23Q2.txt,table,outc,6686713
2023q2,faers_modern,ASCII/REAC23Q2.pdf,documentation,,129208
2023q2,faers_modern,ASCII/REAC23Q2.txt,table,reac,55612217
2023q2,faers_modern,ASCII/RPSR23Q2.pdf,documentation,,154552
2023q2,faers_modern,ASCII/RPSR23Q2.txt,table,rpsr,319358
2023q2,faers_modern,ASCII/THER23Q2.pdf,documentation,,134094
2023q2,faers_modern,ASCII/THER23Q2.txt,table,ther,24774206
2023q2,faers_modern,Deleted/,directory,,0
2023q2,faers_modern,Deleted/DELETE23Q2.txt,deleted_cases,,50224
2023q2,faers_modern,FAQs.pdf,documentation,,234204
2023q2,faers_modern,Readme.pdf,documentation,,131553
2023q3,faers_modern,ASCII/,directory,,0
2023q3,faers_modern,ASCII/ASC_NTS.pdf,documentation,,348288
2023q3,faers_modern,ASCII/DEMO23Q3.pdf,documentation,,147900
2023q3,faers_modern,ASCII/DEMO23Q3.txt,table,demo,58702020
2023q3,faers_modern,ASCII/DRUG23Q3.pdf,documentation,,180572
2023q3,faers_modern,ASCII/DRUG23Q3.txt,table,drug,178835696
2023q3,faers_modern,ASCII/INDI23Q3.pdf,documentation,,118785
2023q3,faers_modern,ASCII/INDI23Q3.txt,table,indi,50490277
2023q3,faers_modern,ASCII/OUTC23Q3.pdf,documentation,,119392
2023q3,faers_modern,ASCII/OUTC23Q3.txt,table,outc,6770933
2023q3,faers_modern,ASCII/REAC23Q3.pdf,documentation,,121544
2023q3,faers_modern,ASCII/REAC23Q3.txt,table,reac,51520155
2023q3,faers_modern,ASCII/RPSR23Q3.pdf,documentation,,120053
2023q3,faers_modern,ASCII/RPSR23Q3.txt,table,rpsr,257676
2023q3,faers_modern,ASCII/THER23Q3.pdf,documentation,,119181
2023q3,faers_modern,ASCII/THER23Q3.txt,table,ther,21735200
2023q3,faers_modern,Deleted/,directory,,0
2023q3,faers_modern,Deleted/DELETE23Q3.txt,deleted_cases,,48880
2023q3,faers_modern,FAQs.pdf,documentation,,234204
2023q3,faers_modern,Readme.pdf,documentation,,131553
2023q4,faers_modern,ASCII/ASC_NTS.pdf,documentation,,348288
2023q4,faers_modern,ASCII/DEMO23Q4.pdf,documentation,,220888
2023q4,faers_modern,ASCII/DEMO23Q4.txt,table,demo,60509503
2023q4,faers_modern,ASCII/DRUG23Q4.pdf,documentation,,317402
2023q4,faers_modern,ASCII/DRUG23Q4.txt,table,drug,196015959
2023q4,faers_modern,ASCII/INDI23Q4.pdf,documentation,,137584
2023q4,faers_modern,ASCII/INDI23Q4.txt,table,indi,53070154
2023q4,faers_modern,ASCII/OUTC23Q4.pdf,documentation,,144763
2023q4,faers_modern,ASCII/OUTC23Q4.txt,table,outc,7222238
2023q4,faers_modern,ASCII/REAC23Q4.pdf,documentation,,136831
2023q4,faers_modern,ASCII/REAC23Q4.txt,table,reac,56431124
2023q4,faers_modern,ASCII/RPSR23Q4.pdf,documentation,,148032
2023q4,faers_modern,ASCII/RPSR23Q4.txt,table,rpsr,294539
2023q4,faers_modern,ASCII/THER23Q4.pdf,documentation,,142278
2023q4,faers_modern,ASCII/THER23Q4.txt,table,ther,23127073
2023q4,faers_modern,Deleted/DELETE23Q4.txt,deleted_cases,,26460
2023q4,faers_modern,FAQs.pdf,documentation,,216986
2023q4,faers_modern,Readme.pdf,documentation,,131553
2024q1,faers_modern,ASCII/,directory,,0
2024q1,faers_modern,ASCII/ASC_NTS.pdf,documentation,,348288
2024q1,faers_modern,ASCII/DEMO24Q1.pdf,documentation,,220486
2024q1,faers_modern,ASCII/DEMO24Q1.txt,table,demo,60171805
2024q1,faers_modern,ASCII/DRUG24Q1.pdf,documentation,,311405
2024q1,faers_modern,ASCII/DRUG24Q1.txt,table,drug,195901139
2024q1,faers_modern,ASCII/INDI24Q1.pdf,documentation,,134679
2024q1,faers_modern,ASCII/INDI24Q1.txt,table,indi,58067345
2024q1,faers_modern,ASCII/OUTC24Q1.pdf,documentation,,140205
2024q1,faers_modern,ASCII/OUTC24Q1.txt,table,outc,6500396
2024q1,faers_modern,ASCII/REAC24Q1.pdf,documentation,,134871
2024q1,faers_modern,ASCII/REAC24Q1.txt,table,reac,55978904
2024q1,faers_modern,ASCII/RPSR24Q1.pdf,documentation,,142782
2024q1,faers_modern,ASCII/RPSR24Q1.txt,table,rpsr,276489
2024q1,faers_modern,ASCII/THER24Q1.pdf,documentation,,137665
2024q1,faers_modern,ASCII/THER24Q1.txt,table,ther,21613154
2024q1,faers_modern,Deleted/,directory,,0
2024q1,faers_modern,Deleted/DELETE24Q1.txt,deleted_cases,,40768
2024q1,faers_modern,FAQs.pdf,documentation,,226060
2024q1,faers_modern,Readme.pdf,documentation,,131553
2024q2,faers_modern,ASCII/,directory,,0
2024q2,faers_modern,ASCII/ASC_NTS.pdf,documentation,,348288
2024q2,faers_modern,ASCII/DEMO24Q2.pdf,documentation,,728648
2024q2,faers_modern,ASCII/DEMO24Q2.txt,table,demo,59086409
2024q2,faers_modern,ASCII/DRUG24Q2.pdf,documentation,,868813
2024q2,faers_modern,ASCII/DRUG24Q2.txt,table,drug,192407835
2024q2,faers_modern,ASCII/INDI24Q2.pdf,documentation,,115567
2024q2,faers_modern,ASCII/INDI24Q2.txt,table,indi,56975080
2024q2,faers_modern,ASCII/OUTC24Q2.pdf,documentation,,182888
2024q2,faers_modern,ASCII/OUTC24Q2.txt,table,outc,6423328
2024q2,faers_modern,ASCII/REAC24Q2.pdf,documentation,,172875
2024q2,faers_modern,ASCII/REAC24Q2.txt,table,reac,54647029
2024q2,faers_modern,ASCII/RPSR24Q2.pdf,documentation,,186531
2024q2,faers_modern,ASCII/RPSR24Q2.txt,table,rpsr,257023
2024q2,faers_modern,ASCII/THER24Q2.pdf,documentation,,186634
2024q2,faers_modern,ASCII/THER24Q2.txt,table,ther,19519547
2024q2,faers_modern,Deleted/,directory,,0
2024q2,faers_modern,Deleted/DELETE24Q2.txt,deleted_cases,,48674
2024q2,faers_modern,FAQs.pdf,documentation,,259183
2024q2,faers_modern,Readme.pdf,documentation,,131553
2024q3,faers_modern,ASCII/,directory,,0
2024q3,faers_modern,ASCII/ASC_NTS.pdf,documentation,,348288
2024q3,faers_modern,ASCII/DEMO24Q3.pdf,documentation,,520196
2024q3,faers_modern,ASCII/DEMO24Q3.txt,table,demo,61185356
2024q3,faers_modern,ASCII/DRUG24Q3.pdf,documentation,,513188
2024q3,faers_modern,ASCII/DRUG24Q3.txt,table,drug,195345042
2024q3,faers_modern,ASCII/INDI24Q3.pdf,documentation,,185419
2024q3,faers_modern,ASCII/INDI24Q3.txt,table,indi,57296970
2024q3,faers_modern,ASCII/OUTC24Q3.pdf,documentation,,196449
2024q3,faers_modern,ASCII/OUTC24Q3.txt,table,outc,6638831
2024q3,faers_modern,ASCII/REAC24Q3.pdf,documentation,,173413
2024q3,faers_modern,ASCII/REAC24Q3.txt,table,reac,55644922
2024q3,faers_modern,ASCII/RPSR24Q3.pdf,documentation,,187846
2024q3,faers_modern,ASCII/RPSR24Q3.txt,table,rpsr,235979
2024q3,faers_modern,ASCII/THER24Q3.pdf,documentation,,187934
2024q3,faers_modern,ASCII/THER24Q3.txt,table,ther,19822919
2024q3,faers_modern,Deleted/,directory,,0
2024q3,faers_modern,Deleted/DELETE24Q3.txt,deleted_cases,,44720
2024q3,faers_modern,FAQs.pdf,documentation,,265323
2024q3,faers_modern,Readme.pdf,documentation,,131553
2024q4,faers_modern,ASCII/,directory,,0
2024q4,faers_modern,ASCII/ASC_NTS.pdf,documentation,,341968
2024q4,faers_modern,ASCII/DEMO24Q4.pdf,documentation,,147707
2024q4,faers_modern,ASCII/DEMO24Q4.txt,table,demo,62722869
2024q4,faers_modern,ASCII/DRUG24Q4.pdf,documentation,,228219
2024q4,faers_modern,ASCII/DRUG24Q4.txt,table,drug,204514132
2024q4,faers_modern,ASCII/INDI24Q4.pdf,documentation,,118124
2024q4,faers_modern,ASCII/INDI24Q4.txt,table,indi,57916319
2024q4,faers_modern,ASCII/OUTC24Q4.pdf,documentation,,119151
2024q4,faers_modern,ASCII/OUTC24Q4.txt,table,outc,6806393
2024q4,faers_modern,ASCII/REAC24Q4.pdf,documentation,,117115
2024q4,faers_modern,ASCII/REAC24Q4.txt,table,reac,55699569
2024q4,faers_modern,ASCII/RPSR24Q4.pdf,documentation,,120129
2024q4,faers_modern,ASCII/RPSR24Q4.txt,table,rpsr,259776
2024q4,faers_modern,ASCII/THER24Q4.pdf,documentation,,118492
2024q4,faers_modern,ASCII/THER24Q4.txt,table,ther,20341781
2024q4,faers_modern,Deleted/,directory,,0
2024q4,faers_modern,Deleted/DELETE24Q4.txt,deleted_cases,,41947
2024q4,faers_modern,FAQs.pdf,documentation,,265323
2024q4,faers_modern,Readme.pdf,documentation,,131553
2025q1,faers_modern,ASCII/,directory,,0
2025q1,faers_modern,ASCII/ASC_NTS.pdf,documentation,,341968
2025q1,faers_modern,ASCII/DEMO25Q1.pdf,documentation,,218294
2025q1,faers_modern,ASCII/DEMO25Q1.txt,table,demo,61709185
2025q1,faers_modern,ASCII/DRUG25Q1.pdf,documentation,,229840
2025q1,faers_modern,ASCII/DRUG25Q1.txt,table,drug,202811856
2025q1,faers_modern,ASCII/INDI25Q1.pdf,documentation,,140458
2025q1,faers_modern,ASCII/INDI25Q1.txt,table,indi,57743246
2025q1,faers_modern,ASCII/OUTC25Q1.pdf,documentation,,139953
2025q1,faers_modern,ASCII/OUTC25Q1.txt,table,outc,6697990
2025q1,faers_modern,ASCII/REAC25Q1.pdf,documentation,,131022
2025q1,faers_modern,ASCII/REAC25Q1.txt,table,reac,54148218
2025q1,faers_modern,ASCII/RPSR25Q1.pdf,documentation,,142474
2025q1,faers_modern,ASCII/RPSR25Q1.txt,table,rpsr,247367
2025q1,faers_modern,ASCII/THER25Q1.pdf,documentation,,159932
2025q1,faers_modern,ASCII/THER25Q1.txt,table,ther,18868704
2025q1,faers_modern,Deleted/,directory,,0
2025q1,faers_modern,Deleted/DELETE25Q1.txt,deleted_cases,,51579
2025q1,faers_modern,FAQs.pdf,documentation,,265323
2025q1,faers_modern,Readme.pdf,documentation,,131553
2025q2,faers_modern,ASCII/,directory,,0
2025q2,faers_modern,ASCII/ASC_NTS.pdf,documentation,,341968
2025q2,faers_modern,ASCII/DEMO25Q2.pdf,documentation,,181142
2025q2,faers_modern,ASCII/DEMO25Q2.txt,table,demo,60642139
2025q2,faers_modern,ASCII/DRUG25Q2.pdf,documentation,,381988
2025q2,faers_modern,ASCII/DRUG25Q2.txt,table,drug,185067205
2025q2,faers_modern,ASCII/INDI25Q2.pdf,documentation,,103864
2025q2,faers_modern,ASCII/INDI25Q2.txt,table,indi,54219100
2025q2,faers_modern,ASCII/OUTC25Q2.pdf,documentation,,105435
2025q2,faers_modern,ASCII/OUTC25Q2.txt,table,outc,6511033
2025q2,faers_modern,ASCII/REAC25Q2.pdf,documentation,,99411
2025q2,faers_modern,ASCII/REAC25Q2.txt,table,reac,50822957
2025q2,faers_modern,ASCII/RPSR25Q2.pdf,documentation,,108301
2025q2,faers_modern,ASCII/RPSR25Q2.txt,table,rpsr,250327
2025q2,faers_modern,ASCII/THER25Q2.pdf,documentation,,102556
2025q2,faers_modern,ASCII/THER25Q2.txt,table,ther,18789146
2025q2,faers_modern,Deleted/,directory,,0
2025q2,faers_modern,Deleted/DELETE25Q2.txt,deleted_cases,,57333
2025q2,faers_modern,FAQs.pdf,documentation,,270721
2025q2,faers_modern,Readme.pdf,documentation,,131553
2025q3,faers_modern,Readme.pdf,documentation,,131553
2025q3,faers_modern,ASCII/,directory,,0
2025q3,faers_modern,ASCII/DEMO25Q3.pdf,documentation,,115966
2025q3,faers_modern,ASCII/DRUG25Q3.txt,table,drug,213874965
2025q3,faers_modern,ASCII/OUTC25Q3.pdf,documentation,,104003
2025q3,faers_modern,ASCII/ASC_NTS.pdf,documentation,,341968
2025q3,faers_modern,ASCII/INDI25Q3.txt,table,indi,62661865
2025q3,faers_modern,ASCII/REAC25Q3.pdf,documentation,,97206
2025q3,faers_modern,ASCII/RPSR25Q3.pdf,documentation,,108326
2025q3,faers_modern,ASCII/INDI25Q3.pdf,documentation,,104534
2025q3,faers_modern,ASCII/DRUG25Q3.pdf,documentation,,379076
2025q3,faers_modern,ASCII/REAC25Q3.txt,table,reac,58038057
2025q3,faers_modern,ASCII/RPSR25Q3.txt,table,rpsr,251375
2025q3,faers_modern,ASCII/DEMO25Q3.txt,table,demo,67869394
2025q3,faers_modern,ASCII/OUTC25Q3.txt,table,outc,7559153
2025q3,faers_modern,ASCII/THER25Q3.txt,table,ther,18718859
2025q3,faers_modern,ASCII/THER25Q3.pdf,documentation,,101708
2025q3,faers_modern,Deleted/,directory,,0
2025q3,faers_modern,Deleted/DELETE25Q3.txt,deleted_cases,,44516
2025q3,faers_modern,FAQs.pdf,documentation,,270721
2025q4,faers_modern,Readme.pdf,documentation,,131553
2025q4,faers_modern,ASCII/,directory,,0
2025q4,faers_modern,ASCII/THER25Q4.txt,table,ther,16657037
2025q4,faers_modern,ASCII/REAC25Q4.txt,table,reac,51214752
2025q4,faers_modern,ASCII/REAC25Q4.pdf,documentation,,95282
2025q4,faers_modern,ASCII/ASC_NTS.pdf,documentation,,341968
2025q4,faers_modern,ASCII/INDI25Q4.txt,table,indi,55992546
2025q4,faers_modern,ASCII/RPSR25Q4.txt,table,rpsr,242471
2025q4,faers_modern,ASCII/OUTC25Q4.txt,table,outc,6381632
2025q4,faers_modern,ASCII/INDI25Q4.pdf,documentation,,104207
2025q4,faers_modern,ASCII/OUTC25Q4.pdf,documentation,,105796
2025q4,faers_modern,ASCII/DEMO25Q4.pdf,documentation,,162929
2025q4,faers_modern,ASCII/RPSR25Q4.pdf,documentation,,109591
2025q4,faers_modern,ASCII/THER25Q4.pdf,documentation,,102632
2025q4,faers_modern,ASCII/DEMO25Q4.txt,table,demo,58610237
2025q4,faers_modern,ASCII/DRUG25Q4.txt,table,drug,181992344
2025q4,faers_modern,ASCII/DRUG25Q4.pdf,documentation,,438997
2025q4,faers_modern,Deleted/,directory,,0
2025q4,faers_modern,Deleted/DELETE25Q4.txt,deleted_cases,,40472
2025q4,faers_modern,FAQs.pdf,documentation,,270721
2026q1,faers_modern,FAQs.pdf,documentation,,270721
2026q1,faers_modern,Readme.pdf,documentation,,131553
2026q1,faers_modern,ASCII/,directory,,0
2026q1,faers_modern,ASCII/DEMO26Q1.pdf,documentation,,227736
2026q1,faers_modern,ASCII/ASC_NTS.pdf,documentation,,341968
2026q1,faers_modern,ASCII/DEMO26Q1.txt,table,demo,58886589
2026q1,faers_modern,ASCII/INDI26Q1.txt,table,indi,54681897
2026q1,faers_modern,ASCII/DRUG26Q1.txt,table,drug,165197138
2026q1,faers_modern,ASCII/THER26Q1.txt,table,ther,14931147
2026q1,faers_modern,ASCII/Thumbs.db,other,,11776
2026q1,faers_modern,ASCII/RPSR26Q1.pdf,documentation,,129238
2026q1,faers_modern,ASCII/DRUG26Q1.pdf,documentation,,672697
2026q1,faers_modern,ASCII/THER26Q1.pdf,documentation,,121991
2026q1,faers_modern,ASCII/RPSR26Q1.txt,table,rpsr,258786
2026q1,faers_modern,ASCII/OUTC26Q1.txt,table,outc,6420541
2026q1,faers_modern,ASCII/OUTC26Q1.pdf,documentation,,125486
2026q1,faers_modern,ASCII/REAC26Q1.pdf,documentation,,106722
2026q1,faers_modern,ASCII/INDI26Q1.pdf,documentation,,117997
2026q1,faers_modern,ASCII/REAC26Q1.txt,table,reac,50295349
2026q1,faers_modern,Deleted/,directory,,0
2026q1,faers_modern,Deleted/DELETE26Q1.txt,deleted_cases,,55210
2026q2,faers_modern,FAQs.pdf,documentation,,270721
2026q2,faers_modern,Readme.pdf,documentation,,131553
2026q2,faers_modern,ASCII/,directory,,0
2026q2,faers_modern,ASCII/DEMO26Q2.txt,table,demo,58592946
2026q2,faers_modern,ASCII/DEMO26Q2.pdf,documentation,,195023
2026q2,faers_modern,ASCII/ASC_NTS.pdf,documentation,,341968
2026q2,faers_modern,ASCII/RPSR26Q2.pdf,documentation,,109241
2026q2,faers_modern,ASCII/THER26Q2.pdf,documentation,,102464
2026q2,faers_modern,ASCII/THER26Q2.txt,table,ther,12279656
2026q2,faers_modern,ASCII/OUTC26Q2.txt,table,outc,6686170
2026q2,faers_modern,ASCII/DRUG26Q2.txt,table,drug,151093015
2026q2,faers_modern,ASCII/RPSR26Q2.txt,table,rpsr,256296
2026q2,faers_modern,ASCII/OUTC26Q2.pdf,documentation,,118250
2026q2,faers_modern,ASCII/DRUG26Q2.pdf,documentation,,1275521
2026q2,faers_modern,ASCII/REAC26Q2.txt,table,reac,52649458
2026q2,faers_modern,ASCII/REAC26Q2.pdf,documentation,,93573
2026q2,faers_modern,ASCII/INDI26Q2.txt,table,indi,53387579
2026q2,faers_modern,ASCII/INDI26Q2.pdf,documentation,,103268
2026q2,faers_modern,Deleted/,directory,,0
2026q2,faers_modern,Deleted/DELETE26Q2.txt,deleted_cases,,37951
